0.0118855	-5528092.23	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	7.7509,7.7509,11.9807,14.6464,16.4403,17.5476,18.259,18.7858,19.2216,19.5921,19.9025,20.1561,20.3586,20.5178,20.6422,20.74,20.8173,20.878,20.9234,20.9528,20.969,20.9782,20.9843,20.9887,20.9887
0.0118684	-5527235.54	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	3.47489,3.47489,7.81513,11.2361,13.7529,15.3282,16.3408,17.1244,17.8157,18.4357,18.9752,19.428,19.7963,20.0897,20.3214,20.5048,20.6508,20.7661,20.8526,20.9089,20.9399,20.9574,20.9691,20.9776,20.9776
0.0118528	-5526501.63	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	1.83738,1.83738,5.7121,9.34196,12.1709,13.9107,14.9973,15.8719,16.6992,17.4831,18.1908,18.7999,19.3039,19.7101,20.0339,20.2923,20.4994,20.6639,20.7878,20.8688,20.9134,20.9385,20.9551,20.9675,20.9675
0.0118385	-5525835.59	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	1.11111,1.11111,4.571,8.28596,11.2754,13.0271,14.0534,14.9133,15.7957,16.6827,17.5143,18.2479,18.865,19.3683,19.7729,20.0981,20.3603,20.5697,20.728,20.8317,20.8888,20.9208,20.9421,20.958,20.958
0.0118253	-5525206.33	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	0.740781,0.740781,3.92424,7.73437,10.8436,12.5267,13.4068,14.18,15.0602,16.0055,16.9267,17.7595,18.4715,19.0587,19.5347,19.9198,20.2319,20.4824,20.6724,20.7973,20.8659,20.9043,20.9298,20.9491,20.9491
0.011813	-5524611.33	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	0.529866,0.529866,3.54613,7.5077,10.7454,12.3145,12.9883,13.6235,14.4597,15.4293,16.4135,17.325,18.1168,18.777,19.3164,19.7554,20.113,20.4013,20.6208,20.7652,20.8445,20.8887,20.9182,20.9408,20.9408
0.0118015	-5524050.38	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	0.392031,0.392031,3.32211,7.50071,10.9013,12.3285,12.75,13.2083,13.9691,14.937,15.9628,16.9366,17.7957,18.5194,19.1153,19.6031,20.0025,20.3256,20.5725,20.7353,20.8245,20.8741,20.9073,20.933,20.933
0.0117908	-5523527.31	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	0.304815,0.304815,3.18494,7.64776,11.2597,12.5276,12.6577,12.908,13.5693,14.515,15.5655,16.5878,17.5036,18.2831,18.9296,19.4617,19.8994,20.2549,20.5273,20.7072,20.8057,20.8603,20.8969,20.9256,20.9256
0.0117807	-5523035.26	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	0.238841,0.238841,3.09281,7.90181,11.7848,12.8834,12.6868,12.7027,13.245,14.1525,15.2139,16.2734,17.2371,18.0655,18.7574,19.33,19.803,20.1886,20.4849,20.6808,20.7879,20.8472,20.887,20.9185,20.9185
0.0117712	-5522581.97	0,2.25334e-05,5.56235e-05,0.000104216,0.000175573,0.00028036,0.000434239,0.000660207,0.00099204,0.00147933,0.00219491,0.00324574,0.00478885,0.00705491,0.0103826,0.0152692,0.0224452,0.032983,0.0484577,0.071182,0.104552,0.153556,0.225518,0.331193,0.486375,inf	0.183394,0.183394,3.02176,8.22749,12.451,13.375,12.8186,12.5768,12.9844,13.8406,14.9016,15.9889,16.9929,17.8644,18.5972,19.2069,19.7126,20.1263,20.445,20.656,20.7712,20.8347,20.8775,20.9119,20.9119
