Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00011	 0.00000	 0.00000	 0.04587	 0.00000	 0.00000	 0.00000		232.322545	-6930.701551
1001	 0.00014	 0.00031	 0.00000	 0.00000	 0.04305	 0.00000	 0.00000	 0.00000		241.344061	-6833.957427
2002	 0.00009	 0.00016	 0.00000	 0.00000	 0.04269	 0.00000	 0.00000	 0.00000		222.782966	-6896.797107
3003	 0.00021	 0.00011	 0.00000	 0.00000	 0.04513	 0.00000	 0.00000	 0.00000		259.469272	-6672.796904
4004	 0.00020	 0.00009	 0.00000	 0.00000	 0.04484	 0.00000	 0.00000	 0.00000		252.757666	-6725.462860
5005	 0.00014	 0.00017	 0.00000	 0.00000	 0.04313	 0.00000	 0.00000	 0.00000		230.448012	-6929.017010
6006	 0.00019	 0.00008	 0.00000	 0.00000	 0.04438	 0.00000	 0.00000	 0.00000		236.547324	-7054.895154
7007	 0.00011	 0.00008	 0.00000	 0.00000	 0.04421	 0.00000	 0.00000	 0.00000		245.917950	-7012.546443
8008	 0.00007	 0.00011	 0.00000	 0.00000	 0.04398	 0.00000	 0.00000	 0.00000		237.987891	-6715.849400
9009	 0.00013	 0.00027	 0.00000	 0.00001	 0.04454	 0.00000	 0.00000	 0.00000		228.068089	-6941.378578
10010	 0.00005	 0.00036	 0.00000	 0.00001	 0.04258	 0.00000	 0.00000	 0.00000		239.535432	-6889.583387
11011	 0.00034	 0.00006	 0.00000	 0.00000	 0.04628	 0.00000	 0.00000	 0.00000		240.984018	-6765.209560
12012	 0.00006	 0.00021	 0.00000	 0.00000	 0.04172	 0.00000	 0.00000	 0.00000		222.401037	-6600.398583
13013	 0.00001	 0.00023	 0.00000	 0.00000	 0.04629	 0.00000	 0.00000	 0.00000		233.796458	-6936.817526
14014	 0.00022	 0.00035	 0.00000	 0.00000	 0.04358	 0.00000	 0.00000	 0.00000		225.842862	-7015.393583
15015	 0.00013	 0.00018	 0.00000	 0.00000	 0.04345	 0.00000	 0.00000	 0.00000		219.198720	-7182.105047
16016	 0.00013	 0.00028	 0.00000	 0.00000	 0.04299	 0.00000	 0.00000	 0.00000		257.211048	-6838.589482
17017	 0.00010	 0.00019	 0.00000	 0.00000	 0.04268	 0.00000	 0.00000	 0.00000		220.167506	-6797.439825
18018	 0.00022	 0.00023	 0.00000	 0.00000	 0.04198	 0.00000	 0.00000	 0.00000		253.925980	-6911.331150
19019	 0.00006	 0.00019	 0.00000	 0.00000	 0.04574	 0.00000	 0.00000	 0.00000		220.507585	-7116.778192
