Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00012	 0.00011	 0.00003	 0.00010	 0.02260	 0.00001	 0.00001	 0.00000		212.479937	-3619.888791
1001	 0.00007	 0.00014	 0.00002	 0.00038	 0.02202	 0.00001	 0.00001	 0.00000		192.820528	-3690.849459
2002	 0.00010	 0.00016	 0.00006	 0.00028	 0.02210	 0.00001	 0.00002	 0.00000		199.926493	-3647.421012
3003	 0.00005	 0.00006	 0.00006	 0.00031	 0.02302	 0.00000	 0.00002	 0.00000		208.029212	-3616.754144
4004	 0.00007	 0.00013	 0.00006	 0.00031	 0.02208	 0.00001	 0.00003	 0.00000		201.230533	-3708.799636
5005	 0.00006	 0.00013	 0.00006	 0.00021	 0.02291	 0.00000	 0.00002	 0.00000		209.006933	-3643.519542
6006	 0.00004	 0.00004	 0.00002	 0.00018	 0.02345	 0.00000	 0.00001	 0.00000		211.520278	-3688.844586
7007	 0.00006	 0.00005	 0.00002	 0.00029	 0.02119	 0.00000	 0.00001	 0.00000		201.182691	-3734.337176
8008	 0.00003	 0.00003	 0.00001	 0.00033	 0.02446	 0.00000	 0.00000	 0.00000		210.256591	-3739.042009
9009	 0.00006	 0.00005	 0.00002	 0.00007	 0.02436	 0.00000	 0.00001	 0.00000		217.837507	-3651.603938
10010	 0.00005	 0.00005	 0.00002	 0.00016	 0.02500	 0.00000	 0.00001	 0.00000		215.206383	-3557.195950
11011	 0.00008	 0.00010	 0.00002	 0.00018	 0.02540	 0.00001	 0.00001	 0.00000		204.535087	-3636.399977
12012	 0.00012	 0.00010	 0.00003	 0.00008	 0.02442	 0.00001	 0.00001	 0.00000		205.624680	-3593.473772
13013	 0.00011	 0.00012	 0.00002	 0.00013	 0.02305	 0.00001	 0.00001	 0.00000		199.396611	-3646.316316
14014	 0.00005	 0.00012	 0.00002	 0.00008	 0.02330	 0.00000	 0.00001	 0.00000		211.707270	-3683.498829
15015	 0.00003	 0.00006	 0.00001	 0.00006	 0.02348	 0.00000	 0.00000	 0.00000		214.723782	-3668.637561
16016	 0.00003	 0.00005	 0.00001	 0.00002	 0.02509	 0.00000	 0.00000	 0.00000		224.322486	-3723.876838
17017	 0.00002	 0.00002	 0.00001	 0.00006	 0.02492	 0.00000	 0.00000	 0.00000		227.090332	-3648.500987
18018	 0.00001	 0.00003	 0.00001	 0.00012	 0.02156	 0.00000	 0.00000	 0.00000		221.474490	-3788.265618
19019	 0.00002	 0.00004	 0.00001	 0.00009	 0.02348	 0.00000	 0.00000	 0.00000		210.704406	-3684.948840
20020	 0.00003	 0.00003	 0.00001	 0.00010	 0.02373	 0.00000	 0.00000	 0.00000		218.218274	-3574.150536
21021	 0.00002	 0.00003	 0.00001	 0.00005	 0.02429	 0.00000	 0.00000	 0.00000		228.841640	-3607.434346
22022	 0.00011	 0.00011	 0.00003	 0.00011	 0.02127	 0.00001	 0.00001	 0.00000		203.025705	-3778.436779
23023	 0.00011	 0.00011	 0.00002	 0.00017	 0.02310	 0.00001	 0.00001	 0.00000		194.764655	-3841.344420
24024	 0.00005	 0.00009	 0.00002	 0.00024	 0.02531	 0.00001	 0.00001	 0.00000		202.259389	-3699.851222
25025	 0.00008	 0.00008	 0.00003	 0.00009	 0.02268	 0.00001	 0.00001	 0.00000		219.018727	-3658.510329
26026	 0.00013	 0.00026	 0.00005	 0.00022	 0.02480	 0.00001	 0.00002	 0.00000		196.111723	-3630.897779
27027	 0.00013	 0.00021	 0.00005	 0.00020	 0.02327	 0.00001	 0.00002	 0.00000		200.387365	-3690.416485
28028	 0.00029	 0.00037	 0.00005	 0.00013	 0.02385	 0.00002	 0.00002	 0.00000		190.381505	-3702.051854
29029	 0.00009	 0.00013	 0.00002	 0.00014	 0.02406	 0.00001	 0.00001	 0.00000		198.633013	-3678.904799
30030	 0.00007	 0.00006	 0.00002	 0.00004	 0.02378	 0.00001	 0.00001	 0.00000		225.163924	-3669.579821
31031	 0.00012	 0.00014	 0.00002	 0.00002	 0.02329	 0.00001	 0.00001	 0.00000		219.159983	-3657.056149
32032	 0.00008	 0.00005	 0.00001	 0.00002	 0.02362	 0.00000	 0.00001	 0.00000		220.842220	-3646.025507
33033	 0.00006	 0.00006	 0.00001	 0.00004	 0.02247	 0.00000	 0.00000	 0.00000		222.176763	-3657.606722
34034	 0.00006	 0.00006	 0.00001	 0.00002	 0.02576	 0.00000	 0.00000	 0.00000		225.045453	-3632.812663
35035	 0.00004	 0.00004	 0.00001	 0.00005	 0.02462	 0.00000	 0.00000	 0.00000		214.474201	-3757.057260
36036	 0.00003	 0.00005	 0.00001	 0.00005	 0.02240	 0.00000	 0.00000	 0.00000		213.638650	-3889.737014
37037	 0.00007	 0.00010	 0.00002	 0.00007	 0.02322	 0.00001	 0.00001	 0.00000		204.896604	-3810.589457
38038	 0.00008	 0.00015	 0.00002	 0.00005	 0.02250	 0.00001	 0.00001	 0.00000		199.840156	-3773.846582
39039	 0.00021	 0.00025	 0.00004	 0.00008	 0.02393	 0.00001	 0.00002	 0.00000		197.839266	-3579.853366
40040	 0.00011	 0.00022	 0.00003	 0.00010	 0.02332	 0.00001	 0.00002	 0.00000		203.880525	-3767.204668
41041	 0.00007	 0.00012	 0.00004	 0.00033	 0.02295	 0.00001	 0.00001	 0.00000		193.209219	-3582.701640
42042	 0.00003	 0.00003	 0.00002	 0.00013	 0.02270	 0.00000	 0.00001	 0.00000		220.125790	-3521.156000
43043	 0.00006	 0.00008	 0.00002	 0.00009	 0.02174	 0.00000	 0.00001	 0.00000		211.744804	-3746.020976
44044	 0.00002	 0.00005	 0.00001	 0.00007	 0.02322	 0.00000	 0.00000	 0.00000		218.739583	-3640.535644
45045	 0.00004	 0.00005	 0.00001	 0.00007	 0.02356	 0.00000	 0.00001	 0.00000		222.083489	-3586.340287
46046	 0.00004	 0.00005	 0.00001	 0.00010	 0.02513	 0.00000	 0.00001	 0.00000		215.847164	-3657.294636
47047	 0.00004	 0.00007	 0.00001	 0.00006	 0.02311	 0.00000	 0.00001	 0.00000		215.840902	-3636.605818
48048	 0.00004	 0.00004	 0.00001	 0.00008	 0.02454	 0.00000	 0.00001	 0.00000		219.094615	-3658.476236
49049	 0.00002	 0.00002	 0.00001	 0.00008	 0.02346	 0.00000	 0.00000	 0.00000		227.258242	-3640.282344
