Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00007	 0.00005	 0.00001	 0.00005	 0.01114	 0.00000	 0.00000	 0.00000		209.058001	-1854.017611
1001	 0.00010	 0.00010	 0.00001	 0.00002	 0.01165	 0.00000	 0.00000	 0.00000		210.118707	-1797.707871
2002	 0.00005	 0.00003	 0.00001	 0.00004	 0.01089	 0.00000	 0.00000	 0.00000		222.859479	-1757.682063
3003	 0.00001	 0.00002	 0.00000	 0.00006	 0.01098	 0.00000	 0.00000	 0.00000		233.062352	-1772.526073
4004	 0.00001	 0.00001	 0.00000	 0.00018	 0.01060	 0.00000	 0.00000	 0.00000		231.507370	-1777.810621
5005	 0.00006	 0.00002	 0.00000	 0.00002	 0.01206	 0.00000	 0.00000	 0.00000		219.391156	-1712.598755
6006	 0.00005	 0.00004	 0.00000	 0.00003	 0.01031	 0.00000	 0.00000	 0.00000		220.658355	-1736.990140
7007	 0.00006	 0.00015	 0.00001	 0.00015	 0.01051	 0.00000	 0.00000	 0.00000		199.990094	-1820.952200
8008	 0.00005	 0.00002	 0.00001	 0.00019	 0.01128	 0.00000	 0.00000	 0.00000		218.947272	-1771.319950
9009	 0.00009	 0.00006	 0.00001	 0.00008	 0.01117	 0.00000	 0.00000	 0.00000		209.026018	-1791.225124
10010	 0.00007	 0.00009	 0.00001	 0.00004	 0.01004	 0.00000	 0.00000	 0.00000		206.591553	-1774.001712
11011	 0.00016	 0.00022	 0.00003	 0.00011	 0.01058	 0.00001	 0.00001	 0.00000		202.176571	-1782.955986
12012	 0.00010	 0.00015	 0.00002	 0.00014	 0.01108	 0.00001	 0.00001	 0.00000		207.059454	-1764.357647
13013	 0.00015	 0.00005	 0.00002	 0.00011	 0.01027	 0.00001	 0.00001	 0.00000		215.642063	-1733.320293
14014	 0.00034	 0.00024	 0.00003	 0.00019	 0.00970	 0.00002	 0.00002	 0.00000		191.792099	-1785.521287
15015	 0.00020	 0.00034	 0.00003	 0.00015	 0.00893	 0.00001	 0.00001	 0.00000		186.662377	-1847.248834
16016	 0.00021	 0.00015	 0.00002	 0.00009	 0.01055	 0.00001	 0.00001	 0.00000		202.144409	-1750.193867
17017	 0.00012	 0.00011	 0.00001	 0.00009	 0.00983	 0.00001	 0.00001	 0.00000		200.712629	-1809.730883
18018	 0.00009	 0.00016	 0.00002	 0.00005	 0.01051	 0.00001	 0.00001	 0.00000		208.480971	-1808.275880
19019	 0.00026	 0.00029	 0.00003	 0.00016	 0.01111	 0.00002	 0.00002	 0.00000		187.534309	-1804.350254
20020	 0.00017	 0.00019	 0.00002	 0.00003	 0.01078	 0.00001	 0.00001	 0.00000		198.713163	-1821.200160
21021	 0.00011	 0.00005	 0.00002	 0.00010	 0.00947	 0.00001	 0.00001	 0.00000		216.376439	-1770.091651
22022	 0.00011	 0.00006	 0.00001	 0.00008	 0.01099	 0.00000	 0.00000	 0.00000		204.718453	-1848.062002
23023	 0.00009	 0.00010	 0.00001	 0.00011	 0.01086	 0.00001	 0.00001	 0.00000		208.450507	-1770.678895
