Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00005	 0.00005	 0.00010	 0.00043	 0.01750	 0.00000	 0.00004	 0.00000		205.655712	-2454.616749
1001	 0.00009	 0.00017	 0.00018	 0.00056	 0.01474	 0.00001	 0.00006	 0.00000		191.025546	-2596.133448
2002	 0.00010	 0.00011	 0.00012	 0.00041	 0.01408	 0.00001	 0.00004	 0.00000		203.139095	-2655.286898
3003	 0.00019	 0.00030	 0.00018	 0.00043	 0.01672	 0.00001	 0.00006	 0.00000		191.507616	-2465.040006
4004	 0.00019	 0.00024	 0.00010	 0.00034	 0.01662	 0.00002	 0.00004	 0.00000		194.793462	-2534.778879
5005	 0.00020	 0.00025	 0.00006	 0.00013	 0.01698	 0.00001	 0.00002	 0.00000		205.664292	-2515.048723
6006	 0.00019	 0.00013	 0.00004	 0.00013	 0.01515	 0.00001	 0.00002	 0.00000		204.741217	-2444.977395
7007	 0.00014	 0.00027	 0.00004	 0.00013	 0.01618	 0.00001	 0.00002	 0.00000		200.479901	-2483.299073
8008	 0.00009	 0.00011	 0.00003	 0.00009	 0.01665	 0.00001	 0.00001	 0.00000		211.343034	-2471.508094
9009	 0.00014	 0.00020	 0.00005	 0.00018	 0.01698	 0.00001	 0.00002	 0.00000		203.429411	-2503.872310
10010	 0.00003	 0.00005	 0.00002	 0.00008	 0.01715	 0.00000	 0.00001	 0.00000		219.308349	-2568.287849
11011	 0.00005	 0.00011	 0.00001	 0.00002	 0.01599	 0.00000	 0.00000	 0.00000		232.396825	-2584.896625
12012	 0.00004	 0.00007	 0.00001	 0.00014	 0.01719	 0.00000	 0.00000	 0.00000		208.510877	-2573.998869
13013	 0.00003	 0.00004	 0.00001	 0.00002	 0.01409	 0.00000	 0.00000	 0.00000		227.814935	-2648.305043
14014	 0.00001	 0.00002	 0.00000	 0.00003	 0.01614	 0.00000	 0.00000	 0.00000		229.385252	-2689.897310
15015	 0.00002	 0.00003	 0.00001	 0.00005	 0.01764	 0.00000	 0.00000	 0.00000		214.125372	-2655.167131
16016	 0.00000	 0.00001	 0.00000	 0.00008	 0.01595	 0.00000	 0.00000	 0.00000		238.125670	-2639.121903
17017	 0.00001	 0.00001	 0.00000	 0.00011	 0.01499	 0.00000	 0.00000	 0.00000		241.630953	-2603.539473
18018	 0.00001	 0.00001	 0.00000	 0.00012	 0.01784	 0.00000	 0.00000	 0.00000		233.421309	-2671.206104
19019	 0.00001	 0.00002	 0.00000	 0.00017	 0.01711	 0.00000	 0.00000	 0.00000		233.560635	-2559.386662
20020	 0.00001	 0.00001	 0.00000	 0.00003	 0.01674	 0.00000	 0.00000	 0.00000		235.257952	-2661.086353
21021	 0.00001	 0.00001	 0.00001	 0.00003	 0.01704	 0.00000	 0.00000	 0.00000		247.335756	-2589.231508
22022	 0.00000	 0.00002	 0.00002	 0.00022	 0.01552	 0.00000	 0.00001	 0.00000		224.575240	-2626.176155
