Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00004	 0.00010	 0.00005	 0.00023	 0.01191	 0.00000	 0.00001	 0.00000		205.471877	-2061.248267
1001	 0.00019	 0.00018	 0.00005	 0.00013	 0.01179	 0.00001	 0.00002	 0.00000		197.250030	-1996.298091
2002	 0.00010	 0.00021	 0.00004	 0.00002	 0.01128	 0.00001	 0.00001	 0.00000		211.437418	-2062.342245
3003	 0.00012	 0.00031	 0.00003	 0.00003	 0.01252	 0.00001	 0.00001	 0.00000		215.854697	-1992.645122
4004	 0.00009	 0.00015	 0.00003	 0.00003	 0.01181	 0.00001	 0.00001	 0.00000		217.544339	-2065.683633
5005	 0.00004	 0.00013	 0.00003	 0.00008	 0.01214	 0.00000	 0.00001	 0.00000		221.370373	-1955.907581
6006	 0.00003	 0.00014	 0.00004	 0.00036	 0.01243	 0.00000	 0.00002	 0.00000		205.514877	-1941.414936
7007	 0.00001	 0.00004	 0.00001	 0.00003	 0.01290	 0.00000	 0.00000	 0.00000		245.872340	-1966.789195
8008	 0.00003	 0.00022	 0.00002	 0.00005	 0.01124	 0.00000	 0.00001	 0.00000		218.767510	-2084.619889
9009	 0.00002	 0.00013	 0.00001	 0.00006	 0.01164	 0.00000	 0.00000	 0.00000		225.901893	-2085.375303
10010	 0.00003	 0.00019	 0.00001	 0.00001	 0.01214	 0.00000	 0.00000	 0.00000		231.401470	-1913.949622
11011	 0.00011	 0.00017	 0.00003	 0.00003	 0.01170	 0.00001	 0.00001	 0.00000		218.232054	-1990.935338
12012	 0.00006	 0.00017	 0.00002	 0.00004	 0.01322	 0.00001	 0.00001	 0.00000		230.041240	-1908.982309
13013	 0.00003	 0.00014	 0.00002	 0.00009	 0.01198	 0.00000	 0.00001	 0.00000		216.742993	-2027.130591
14014	 0.00003	 0.00010	 0.00003	 0.00006	 0.01318	 0.00000	 0.00001	 0.00000		214.397582	-1989.541030
15015	 0.00004	 0.00008	 0.00002	 0.00007	 0.01317	 0.00000	 0.00001	 0.00000		219.377337	-1957.223801
16016	 0.00009	 0.00022	 0.00007	 0.00017	 0.01188	 0.00001	 0.00002	 0.00000		208.405448	-1975.417572
17017	 0.00015	 0.00038	 0.00006	 0.00023	 0.01288	 0.00001	 0.00002	 0.00000		196.288846	-1981.223011
18018	 0.00004	 0.00017	 0.00004	 0.00008	 0.01314	 0.00000	 0.00001	 0.00000		217.546657	-1971.789773
19019	 0.00004	 0.00012	 0.00004	 0.00016	 0.01241	 0.00000	 0.00001	 0.00000		213.608843	-1937.431413
20020	 0.00002	 0.00003	 0.00003	 0.00014	 0.01160	 0.00000	 0.00001	 0.00000		222.825274	-1928.889569
21021	 0.00009	 0.00012	 0.00004	 0.00014	 0.01259	 0.00000	 0.00001	 0.00000		209.580828	-1969.444727
22022	 0.00005	 0.00015	 0.00005	 0.00014	 0.01218	 0.00001	 0.00002	 0.00000		213.572569	-1996.128417
23023	 0.00007	 0.00024	 0.00005	 0.00008	 0.01125	 0.00001	 0.00002	 0.00000		221.572620	-1983.496007
24024	 0.00009	 0.00016	 0.00006	 0.00019	 0.01355	 0.00001	 0.00002	 0.00000		203.103092	-1939.684530
25025	 0.00007	 0.00014	 0.00006	 0.00017	 0.01182	 0.00001	 0.00002	 0.00000		208.914938	-2056.228426
26026	 0.00003	 0.00023	 0.00006	 0.00019	 0.01172	 0.00000	 0.00002	 0.00000		204.405598	-1997.042093
27027	 0.00002	 0.00012	 0.00005	 0.00020	 0.01201	 0.00000	 0.00001	 0.00000		210.630635	-2010.987615
28028	 0.00002	 0.00005	 0.00004	 0.00011	 0.01311	 0.00000	 0.00001	 0.00000		225.131676	-1883.467311
29029	 0.00008	 0.00031	 0.00010	 0.00018	 0.01289	 0.00000	 0.00003	 0.00000		206.914303	-1943.761714
30030	 0.00004	 0.00009	 0.00007	 0.00042	 0.01143	 0.00000	 0.00002	 0.00000		197.325869	-2030.249978
31031	 0.00004	 0.00011	 0.00004	 0.00025	 0.01111	 0.00000	 0.00001	 0.00000		203.746413	-2085.602413
32032	 0.00002	 0.00007	 0.00004	 0.00017	 0.01186	 0.00000	 0.00001	 0.00000		212.435634	-1989.271449
33033	 0.00001	 0.00006	 0.00002	 0.00011	 0.01311	 0.00000	 0.00001	 0.00000		224.531528	-1953.896989
34034	 0.00002	 0.00005	 0.00003	 0.00016	 0.01290	 0.00000	 0.00001	 0.00000		213.357198	-2002.043125
35035	 0.00001	 0.00004	 0.00005	 0.00024	 0.01200	 0.00000	 0.00002	 0.00000		216.077679	-1947.621939
36036	 0.00006	 0.00021	 0.00011	 0.00046	 0.01070	 0.00000	 0.00003	 0.00000		189.852222	-2079.760486
37037	 0.00003	 0.00010	 0.00008	 0.00027	 0.01148	 0.00000	 0.00002	 0.00000		208.391433	-2004.813493
38038	 0.00004	 0.00006	 0.00008	 0.00036	 0.01143	 0.00000	 0.00002	 0.00000		205.839963	-2041.118224
39039	 0.00006	 0.00004	 0.00005	 0.00018	 0.01119	 0.00000	 0.00002	 0.00000		209.647525	-1974.199161
40040	 0.00005	 0.00010	 0.00006	 0.00025	 0.01134	 0.00000	 0.00002	 0.00000		206.156022	-1962.529483
41041	 0.00009	 0.00013	 0.00013	 0.00030	 0.01111	 0.00000	 0.00004	 0.00000		199.993118	-2061.381215
42042	 0.00005	 0.00009	 0.00004	 0.00030	 0.01307	 0.00000	 0.00002	 0.00000		201.488576	-1906.627233
43043	 0.00009	 0.00016	 0.00004	 0.00022	 0.01177	 0.00000	 0.00001	 0.00000		200.465772	-2109.760491
44044	 0.00003	 0.00015	 0.00004	 0.00009	 0.01223	 0.00000	 0.00001	 0.00000		217.839099	-2001.307435
45045	 0.00006	 0.00015	 0.00005	 0.00020	 0.01122	 0.00000	 0.00001	 0.00000		201.366995	-2059.470407
46046	 0.00008	 0.00010	 0.00002	 0.00009	 0.01268	 0.00000	 0.00001	 0.00000		200.929069	-2012.600206
47047	 0.00002	 0.00006	 0.00001	 0.00004	 0.01425	 0.00000	 0.00000	 0.00000		229.647329	-1910.280975
48048	 0.00003	 0.00006	 0.00003	 0.00012	 0.01380	 0.00000	 0.00001	 0.00000		215.594942	-2051.413501
49049	 0.00006	 0.00010	 0.00007	 0.00018	 0.01318	 0.00000	 0.00002	 0.00000		203.826536	-2028.193743
50050	 0.00007	 0.00011	 0.00008	 0.00016	 0.01224	 0.00001	 0.00002	 0.00000		213.259595	-1973.355383
51051	 0.00003	 0.00009	 0.00011	 0.00042	 0.01266	 0.00000	 0.00003	 0.00000		203.006044	-1997.096360
52052	 0.00001	 0.00001	 0.00003	 0.00012	 0.01183	 0.00000	 0.00001	 0.00000		228.113223	-2016.859351
53053	 0.00001	 0.00006	 0.00003	 0.00018	 0.01185	 0.00000	 0.00001	 0.00000		218.569529	-2033.919442
54054	 0.00000	 0.00009	 0.00014	 0.00042	 0.01011	 0.00000	 0.00004	 0.00000		205.942630	-2087.942079
55055	 0.00002	 0.00003	 0.00011	 0.00042	 0.01118	 0.00000	 0.00004	 0.00000		213.070851	-1974.294642
56056	 0.00001	 0.00014	 0.00014	 0.00047	 0.01170	 0.00000	 0.00005	 0.00000		202.700347	-2027.599225
57057	 0.00002	 0.00003	 0.00008	 0.00027	 0.01169	 0.00000	 0.00003	 0.00000		212.843416	-1983.885002
58058	 0.00001	 0.00011	 0.00013	 0.00024	 0.01184	 0.00000	 0.00003	 0.00000		210.798832	-2028.944167
59059	 0.00001	 0.00029	 0.00008	 0.00033	 0.01041	 0.00000	 0.00003	 0.00000		210.083844	-2004.599104
60060	 0.00002	 0.00009	 0.00008	 0.00025	 0.01281	 0.00000	 0.00003	 0.00000		213.350152	-1924.289998
61061	 0.00004	 0.00020	 0.00014	 0.00028	 0.01182	 0.00000	 0.00004	 0.00000		209.234925	-2026.252828
62062	 0.00007	 0.00042	 0.00035	 0.00077	 0.01068	 0.00001	 0.00009	 0.00000		186.053290	-2011.948510
63063	 0.00004	 0.00019	 0.00011	 0.00038	 0.01245	 0.00000	 0.00004	 0.00000		203.190768	-1991.679024
64064	 0.00001	 0.00004	 0.00018	 0.00052	 0.01201	 0.00000	 0.00004	 0.00000		201.075853	-2030.565329
65065	 0.00000	 0.00002	 0.00010	 0.00034	 0.01400	 0.00000	 0.00003	 0.00000		215.124849	-1954.381184
66066	 0.00002	 0.00012	 0.00024	 0.00105	 0.01201	 0.00000	 0.00008	 0.00000		188.898512	-1997.327047
67067	 0.00000	 0.00001	 0.00012	 0.00034	 0.01324	 0.00000	 0.00003	 0.00000		209.950221	-2025.296539
68068	 0.00001	 0.00004	 0.00010	 0.00071	 0.01135	 0.00000	 0.00003	 0.00000		198.298848	-2008.122941
69069	 0.00001	 0.00004	 0.00009	 0.00036	 0.01090	 0.00000	 0.00003	 0.00000		204.503323	-2055.148136
70070	 0.00002	 0.00002	 0.00012	 0.00029	 0.01238	 0.00000	 0.00003	 0.00000		208.730571	-2022.399901
71071	 0.00001	 0.00007	 0.00012	 0.00027	 0.01151	 0.00000	 0.00003	 0.00000		211.225554	-1966.452174
72072	 0.00001	 0.00003	 0.00006	 0.00029	 0.01146	 0.00000	 0.00002	 0.00000		218.041301	-1959.761790
73073	 0.00003	 0.00004	 0.00006	 0.00032	 0.01126	 0.00000	 0.00002	 0.00000		210.976803	-2018.687238
74074	 0.00003	 0.00009	 0.00013	 0.00038	 0.01186	 0.00000	 0.00004	 0.00000		198.307458	-1947.145430
75075	 0.00002	 0.00003	 0.00022	 0.00082	 0.01076	 0.00000	 0.00007	 0.00000		198.279887	-2095.062061
76076	 0.00001	 0.00012	 0.00018	 0.00065	 0.01099	 0.00000	 0.00006	 0.00000		198.855831	-2072.564493
77077	 0.00001	 0.00008	 0.00009	 0.00031	 0.01132	 0.00000	 0.00003	 0.00000		213.036396	-1995.509987
