Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00006	 0.00012	 0.00007	 0.00014	 0.01147	 0.00001	 0.00002	 0.00000		209.875399	-1687.629852
1001	 0.00005	 0.00004	 0.00003	 0.00005	 0.01131	 0.00001	 0.00001	 0.00000		232.356945	-1706.140913
2002	 0.00006	 0.00011	 0.00004	 0.00002	 0.01079	 0.00001	 0.00001	 0.00000		227.117840	-1759.694812
3003	 0.00010	 0.00009	 0.00003	 0.00002	 0.00979	 0.00001	 0.00001	 0.00000		241.729536	-1627.913891
4004	 0.00011	 0.00015	 0.00012	 0.00013	 0.01110	 0.00002	 0.00003	 0.00000		211.878355	-1636.150584
5005	 0.00009	 0.00017	 0.00012	 0.00029	 0.01031	 0.00001	 0.00004	 0.00000		207.632123	-1738.935475
6006	 0.00005	 0.00005	 0.00005	 0.00013	 0.01084	 0.00001	 0.00001	 0.00000		220.006127	-1714.677683
7007	 0.00009	 0.00009	 0.00013	 0.00025	 0.01231	 0.00001	 0.00003	 0.00000		211.062581	-1597.290559
8008	 0.00015	 0.00020	 0.00017	 0.00016	 0.01074	 0.00001	 0.00003	 0.00000		203.391051	-1665.286483
9009	 0.00003	 0.00005	 0.00003	 0.00010	 0.00994	 0.00000	 0.00001	 0.00000		230.632102	-1710.201057
10010	 0.00002	 0.00003	 0.00006	 0.00016	 0.01090	 0.00000	 0.00001	 0.00000		219.480964	-1687.450958
11011	 0.00003	 0.00006	 0.00012	 0.00017	 0.01107	 0.00000	 0.00003	 0.00000		221.368803	-1659.526332
12012	 0.00013	 0.00021	 0.00019	 0.00025	 0.01016	 0.00001	 0.00005	 0.00000		204.098883	-1710.351356
13013	 0.00003	 0.00006	 0.00009	 0.00028	 0.01025	 0.00000	 0.00003	 0.00000		221.950851	-1679.348852
14014	 0.00003	 0.00002	 0.00007	 0.00016	 0.01227	 0.00000	 0.00002	 0.00000		228.485118	-1695.629085
