Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00019	 0.00045	 0.00008	 0.00014	 0.01986	 0.00002	 0.00002	 0.00000	 0.00000		189.791069	-3428.732233
1001	 0.00012	 0.00027	 0.00005	 0.00007	 0.02135	 0.00001	 0.00002	 0.00000	 0.00000		200.283226	-3371.304890
2002	 0.00016	 0.00030	 0.00006	 0.00022	 0.02049	 0.00001	 0.00002	 0.00000	 0.00000		188.318896	-3489.522364
3003	 0.00015	 0.00020	 0.00007	 0.00011	 0.02022	 0.00001	 0.00002	 0.00000	 0.00000		199.746217	-3382.686806
4004	 0.00008	 0.00010	 0.00003	 0.00003	 0.02167	 0.00001	 0.00001	 0.00000	 0.00000		215.628055	-3438.192820
5005	 0.00007	 0.00017	 0.00004	 0.00021	 0.02023	 0.00001	 0.00001	 0.00000	 0.00000		196.788129	-3372.994157
6006	 0.00006	 0.00009	 0.00004	 0.00026	 0.02203	 0.00001	 0.00001	 0.00000	 0.00000		196.042358	-3418.853176
7007	 0.00008	 0.00010	 0.00011	 0.00028	 0.02141	 0.00001	 0.00003	 0.00000	 0.00000		199.238469	-3329.962494
8008	 0.00005	 0.00011	 0.00006	 0.00019	 0.02033	 0.00000	 0.00001	 0.00000	 0.00000		201.425819	-3375.857084
9009	 0.00002	 0.00006	 0.00003	 0.00016	 0.02202	 0.00000	 0.00001	 0.00000	 0.00000		212.006790	-3386.568117
10010	 0.00002	 0.00002	 0.00003	 0.00011	 0.02251	 0.00000	 0.00001	 0.00000	 0.00000		218.150287	-3314.053911
11011	 0.00004	 0.00004	 0.00007	 0.00023	 0.02111	 0.00000	 0.00002	 0.00000	 0.00000		209.861899	-3272.928609
12012	 0.00002	 0.00003	 0.00003	 0.00020	 0.02226	 0.00000	 0.00001	 0.00000	 0.00000		216.570248	-3338.274045
13013	 0.00003	 0.00004	 0.00002	 0.00009	 0.02357	 0.00000	 0.00001	 0.00000	 0.00000		220.309320	-3244.802202
