Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00003	 0.00001	 0.00014	 0.01009	 0.00000	 0.00000	 0.00000	 0.00000		228.248924	-1802.418614
1001	 0.00005	 0.00019	 0.00002	 0.00006	 0.01069	 0.00001	 0.00001	 0.00000	 0.00000		207.529989	-1714.408769
2002	 0.00005	 0.00017	 0.00002	 0.00008	 0.01095	 0.00001	 0.00001	 0.00000	 0.00000		205.569668	-1726.077098
3003	 0.00006	 0.00009	 0.00002	 0.00026	 0.01107	 0.00001	 0.00001	 0.00000	 0.00000		211.926336	-1685.517487
4004	 0.00004	 0.00010	 0.00002	 0.00011	 0.01072	 0.00001	 0.00001	 0.00000	 0.00000		207.674410	-1701.817465
5005	 0.00004	 0.00014	 0.00002	 0.00005	 0.01036	 0.00001	 0.00001	 0.00000	 0.00000		208.277345	-1718.970028
6006	 0.00003	 0.00007	 0.00001	 0.00015	 0.01041	 0.00000	 0.00001	 0.00000	 0.00000		218.700422	-1715.384599
7007	 0.00001	 0.00004	 0.00001	 0.00006	 0.01083	 0.00000	 0.00000	 0.00000	 0.00000		230.641963	-1738.660765
8008	 0.00002	 0.00004	 0.00001	 0.00016	 0.01173	 0.00000	 0.00000	 0.00000	 0.00000		215.569494	-1743.262534
9009	 0.00001	 0.00003	 0.00001	 0.00004	 0.00996	 0.00000	 0.00000	 0.00000	 0.00000		231.722062	-1726.410881
10010	 0.00002	 0.00013	 0.00001	 0.00016	 0.00984	 0.00000	 0.00000	 0.00000	 0.00000		214.576049	-1755.247894
11011	 0.00005	 0.00011	 0.00002	 0.00008	 0.00969	 0.00001	 0.00001	 0.00000	 0.00000		211.599391	-1794.499913
12012	 0.00003	 0.00010	 0.00001	 0.00005	 0.01081	 0.00000	 0.00000	 0.00000	 0.00000		216.419391	-1722.062345
13013	 0.00003	 0.00006	 0.00002	 0.00012	 0.01146	 0.00001	 0.00001	 0.00000	 0.00000		217.567905	-1729.032692
14014	 0.00006	 0.00011	 0.00002	 0.00010	 0.00994	 0.00001	 0.00001	 0.00000	 0.00000		205.612354	-1785.569932
15015	 0.00009	 0.00015	 0.00003	 0.00002	 0.01088	 0.00001	 0.00001	 0.00000	 0.00000		201.979954	-1743.058964
16016	 0.00005	 0.00006	 0.00002	 0.00005	 0.00985	 0.00000	 0.00000	 0.00000	 0.00000		206.058516	-1793.215552
17017	 0.00002	 0.00006	 0.00001	 0.00004	 0.00944	 0.00000	 0.00000	 0.00000	 0.00000		225.573523	-1776.632442
18018	 0.00004	 0.00008	 0.00002	 0.00015	 0.00983	 0.00001	 0.00001	 0.00000	 0.00000		208.760280	-1740.884981
19019	 0.00004	 0.00010	 0.00002	 0.00021	 0.00998	 0.00001	 0.00001	 0.00000	 0.00000		211.400881	-1793.412132
20020	 0.00011	 0.00017	 0.00004	 0.00014	 0.00997	 0.00001	 0.00002	 0.00000	 0.00000		201.513711	-1756.615716
