Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00004	 0.00000	 0.00005	 0.02007	 0.00000	 0.00000	 0.00000	 0.00000		213.856314	-3205.702886
1001	 0.00002	 0.00004	 0.00001	 0.00007	 0.02113	 0.00000	 0.00000	 0.00000	 0.00000		217.807649	-3290.728510
2002	 0.00002	 0.00002	 0.00001	 0.00005	 0.01936	 0.00000	 0.00000	 0.00000	 0.00000		228.697190	-3135.033178
3003	 0.00003	 0.00004	 0.00001	 0.00005	 0.02087	 0.00000	 0.00000	 0.00000	 0.00000		224.628262	-3146.547942
4004	 0.00002	 0.00003	 0.00001	 0.00007	 0.01990	 0.00000	 0.00000	 0.00000	 0.00000		215.181834	-3141.123676
5005	 0.00002	 0.00006	 0.00001	 0.00004	 0.01995	 0.00000	 0.00000	 0.00000	 0.00000		218.957346	-3209.872981
6006	 0.00003	 0.00006	 0.00001	 0.00006	 0.01918	 0.00000	 0.00000	 0.00000	 0.00000		205.786542	-3277.813721
7007	 0.00004	 0.00004	 0.00001	 0.00014	 0.02098	 0.00000	 0.00000	 0.00000	 0.00000		208.282598	-3100.118503
8008	 0.00006	 0.00007	 0.00002	 0.00016	 0.02237	 0.00000	 0.00001	 0.00000	 0.00000		204.976678	-3160.776144
9009	 0.00005	 0.00010	 0.00001	 0.00005	 0.02203	 0.00000	 0.00001	 0.00000	 0.00000		203.044905	-3154.135601
10010	 0.00009	 0.00008	 0.00002	 0.00002	 0.02070	 0.00000	 0.00001	 0.00000	 0.00000		219.676888	-3172.694056
11011	 0.00009	 0.00016	 0.00002	 0.00004	 0.02101	 0.00001	 0.00001	 0.00000	 0.00000		213.655198	-3116.696404
12012	 0.00013	 0.00012	 0.00002	 0.00004	 0.01993	 0.00001	 0.00001	 0.00000	 0.00000		201.402394	-3272.126251
13013	 0.00003	 0.00006	 0.00001	 0.00004	 0.02032	 0.00000	 0.00000	 0.00000	 0.00000		222.491630	-3107.601760
14014	 0.00003	 0.00006	 0.00001	 0.00005	 0.02030	 0.00000	 0.00000	 0.00000	 0.00000		211.925799	-3144.141468
15015	 0.00008	 0.00022	 0.00003	 0.00031	 0.02082	 0.00001	 0.00001	 0.00000	 0.00000		188.686091	-3128.485794
16016	 0.00011	 0.00025	 0.00003	 0.00012	 0.01917	 0.00001	 0.00001	 0.00000	 0.00000		198.217595	-3227.411793
17017	 0.00006	 0.00006	 0.00002	 0.00017	 0.01952	 0.00000	 0.00001	 0.00000	 0.00000		206.522294	-3217.222011
18018	 0.00008	 0.00015	 0.00002	 0.00011	 0.01998	 0.00001	 0.00001	 0.00000	 0.00000		201.142117	-3160.509829
19019	 0.00003	 0.00011	 0.00001	 0.00005	 0.02032	 0.00000	 0.00000	 0.00000	 0.00000		198.691528	-3248.448573
20020	 0.00004	 0.00005	 0.00001	 0.00014	 0.01932	 0.00000	 0.00000	 0.00000	 0.00000		211.871775	-3237.723954
21021	 0.00005	 0.00012	 0.00001	 0.00004	 0.02018	 0.00000	 0.00001	 0.00000	 0.00000		207.893905	-3204.719821
22022	 0.00006	 0.00017	 0.00001	 0.00002	 0.02189	 0.00000	 0.00001	 0.00000	 0.00000		211.409079	-3226.561069
23023	 0.00017	 0.00022	 0.00003	 0.00008	 0.01926	 0.00001	 0.00001	 0.00000	 0.00000		201.337830	-3261.218867
24024	 0.00020	 0.00024	 0.00003	 0.00008	 0.01843	 0.00001	 0.00001	 0.00000	 0.00000		201.307437	-3153.656043
25025	 0.00018	 0.00021	 0.00003	 0.00013	 0.02142	 0.00001	 0.00001	 0.00000	 0.00000		194.969831	-3150.593688
26026	 0.00004	 0.00007	 0.00002	 0.00021	 0.02060	 0.00000	 0.00001	 0.00000	 0.00000		207.680883	-3178.840301
27027	 0.00006	 0.00010	 0.00002	 0.00015	 0.02032	 0.00000	 0.00001	 0.00000	 0.00000		203.471360	-3177.381753
28028	 0.00014	 0.00015	 0.00003	 0.00003	 0.01958	 0.00001	 0.00001	 0.00000	 0.00000		202.400593	-3224.368824
29029	 0.00010	 0.00018	 0.00002	 0.00006	 0.02212	 0.00001	 0.00001	 0.00000	 0.00000		189.110357	-3254.466015
30030	 0.00008	 0.00012	 0.00002	 0.00010	 0.02171	 0.00000	 0.00001	 0.00000	 0.00000		206.941481	-3147.409021
31031	 0.00006	 0.00007	 0.00001	 0.00010	 0.02057	 0.00000	 0.00001	 0.00000	 0.00000		207.874797	-3220.015097
32032	 0.00003	 0.00005	 0.00001	 0.00003	 0.01914	 0.00000	 0.00000	 0.00000	 0.00000		221.217460	-3177.488038
33033	 0.00005	 0.00007	 0.00001	 0.00006	 0.02081	 0.00000	 0.00000	 0.00000	 0.00000		210.696403	-3153.192938
34034	 0.00003	 0.00005	 0.00001	 0.00004	 0.01914	 0.00000	 0.00000	 0.00000	 0.00000		216.995694	-3221.561724
35035	 0.00004	 0.00009	 0.00001	 0.00007	 0.01926	 0.00000	 0.00000	 0.00000	 0.00000		207.913695	-3224.579650
36036	 0.00004	 0.00004	 0.00001	 0.00004	 0.01940	 0.00000	 0.00000	 0.00000	 0.00000		221.304584	-3259.417708
37037	 0.00004	 0.00005	 0.00001	 0.00013	 0.01847	 0.00000	 0.00000	 0.00000	 0.00000		211.108366	-3193.974161
38038	 0.00014	 0.00014	 0.00004	 0.00030	 0.02074	 0.00001	 0.00001	 0.00000	 0.00000		190.082835	-3080.263872
39039	 0.00019	 0.00017	 0.00004	 0.00017	 0.02124	 0.00001	 0.00002	 0.00000	 0.00000		192.822956	-3180.983972
40040	 0.00011	 0.00016	 0.00002	 0.00004	 0.02171	 0.00001	 0.00001	 0.00000	 0.00000		206.156182	-3106.581564
41041	 0.00013	 0.00014	 0.00003	 0.00007	 0.01943	 0.00001	 0.00001	 0.00000	 0.00000		204.026914	-3173.671412
42042	 0.00009	 0.00010	 0.00002	 0.00007	 0.02141	 0.00001	 0.00001	 0.00000	 0.00000		209.852234	-3093.841223
43043	 0.00017	 0.00014	 0.00003	 0.00004	 0.02161	 0.00001	 0.00001	 0.00000	 0.00000		207.676921	-3103.615674
44044	 0.00011	 0.00010	 0.00002	 0.00004	 0.02347	 0.00001	 0.00001	 0.00000	 0.00000		209.843350	-3103.223927
45045	 0.00015	 0.00014	 0.00003	 0.00010	 0.02058	 0.00001	 0.00001	 0.00000	 0.00000		204.644275	-3176.162571
46046	 0.00009	 0.00015	 0.00002	 0.00010	 0.01952	 0.00001	 0.00001	 0.00000	 0.00000		197.371098	-3206.360338
47047	 0.00007	 0.00011	 0.00003	 0.00009	 0.02109	 0.00001	 0.00001	 0.00000	 0.00000		218.946711	-3041.518561
48048	 0.00009	 0.00008	 0.00003	 0.00022	 0.01968	 0.00000	 0.00001	 0.00000	 0.00000		203.679865	-3156.793294
49049	 0.00012	 0.00018	 0.00003	 0.00015	 0.02036	 0.00001	 0.00001	 0.00000	 0.00000		200.272197	-3139.842594
50050	 0.00010	 0.00015	 0.00002	 0.00010	 0.02095	 0.00001	 0.00001	 0.00000	 0.00000		204.735737	-3171.477750
51051	 0.00017	 0.00022	 0.00003	 0.00006	 0.02016	 0.00001	 0.00001	 0.00000	 0.00000		203.443625	-3089.523607
52052	 0.00007	 0.00010	 0.00003	 0.00012	 0.01892	 0.00001	 0.00001	 0.00000	 0.00000		213.454965	-3182.622834
53053	 0.00011	 0.00017	 0.00004	 0.00017	 0.01937	 0.00001	 0.00002	 0.00000	 0.00000		197.557343	-3298.614334
54054	 0.00008	 0.00012	 0.00004	 0.00022	 0.02018	 0.00001	 0.00002	 0.00000	 0.00000		203.239259	-3089.249636
55055	 0.00003	 0.00005	 0.00003	 0.00020	 0.02135	 0.00000	 0.00001	 0.00000	 0.00000		213.118370	-3109.456774
56056	 0.00011	 0.00009	 0.00004	 0.00027	 0.02086	 0.00001	 0.00002	 0.00000	 0.00000		201.062023	-3164.278893
57057	 0.00007	 0.00015	 0.00007	 0.00037	 0.01874	 0.00001	 0.00003	 0.00000	 0.00000		201.589612	-3162.367122
58058	 0.00010	 0.00007	 0.00008	 0.00040	 0.01979	 0.00000	 0.00003	 0.00000	 0.00000		201.158069	-3091.861275
59059	 0.00003	 0.00004	 0.00006	 0.00050	 0.01963	 0.00000	 0.00002	 0.00000	 0.00000		204.649309	-3219.781257
60060	 0.00005	 0.00010	 0.00007	 0.00084	 0.01998	 0.00000	 0.00003	 0.00000	 0.00000		191.402029	-3182.422522
61061	 0.00015	 0.00011	 0.00013	 0.00079	 0.02110	 0.00001	 0.00005	 0.00000	 0.00000		186.534257	-3126.377914
62062	 0.00006	 0.00008	 0.00009	 0.00063	 0.02209	 0.00000	 0.00004	 0.00000	 0.00000		197.134511	-3091.989502
63063	 0.00004	 0.00010	 0.00005	 0.00037	 0.01831	 0.00000	 0.00002	 0.00000	 0.00000		201.912654	-3160.662603
64064	 0.00006	 0.00005	 0.00005	 0.00031	 0.02104	 0.00000	 0.00002	 0.00000	 0.00000		206.644446	-3072.204213
65065	 0.00016	 0.00021	 0.00011	 0.00046	 0.02024	 0.00001	 0.00004	 0.00000	 0.00000		192.214249	-3080.616047
66066	 0.00039	 0.00023	 0.00013	 0.00071	 0.01820	 0.00002	 0.00005	 0.00000	 0.00000		180.764276	-3227.898810
67067	 0.00013	 0.00018	 0.00005	 0.00031	 0.01862	 0.00001	 0.00002	 0.00000	 0.00000		187.933088	-3184.782162
68068	 0.00011	 0.00008	 0.00003	 0.00019	 0.02128	 0.00001	 0.00002	 0.00000	 0.00000		207.136258	-3108.998599
69069	 0.00013	 0.00018	 0.00005	 0.00022	 0.02136	 0.00001	 0.00002	 0.00000	 0.00000		193.815144	-3113.379463
70070	 0.00007	 0.00009	 0.00002	 0.00006	 0.01942	 0.00000	 0.00001	 0.00000	 0.00000		216.470303	-3045.517775
71071	 0.00016	 0.00018	 0.00007	 0.00040	 0.01960	 0.00002	 0.00003	 0.00000	 0.00000		191.467725	-3211.067569
72072	 0.00013	 0.00023	 0.00005	 0.00030	 0.02098	 0.00001	 0.00002	 0.00000	 0.00000		188.911921	-3210.579394
73073	 0.00017	 0.00025	 0.00005	 0.00022	 0.02042	 0.00001	 0.00002	 0.00000	 0.00000		196.865789	-3087.164913
74074	 0.00009	 0.00009	 0.00003	 0.00026	 0.02044	 0.00001	 0.00002	 0.00000	 0.00000		203.394478	-3217.639237
75075	 0.00004	 0.00005	 0.00002	 0.00017	 0.01812	 0.00000	 0.00001	 0.00000	 0.00000		219.694690	-3205.340150
76076	 0.00009	 0.00017	 0.00003	 0.00023	 0.02156	 0.00001	 0.00001	 0.00000	 0.00000		194.866520	-3206.624743
77077	 0.00016	 0.00038	 0.00006	 0.00021	 0.01868	 0.00001	 0.00003	 0.00000	 0.00000		195.771060	-3186.024311
78078	 0.00009	 0.00011	 0.00003	 0.00023	 0.02106	 0.00001	 0.00001	 0.00000	 0.00000		194.021531	-3189.219597
79079	 0.00008	 0.00017	 0.00003	 0.00015	 0.01839	 0.00001	 0.00001	 0.00000	 0.00000		203.395363	-3258.347598
80080	 0.00010	 0.00009	 0.00004	 0.00014	 0.02141	 0.00001	 0.00001	 0.00000	 0.00000		210.735410	-3122.103868
81081	 0.00008	 0.00011	 0.00003	 0.00034	 0.01972	 0.00000	 0.00001	 0.00000	 0.00000		195.832086	-3172.576376
82082	 0.00006	 0.00013	 0.00005	 0.00029	 0.01876	 0.00000	 0.00002	 0.00000	 0.00000		198.860270	-3225.352205
83083	 0.00007	 0.00006	 0.00003	 0.00021	 0.02299	 0.00000	 0.00001	 0.00000	 0.00000		208.125680	-3075.735973
84084	 0.00009	 0.00009	 0.00003	 0.00014	 0.02116	 0.00000	 0.00001	 0.00000	 0.00000		207.733341	-3098.260988
85085	 0.00007	 0.00011	 0.00003	 0.00012	 0.01769	 0.00001	 0.00001	 0.00000	 0.00000		207.661713	-3243.520638
86086	 0.00017	 0.00013	 0.00003	 0.00011	 0.02050	 0.00001	 0.00001	 0.00000	 0.00000		194.520961	-3252.125600
87087	 0.00014	 0.00012	 0.00003	 0.00007	 0.02105	 0.00001	 0.00001	 0.00000	 0.00000		204.087585	-3161.845802
88088	 0.00007	 0.00013	 0.00002	 0.00017	 0.02084	 0.00001	 0.00001	 0.00000	 0.00000		197.640453	-3152.582899
89089	 0.00015	 0.00024	 0.00003	 0.00009	 0.02104	 0.00001	 0.00001	 0.00000	 0.00000		193.611547	-3153.816541
