Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00003	 0.00009	 0.00004	 0.00013	 0.02433	 0.00000	 0.00001	 0.00000	 0.00000		209.430084	-3659.228847
1001	 0.00003	 0.00006	 0.00005	 0.00009	 0.02326	 0.00000	 0.00001	 0.00000	 0.00000		215.898044	-3637.356649
2002	 0.00004	 0.00005	 0.00006	 0.00015	 0.02215	 0.00000	 0.00001	 0.00000	 0.00000		208.288884	-3761.332409
3003	 0.00004	 0.00007	 0.00005	 0.00015	 0.02109	 0.00000	 0.00001	 0.00000	 0.00000		204.927977	-3819.115520
4004	 0.00008	 0.00016	 0.00010	 0.00022	 0.02366	 0.00001	 0.00002	 0.00000	 0.00000		197.080493	-3600.564021
5005	 0.00005	 0.00009	 0.00004	 0.00012	 0.02193	 0.00000	 0.00001	 0.00000	 0.00000		199.445633	-3786.443579
6006	 0.00003	 0.00006	 0.00003	 0.00005	 0.02422	 0.00000	 0.00001	 0.00000	 0.00000		220.988586	-3751.269912
7007	 0.00003	 0.00006	 0.00002	 0.00005	 0.02496	 0.00000	 0.00000	 0.00000	 0.00000		211.769067	-3600.276689
8008	 0.00009	 0.00010	 0.00004	 0.00017	 0.02174	 0.00001	 0.00001	 0.00000	 0.00000		193.906916	-3783.476457
9009	 0.00023	 0.00018	 0.00007	 0.00006	 0.02119	 0.00001	 0.00002	 0.00000	 0.00000		206.194554	-3663.137402
10010	 0.00017	 0.00016	 0.00010	 0.00008	 0.02443	 0.00002	 0.00002	 0.00000	 0.00000		199.132007	-3568.434528
11011	 0.00009	 0.00017	 0.00006	 0.00003	 0.02304	 0.00001	 0.00001	 0.00000	 0.00000		201.453338	-3753.240617
12012	 0.00013	 0.00024	 0.00006	 0.00003	 0.02384	 0.00001	 0.00001	 0.00000	 0.00000		213.224176	-3528.257539
13013	 0.00012	 0.00012	 0.00005	 0.00007	 0.02471	 0.00001	 0.00001	 0.00000	 0.00000		205.703517	-3635.855105
14014	 0.00013	 0.00024	 0.00006	 0.00007	 0.02332	 0.00001	 0.00002	 0.00000	 0.00000		202.619303	-3676.964919
15015	 0.00019	 0.00018	 0.00008	 0.00007	 0.02427	 0.00001	 0.00002	 0.00000	 0.00000		208.847859	-3640.158813
16016	 0.00017	 0.00030	 0.00007	 0.00006	 0.02408	 0.00001	 0.00002	 0.00000	 0.00000		198.421312	-3580.029879
17017	 0.00014	 0.00019	 0.00009	 0.00016	 0.02237	 0.00001	 0.00002	 0.00000	 0.00000		196.902253	-3585.318360
18018	 0.00007	 0.00018	 0.00009	 0.00025	 0.02555	 0.00001	 0.00002	 0.00000	 0.00000		189.206681	-3669.575473
19019	 0.00005	 0.00008	 0.00007	 0.00015	 0.02224	 0.00000	 0.00002	 0.00000	 0.00000		206.269415	-3588.512248
20020	 0.00002	 0.00003	 0.00007	 0.00023	 0.02420	 0.00000	 0.00002	 0.00000	 0.00000		202.755102	-3692.575904
21021	 0.00003	 0.00011	 0.00004	 0.00011	 0.02338	 0.00000	 0.00001	 0.00000	 0.00000		209.295866	-3727.973048
22022	 0.00003	 0.00002	 0.00003	 0.00005	 0.02239	 0.00000	 0.00001	 0.00000	 0.00000		223.093188	-3654.031466
23023	 0.00002	 0.00005	 0.00003	 0.00011	 0.02454	 0.00000	 0.00001	 0.00000	 0.00000		210.286991	-3634.716171
24024	 0.00004	 0.00014	 0.00003	 0.00009	 0.02173	 0.00000	 0.00001	 0.00000	 0.00000		203.278413	-3736.667159
25025	 0.00010	 0.00024	 0.00005	 0.00022	 0.02351	 0.00001	 0.00001	 0.00000	 0.00000		187.169727	-3740.864169
26026	 0.00007	 0.00008	 0.00003	 0.00004	 0.02477	 0.00001	 0.00001	 0.00000	 0.00000		216.421233	-3566.217323
27027	 0.00002	 0.00005	 0.00003	 0.00007	 0.02340	 0.00000	 0.00001	 0.00000	 0.00000		209.355391	-3706.350361
28028	 0.00002	 0.00003	 0.00002	 0.00006	 0.02188	 0.00000	 0.00001	 0.00000	 0.00000		220.845623	-3734.445494
29029	 0.00003	 0.00004	 0.00003	 0.00006	 0.02251	 0.00000	 0.00001	 0.00000	 0.00000		221.318361	-3758.452840
30030	 0.00002	 0.00003	 0.00002	 0.00007	 0.02415	 0.00000	 0.00000	 0.00000	 0.00000		212.968982	-3589.101090
31031	 0.00002	 0.00004	 0.00003	 0.00012	 0.02418	 0.00000	 0.00001	 0.00000	 0.00000		212.279928	-3657.690595
32032	 0.00005	 0.00008	 0.00005	 0.00007	 0.02254	 0.00000	 0.00001	 0.00000	 0.00000		210.235730	-3686.556509
33033	 0.00016	 0.00023	 0.00008	 0.00009	 0.02306	 0.00001	 0.00002	 0.00000	 0.00000		198.703920	-3596.562620
34034	 0.00018	 0.00041	 0.00010	 0.00007	 0.02294	 0.00002	 0.00002	 0.00000	 0.00000		196.779102	-3611.078794
35035	 0.00019	 0.00017	 0.00008	 0.00009	 0.02337	 0.00002	 0.00002	 0.00000	 0.00000		195.701343	-3637.045259
36036	 0.00014	 0.00011	 0.00004	 0.00002	 0.02525	 0.00001	 0.00001	 0.00000	 0.00000		211.726481	-3626.244738
37037	 0.00007	 0.00008	 0.00003	 0.00002	 0.02501	 0.00000	 0.00001	 0.00000	 0.00000		230.769402	-3548.396209
38038	 0.00009	 0.00025	 0.00005	 0.00003	 0.02260	 0.00001	 0.00001	 0.00000	 0.00000		214.595050	-3612.233218
39039	 0.00003	 0.00005	 0.00002	 0.00004	 0.02348	 0.00000	 0.00001	 0.00000	 0.00000		224.860445	-3624.554287
40040	 0.00011	 0.00011	 0.00005	 0.00006	 0.02491	 0.00001	 0.00001	 0.00000	 0.00000		208.324752	-3545.253830
41041	 0.00013	 0.00016	 0.00008	 0.00008	 0.02322	 0.00001	 0.00002	 0.00000	 0.00000		199.469507	-3706.752607
42042	 0.00024	 0.00030	 0.00011	 0.00011	 0.02332	 0.00002	 0.00003	 0.00000	 0.00000		196.780503	-3606.202456
43043	 0.00039	 0.00030	 0.00018	 0.00025	 0.02406	 0.00003	 0.00005	 0.00000	 0.00000		182.058864	-3642.992924
44044	 0.00025	 0.00016	 0.00011	 0.00022	 0.02455	 0.00001	 0.00003	 0.00000	 0.00000		192.941521	-3677.282658
45045	 0.00023	 0.00036	 0.00009	 0.00017	 0.02440	 0.00002	 0.00003	 0.00000	 0.00000		187.775782	-3616.313618
46046	 0.00013	 0.00013	 0.00011	 0.00023	 0.02293	 0.00001	 0.00003	 0.00000	 0.00000		194.949827	-3712.218547
47047	 0.00008	 0.00010	 0.00011	 0.00026	 0.02199	 0.00001	 0.00002	 0.00000	 0.00000		198.206761	-3567.802057
48048	 0.00009	 0.00009	 0.00010	 0.00025	 0.02501	 0.00000	 0.00003	 0.00000	 0.00000		197.034728	-3587.526315
49049	 0.00004	 0.00009	 0.00009	 0.00021	 0.02383	 0.00000	 0.00002	 0.00000	 0.00000		199.216653	-3660.167964
50050	 0.00002	 0.00003	 0.00005	 0.00013	 0.02365	 0.00000	 0.00001	 0.00000	 0.00000		215.212788	-3703.463910
51051	 0.00009	 0.00009	 0.00010	 0.00030	 0.02254	 0.00001	 0.00003	 0.00000	 0.00000		198.064110	-3611.178008
52052	 0.00010	 0.00018	 0.00015	 0.00031	 0.02349	 0.00001	 0.00004	 0.00000	 0.00000		192.740261	-3585.313194
53053	 0.00007	 0.00017	 0.00004	 0.00007	 0.02260	 0.00000	 0.00001	 0.00000	 0.00000		206.689374	-3715.799243
54054	 0.00015	 0.00012	 0.00005	 0.00005	 0.02542	 0.00001	 0.00001	 0.00000	 0.00000		199.134025	-3619.588128
55055	 0.00009	 0.00017	 0.00007	 0.00010	 0.02196	 0.00001	 0.00002	 0.00000	 0.00000		204.372834	-3637.831985
56056	 0.00023	 0.00019	 0.00007	 0.00008	 0.02209	 0.00002	 0.00002	 0.00000	 0.00000		193.223514	-3709.048024
57057	 0.00032	 0.00040	 0.00011	 0.00011	 0.02056	 0.00002	 0.00002	 0.00000	 0.00000		191.050745	-3739.001577
58058	 0.00026	 0.00061	 0.00008	 0.00004	 0.02326	 0.00002	 0.00003	 0.00000	 0.00000		207.003744	-3647.901939
59059	 0.00024	 0.00038	 0.00011	 0.00006	 0.02344	 0.00002	 0.00003	 0.00000	 0.00000		193.948725	-3717.142298
60060	 0.00032	 0.00045	 0.00020	 0.00016	 0.02174	 0.00003	 0.00004	 0.00000	 0.00000		184.488346	-3642.291987
61061	 0.00009	 0.00008	 0.00006	 0.00029	 0.02433	 0.00001	 0.00002	 0.00000	 0.00000		191.043363	-3790.244938
62062	 0.00009	 0.00014	 0.00006	 0.00013	 0.02406	 0.00001	 0.00002	 0.00000	 0.00000		204.022044	-3554.158875
63063	 0.00011	 0.00017	 0.00008	 0.00016	 0.02374	 0.00001	 0.00002	 0.00000	 0.00000		188.817420	-3625.412007
64064	 0.00027	 0.00040	 0.00018	 0.00021	 0.02441	 0.00002	 0.00004	 0.00000	 0.00000		185.724264	-3616.216061
65065	 0.00018	 0.00019	 0.00011	 0.00016	 0.02340	 0.00002	 0.00003	 0.00000	 0.00000		196.060690	-3624.431089
66066	 0.00017	 0.00020	 0.00012	 0.00016	 0.02571	 0.00001	 0.00002	 0.00000	 0.00000		187.581792	-3656.819900
67067	 0.00017	 0.00027	 0.00016	 0.00020	 0.02258	 0.00002	 0.00003	 0.00000	 0.00000		190.547199	-3574.588725
68068	 0.00021	 0.00020	 0.00012	 0.00034	 0.02288	 0.00002	 0.00003	 0.00000	 0.00000		183.036586	-3603.997676
69069	 0.00024	 0.00036	 0.00023	 0.00042	 0.02311	 0.00002	 0.00005	 0.00000	 0.00000		178.114482	-3669.169416
70070	 0.00035	 0.00053	 0.00025	 0.00038	 0.02234	 0.00003	 0.00006	 0.00000	 0.00000		178.682806	-3584.104061
71071	 0.00022	 0.00034	 0.00015	 0.00024	 0.02173	 0.00002	 0.00004	 0.00000	 0.00000		188.763799	-3761.941195
72072	 0.00030	 0.00031	 0.00026	 0.00029	 0.02199	 0.00003	 0.00006	 0.00000	 0.00000		183.752585	-3629.899553
73073	 0.00011	 0.00015	 0.00010	 0.00021	 0.02204	 0.00001	 0.00002	 0.00000	 0.00000		194.925659	-3671.729922
74074	 0.00021	 0.00024	 0.00015	 0.00012	 0.02368	 0.00002	 0.00003	 0.00000	 0.00000		189.051098	-3728.359802
75075	 0.00024	 0.00036	 0.00009	 0.00004	 0.02463	 0.00002	 0.00002	 0.00000	 0.00000		204.021300	-3621.712534
76076	 0.00019	 0.00033	 0.00013	 0.00011	 0.02332	 0.00002	 0.00003	 0.00000	 0.00000		195.432959	-3565.688106
77077	 0.00022	 0.00035	 0.00006	 0.00005	 0.02259	 0.00001	 0.00002	 0.00000	 0.00000		204.301773	-3644.525338
78078	 0.00017	 0.00025	 0.00008	 0.00004	 0.02211	 0.00002	 0.00002	 0.00000	 0.00000		192.585416	-3660.335142
79079	 0.00007	 0.00013	 0.00006	 0.00007	 0.02272	 0.00001	 0.00001	 0.00000	 0.00000		208.791877	-3680.070233
80080	 0.00021	 0.00033	 0.00010	 0.00010	 0.02381	 0.00002	 0.00003	 0.00000	 0.00000		198.798225	-3619.118250
81081	 0.00015	 0.00015	 0.00007	 0.00009	 0.02250	 0.00001	 0.00002	 0.00000	 0.00000		199.400583	-3533.550575
82082	 0.00013	 0.00012	 0.00008	 0.00012	 0.02340	 0.00001	 0.00002	 0.00000	 0.00000		198.016691	-3632.649440
83083	 0.00019	 0.00023	 0.00013	 0.00023	 0.02393	 0.00002	 0.00003	 0.00000	 0.00000		184.816600	-3685.855765
84084	 0.00010	 0.00011	 0.00007	 0.00020	 0.02181	 0.00001	 0.00002	 0.00000	 0.00000		194.060566	-3718.658000
85085	 0.00007	 0.00004	 0.00005	 0.00015	 0.02280	 0.00000	 0.00001	 0.00000	 0.00000		202.694911	-3696.263713
