Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00004	 0.00007	 0.00001	 0.00010	 0.00597	 0.00000	 0.00000	 0.00000	 0.00000		219.134493	-1070.207123
1001	 0.00008	 0.00012	 0.00002	 0.00026	 0.00667	 0.00001	 0.00001	 0.00000	 0.00000		204.814973	-1077.620624
2002	 0.00011	 0.00011	 0.00004	 0.00012	 0.00597	 0.00001	 0.00001	 0.00000	 0.00000		210.413255	-1047.811172
3003	 0.00007	 0.00010	 0.00003	 0.00024	 0.00566	 0.00001	 0.00001	 0.00000	 0.00000		216.516011	-1084.439364
4004	 0.00021	 0.00024	 0.00004	 0.00020	 0.00582	 0.00001	 0.00001	 0.00000	 0.00000		199.567113	-1071.836994
5005	 0.00015	 0.00020	 0.00003	 0.00014	 0.00661	 0.00001	 0.00001	 0.00000	 0.00000		203.356772	-1065.559203
6006	 0.00011	 0.00014	 0.00003	 0.00014	 0.00630	 0.00001	 0.00001	 0.00000	 0.00000		213.722063	-1065.660580
7007	 0.00001	 0.00002	 0.00001	 0.00012	 0.00529	 0.00000	 0.00000	 0.00000	 0.00000		236.278792	-1089.770262
8008	 0.00003	 0.00012	 0.00001	 0.00007	 0.00634	 0.00000	 0.00000	 0.00000	 0.00000		211.941084	-1063.690784
9009	 0.00002	 0.00015	 0.00001	 0.00008	 0.00529	 0.00000	 0.00000	 0.00000	 0.00000		219.256080	-1129.341239
10010	 0.00004	 0.00006	 0.00001	 0.00006	 0.00640	 0.00000	 0.00000	 0.00000	 0.00000		217.672684	-1059.009319
11011	 0.00004	 0.00019	 0.00001	 0.00007	 0.00628	 0.00000	 0.00000	 0.00000	 0.00000		219.072326	-1063.230256
12012	 0.00003	 0.00010	 0.00001	 0.00011	 0.00621	 0.00000	 0.00000	 0.00000	 0.00000		216.907820	-1103.005137
13013	 0.00007	 0.00020	 0.00003	 0.00029	 0.00604	 0.00001	 0.00001	 0.00000	 0.00000		203.761248	-1096.715860
14014	 0.00004	 0.00013	 0.00001	 0.00011	 0.00705	 0.00000	 0.00000	 0.00000	 0.00000		208.295452	-1098.055055
15015	 0.00004	 0.00009	 0.00001	 0.00029	 0.00727	 0.00000	 0.00000	 0.00000	 0.00000		210.910306	-1059.058223
16016	 0.00002	 0.00006	 0.00000	 0.00011	 0.00556	 0.00000	 0.00000	 0.00000	 0.00000		226.777972	-1093.772036
17017	 0.00002	 0.00005	 0.00001	 0.00021	 0.00548	 0.00000	 0.00001	 0.00000	 0.00000		224.013464	-1078.147519
18018	 0.00001	 0.00002	 0.00001	 0.00017	 0.00614	 0.00000	 0.00000	 0.00000	 0.00000		225.640790	-1089.916360
