Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00004	 0.00003	 0.00028	 0.02225	 0.00000	 0.00001	 0.00000	 0.00000		203.181482	-3934.739420
1001	 0.00002	 0.00005	 0.00003	 0.00020	 0.02514	 0.00000	 0.00001	 0.00000	 0.00000		204.994137	-3902.057061
2002	 0.00002	 0.00005	 0.00003	 0.00016	 0.02463	 0.00000	 0.00001	 0.00000	 0.00000		209.067519	-3793.977783
3003	 0.00008	 0.00021	 0.00004	 0.00017	 0.02409	 0.00001	 0.00001	 0.00000	 0.00000		190.015420	-3911.755410
4004	 0.00013	 0.00022	 0.00005	 0.00010	 0.02564	 0.00001	 0.00001	 0.00000	 0.00000		190.265896	-3862.319074
5005	 0.00010	 0.00029	 0.00006	 0.00011	 0.02713	 0.00001	 0.00002	 0.00000	 0.00000		194.187794	-3779.179813
6006	 0.00022	 0.00042	 0.00009	 0.00033	 0.02406	 0.00001	 0.00003	 0.00000	 0.00000		177.907282	-3885.566686
7007	 0.00018	 0.00021	 0.00018	 0.00095	 0.02403	 0.00001	 0.00005	 0.00000	 0.00000		176.509886	-3800.046821
8008	 0.00010	 0.00013	 0.00014	 0.00085	 0.02326	 0.00001	 0.00005	 0.00000	 0.00000		182.446074	-3864.204484
9009	 0.00005	 0.00007	 0.00007	 0.00034	 0.02312	 0.00000	 0.00002	 0.00000	 0.00000		193.595642	-3798.201959
10010	 0.00002	 0.00005	 0.00004	 0.00025	 0.02338	 0.00000	 0.00001	 0.00000	 0.00000		202.367147	-3852.582254
11011	 0.00003	 0.00010	 0.00004	 0.00031	 0.02385	 0.00000	 0.00001	 0.00000	 0.00000		191.534768	-3849.574317
12012	 0.00007	 0.00007	 0.00004	 0.00022	 0.02272	 0.00000	 0.00001	 0.00000	 0.00000		195.165320	-3900.995975
13013	 0.00001	 0.00003	 0.00001	 0.00009	 0.02597	 0.00000	 0.00000	 0.00000	 0.00000		205.644392	-3961.111722
14014	 0.00000	 0.00000	 0.00001	 0.00013	 0.02174	 0.00000	 0.00000	 0.00000	 0.00000		227.171297	-3878.216695
15015	 0.00001	 0.00001	 0.00002	 0.00012	 0.02611	 0.00000	 0.00001	 0.00000	 0.00000		217.335362	-3830.584506
16016	 0.00001	 0.00003	 0.00001	 0.00021	 0.02422	 0.00000	 0.00000	 0.00000	 0.00000		200.764847	-3854.534754
17017	 0.00001	 0.00001	 0.00002	 0.00013	 0.02573	 0.00000	 0.00001	 0.00000	 0.00000		222.250217	-3802.825365
18018	 0.00001	 0.00002	 0.00001	 0.00008	 0.02651	 0.00000	 0.00000	 0.00000	 0.00000		216.141724	-3848.655505
19019	 0.00001	 0.00003	 0.00001	 0.00013	 0.02769	 0.00000	 0.00000	 0.00000	 0.00000		205.223569	-3940.304031
20020	 0.00004	 0.00007	 0.00002	 0.00023	 0.02538	 0.00000	 0.00001	 0.00000	 0.00000		191.722882	-3851.316293
21021	 0.00007	 0.00017	 0.00005	 0.00015	 0.02690	 0.00001	 0.00001	 0.00000	 0.00000		193.832819	-3715.483479
22022	 0.00009	 0.00016	 0.00005	 0.00027	 0.02429	 0.00001	 0.00002	 0.00000	 0.00000		190.809851	-3893.779449
23023	 0.00010	 0.00012	 0.00003	 0.00013	 0.02406	 0.00001	 0.00001	 0.00000	 0.00000		191.976490	-3834.939645
24024	 0.00008	 0.00013	 0.00003	 0.00027	 0.02551	 0.00001	 0.00001	 0.00000	 0.00000		189.018065	-3877.054857
25025	 0.00005	 0.00007	 0.00002	 0.00011	 0.02348	 0.00000	 0.00001	 0.00000	 0.00000		201.734665	-3948.338504
26026	 0.00003	 0.00005	 0.00002	 0.00006	 0.02503	 0.00000	 0.00001	 0.00000	 0.00000		212.078210	-3872.272272
27027	 0.00006	 0.00009	 0.00002	 0.00006	 0.02375	 0.00000	 0.00001	 0.00000	 0.00000		202.433459	-3858.888750
28028	 0.00005	 0.00018	 0.00004	 0.00018	 0.02299	 0.00000	 0.00001	 0.00000	 0.00000		196.360561	-3932.700364
29029	 0.00009	 0.00010	 0.00005	 0.00016	 0.02491	 0.00001	 0.00002	 0.00000	 0.00000		203.923895	-3854.813403
