Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00009	 0.00006	 0.00018	 0.02024	 0.00000	 0.00001	 0.00000		206.611004	-3300.221927
1001	 0.00005	 0.00012	 0.00019	 0.00094	 0.02338	 0.00000	 0.00005	 0.00000		181.977495	-3346.300051
2002	 0.00003	 0.00004	 0.00013	 0.00037	 0.02348	 0.00000	 0.00003	 0.00000		201.352449	-3298.072957
3003	 0.00001	 0.00002	 0.00003	 0.00019	 0.02202	 0.00000	 0.00001	 0.00000		216.021788	-3277.135374
4004	 0.00001	 0.00005	 0.00004	 0.00017	 0.02228	 0.00000	 0.00001	 0.00000		211.370467	-3447.982064
5005	 0.00001	 0.00005	 0.00007	 0.00027	 0.02243	 0.00000	 0.00002	 0.00000		210.178206	-3284.348733
6006	 0.00005	 0.00009	 0.00006	 0.00025	 0.02171	 0.00000	 0.00002	 0.00000		201.278264	-3410.468339
7007	 0.00014	 0.00016	 0.00016	 0.00052	 0.02234	 0.00001	 0.00004	 0.00000		181.261065	-3356.580527
8008	 0.00007	 0.00041	 0.00008	 0.00030	 0.02019	 0.00000	 0.00002	 0.00000		190.603222	-3327.944478
9009	 0.00003	 0.00009	 0.00006	 0.00022	 0.01924	 0.00000	 0.00002	 0.00000		208.851990	-3347.664277
10010	 0.00005	 0.00017	 0.00004	 0.00018	 0.02063	 0.00000	 0.00001	 0.00000		199.953613	-3300.110858
11011	 0.00005	 0.00009	 0.00004	 0.00017	 0.02326	 0.00000	 0.00001	 0.00000		195.562630	-3443.639541
12012	 0.00003	 0.00011	 0.00003	 0.00012	 0.02016	 0.00000	 0.00001	 0.00000		209.543966	-3326.763414
13013	 0.00007	 0.00011	 0.00003	 0.00010	 0.02279	 0.00000	 0.00001	 0.00000		201.323325	-3405.010942
14014	 0.00010	 0.00011	 0.00004	 0.00015	 0.02180	 0.00000	 0.00001	 0.00000		198.952375	-3281.130151
15015	 0.00006	 0.00007	 0.00004	 0.00015	 0.02207	 0.00000	 0.00001	 0.00000		207.708968	-3414.115534
16016	 0.00013	 0.00020	 0.00007	 0.00019	 0.02163	 0.00001	 0.00002	 0.00000		200.671240	-3366.327622
17017	 0.00004	 0.00012	 0.00002	 0.00004	 0.02125	 0.00000	 0.00001	 0.00000		217.175473	-3473.818104
18018	 0.00003	 0.00023	 0.00001	 0.00004	 0.02164	 0.00000	 0.00000	 0.00000		212.152293	-3414.579135
19019	 0.00003	 0.00011	 0.00001	 0.00005	 0.02279	 0.00000	 0.00000	 0.00000		197.140090	-3479.599631
20020	 0.00004	 0.00010	 0.00002	 0.00005	 0.02065	 0.00000	 0.00001	 0.00000		213.553596	-3385.000925
21021	 0.00005	 0.00008	 0.00001	 0.00003	 0.02322	 0.00000	 0.00000	 0.00000		208.830121	-3444.013834
22022	 0.00006	 0.00020	 0.00004	 0.00004	 0.02333	 0.00000	 0.00001	 0.00000		211.607471	-3285.779487
23023	 0.00016	 0.00021	 0.00006	 0.00019	 0.02100	 0.00001	 0.00002	 0.00000		196.400639	-3383.021950
24024	 0.00002	 0.00009	 0.00003	 0.00014	 0.02022	 0.00000	 0.00001	 0.00000		204.962632	-3370.697671
25025	 0.00003	 0.00003	 0.00002	 0.00018	 0.02225	 0.00000	 0.00001	 0.00000		204.585924	-3381.850099
26026	 0.00003	 0.00013	 0.00003	 0.00020	 0.02038	 0.00000	 0.00001	 0.00000		196.044788	-3602.818193
27027	 0.00005	 0.00020	 0.00006	 0.00033	 0.02148	 0.00000	 0.00002	 0.00000		188.975024	-3420.034087
28028	 0.00008	 0.00011	 0.00009	 0.00035	 0.02116	 0.00000	 0.00003	 0.00000		191.273790	-3453.102414
29029	 0.00009	 0.00017	 0.00014	 0.00037	 0.02317	 0.00001	 0.00004	 0.00000		188.624277	-3396.488759
30030	 0.00004	 0.00007	 0.00003	 0.00022	 0.02151	 0.00000	 0.00001	 0.00000		189.846171	-3315.742919
31031	 0.00003	 0.00017	 0.00006	 0.00037	 0.02123	 0.00000	 0.00002	 0.00000		191.786490	-3506.211660
32032	 0.00002	 0.00003	 0.00004	 0.00027	 0.02106	 0.00000	 0.00001	 0.00000		206.726959	-3292.779028
33033	 0.00002	 0.00016	 0.00004	 0.00019	 0.02226	 0.00000	 0.00001	 0.00000		204.582096	-3421.284609
34034	 0.00002	 0.00004	 0.00002	 0.00013	 0.02115	 0.00000	 0.00001	 0.00000		214.543728	-3363.734065
35035	 0.00002	 0.00004	 0.00008	 0.00075	 0.02240	 0.00000	 0.00003	 0.00000		202.554615	-3364.870710
36036	 0.00003	 0.00004	 0.00006	 0.00032	 0.02423	 0.00000	 0.00002	 0.00000		197.420786	-3371.766911
37037	 0.00005	 0.00010	 0.00011	 0.00032	 0.02000	 0.00000	 0.00003	 0.00000		195.991820	-3413.283903
38038	 0.00005	 0.00003	 0.00004	 0.00018	 0.02278	 0.00000	 0.00001	 0.00000		212.437123	-3228.956240
39039	 0.00010	 0.00026	 0.00009	 0.00044	 0.02142	 0.00001	 0.00003	 0.00000		186.870253	-3478.085729
40040	 0.00004	 0.00010	 0.00006	 0.00029	 0.02206	 0.00000	 0.00002	 0.00000		199.262676	-3297.082021
41041	 0.00002	 0.00006	 0.00011	 0.00044	 0.02193	 0.00000	 0.00003	 0.00000		196.132037	-3398.183300
42042	 0.00004	 0.00008	 0.00011	 0.00036	 0.02055	 0.00000	 0.00003	 0.00000		197.894001	-3409.240006
43043	 0.00003	 0.00003	 0.00010	 0.00030	 0.02271	 0.00000	 0.00003	 0.00000		206.833161	-3189.744026
44044	 0.00009	 0.00033	 0.00008	 0.00048	 0.02003	 0.00001	 0.00003	 0.00000		188.951205	-3380.018428
45045	 0.00004	 0.00021	 0.00004	 0.00021	 0.02245	 0.00000	 0.00001	 0.00000		199.002156	-3352.002780
46046	 0.00020	 0.00046	 0.00010	 0.00018	 0.02217	 0.00002	 0.00003	 0.00000		189.376241	-3285.733025
47047	 0.00017	 0.00029	 0.00007	 0.00027	 0.02269	 0.00001	 0.00002	 0.00000		181.532288	-3420.881854
48048	 0.00039	 0.00046	 0.00021	 0.00037	 0.02271	 0.00002	 0.00006	 0.00000		180.578231	-3316.437628
49049	 0.00012	 0.00028	 0.00006	 0.00007	 0.02184	 0.00001	 0.00001	 0.00000		206.272803	-3349.978934
50050	 0.00025	 0.00027	 0.00010	 0.00017	 0.02160	 0.00001	 0.00003	 0.00000		198.607348	-3314.972196
51051	 0.00003	 0.00010	 0.00006	 0.00025	 0.02016	 0.00000	 0.00002	 0.00000		204.321304	-3401.858172
52052	 0.00003	 0.00006	 0.00005	 0.00032	 0.02150	 0.00000	 0.00002	 0.00000		207.008397	-3304.447673
53053	 0.00006	 0.00008	 0.00012	 0.00031	 0.02114	 0.00000	 0.00003	 0.00000		202.240147	-3352.333894
