Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00005	 0.00013	 0.00007	 0.00017	 0.01009	 0.00000	 0.00001	 0.00000		196.764356	-1821.930933
1001	 0.00004	 0.00004	 0.00002	 0.00006	 0.00998	 0.00000	 0.00000	 0.00000		222.279473	-1798.408329
2002	 0.00005	 0.00005	 0.00002	 0.00008	 0.01049	 0.00000	 0.00001	 0.00000		214.638094	-1768.844621
3003	 0.00001	 0.00002	 0.00004	 0.00009	 0.01080	 0.00000	 0.00001	 0.00000		221.292612	-1802.868014
4004	 0.00001	 0.00001	 0.00003	 0.00005	 0.00901	 0.00000	 0.00000	 0.00000		240.781894	-1714.839879
5005	 0.00002	 0.00002	 0.00003	 0.00019	 0.01136	 0.00000	 0.00001	 0.00000		211.874360	-1794.428219
6006	 0.00004	 0.00007	 0.00005	 0.00014	 0.01178	 0.00000	 0.00001	 0.00000		207.056908	-1656.236335
7007	 0.00005	 0.00017	 0.00007	 0.00008	 0.00938	 0.00000	 0.00002	 0.00000		221.944110	-1785.882438
8008	 0.00006	 0.00014	 0.00014	 0.00022	 0.01045	 0.00001	 0.00003	 0.00000		201.793401	-1718.993561
9009	 0.00007	 0.00009	 0.00017	 0.00018	 0.01084	 0.00001	 0.00003	 0.00000		201.990122	-1753.940181
10010	 0.00003	 0.00006	 0.00008	 0.00018	 0.01074	 0.00000	 0.00002	 0.00000		212.550883	-1798.706120
11011	 0.00001	 0.00002	 0.00004	 0.00012	 0.00887	 0.00000	 0.00001	 0.00000		225.891735	-1750.642695
12012	 0.00003	 0.00004	 0.00004	 0.00016	 0.01172	 0.00000	 0.00001	 0.00000		215.342012	-1728.714860
13013	 0.00003	 0.00007	 0.00007	 0.00009	 0.01026	 0.00000	 0.00001	 0.00000		218.206761	-1739.511016
14014	 0.00016	 0.00026	 0.00010	 0.00012	 0.01043	 0.00002	 0.00002	 0.00000		191.470144	-1747.490077
15015	 0.00015	 0.00023	 0.00009	 0.00014	 0.01065	 0.00001	 0.00002	 0.00000		197.372480	-1715.486844
16016	 0.00021	 0.00014	 0.00007	 0.00005	 0.01011	 0.00001	 0.00002	 0.00000		223.026133	-1721.390007
17017	 0.00005	 0.00022	 0.00004	 0.00003	 0.00826	 0.00000	 0.00001	 0.00000		228.669905	-1733.559152
18018	 0.00007	 0.00010	 0.00004	 0.00004	 0.01130	 0.00000	 0.00001	 0.00000		218.075104	-1741.136861
19019	 0.00007	 0.00015	 0.00004	 0.00004	 0.01060	 0.00001	 0.00001	 0.00000		207.938892	-1741.747014
20020	 0.00004	 0.00004	 0.00002	 0.00001	 0.01085	 0.00000	 0.00000	 0.00000		237.500310	-1755.910703
21021	 0.00005	 0.00012	 0.00002	 0.00001	 0.01133	 0.00000	 0.00000	 0.00000		245.824282	-1669.762780
22022	 0.00006	 0.00005	 0.00002	 0.00001	 0.01082	 0.00000	 0.00000	 0.00000		229.619325	-1798.035198
23023	 0.00006	 0.00018	 0.00006	 0.00004	 0.01087	 0.00001	 0.00001	 0.00000		216.867043	-1745.672439
24024	 0.00007	 0.00011	 0.00014	 0.00019	 0.01230	 0.00001	 0.00003	 0.00000		206.205662	-1762.126175
25025	 0.00009	 0.00014	 0.00006	 0.00009	 0.01058	 0.00001	 0.00001	 0.00000		203.811307	-1765.458039
26026	 0.00013	 0.00018	 0.00013	 0.00016	 0.01077	 0.00001	 0.00003	 0.00000		201.976532	-1699.712996
27027	 0.00003	 0.00003	 0.00004	 0.00007	 0.01033	 0.00000	 0.00001	 0.00000		222.834449	-1799.258942
28028	 0.00003	 0.00006	 0.00005	 0.00006	 0.00885	 0.00000	 0.00001	 0.00000		223.286642	-1777.495428
29029	 0.00007	 0.00022	 0.00003	 0.00003	 0.01125	 0.00001	 0.00001	 0.00000		217.084138	-1695.479147
30030	 0.00018	 0.00009	 0.00004	 0.00004	 0.01048	 0.00000	 0.00001	 0.00000		219.199135	-1714.114796
31031	 0.00007	 0.00017	 0.00006	 0.00006	 0.01045	 0.00001	 0.00001	 0.00000		212.342305	-1727.478108
32032	 0.00006	 0.00012	 0.00005	 0.00007	 0.00921	 0.00000	 0.00001	 0.00000		218.011411	-1749.656756
33033	 0.00006	 0.00027	 0.00008	 0.00020	 0.01155	 0.00000	 0.00002	 0.00000		200.884027	-1707.053307
34034	 0.00002	 0.00007	 0.00006	 0.00024	 0.01049	 0.00000	 0.00001	 0.00000		202.879618	-1791.699329
35035	 0.00003	 0.00010	 0.00009	 0.00023	 0.01063	 0.00000	 0.00002	 0.00000		205.198353	-1730.205066
36036	 0.00006	 0.00006	 0.00006	 0.00007	 0.01024	 0.00000	 0.00001	 0.00000		216.682764	-1802.403149
37037	 0.00002	 0.00003	 0.00003	 0.00006	 0.01167	 0.00000	 0.00001	 0.00000		229.547860	-1723.364158
38038	 0.00001	 0.00015	 0.00003	 0.00007	 0.01125	 0.00000	 0.00001	 0.00000		224.737707	-1748.616849
39039	 0.00011	 0.00012	 0.00010	 0.00022	 0.01132	 0.00001	 0.00002	 0.00000		193.804582	-1751.642692
40040	 0.00012	 0.00020	 0.00012	 0.00024	 0.00933	 0.00001	 0.00002	 0.00000		194.693272	-1757.014068
41041	 0.00002	 0.00003	 0.00009	 0.00015	 0.01090	 0.00000	 0.00002	 0.00000		217.905757	-1730.226255
42042	 0.00003	 0.00011	 0.00013	 0.00043	 0.01099	 0.00000	 0.00003	 0.00000		196.737542	-1801.829987
43043	 0.00004	 0.00006	 0.00012	 0.00037	 0.01022	 0.00000	 0.00003	 0.00000		200.654966	-1709.702482
44044	 0.00004	 0.00010	 0.00015	 0.00015	 0.00995	 0.00000	 0.00002	 0.00000		210.974396	-1768.404880
45045	 0.00002	 0.00004	 0.00006	 0.00007	 0.01119	 0.00000	 0.00001	 0.00000		222.302433	-1767.558860
46046	 0.00006	 0.00008	 0.00004	 0.00007	 0.01040	 0.00000	 0.00001	 0.00000		216.513740	-1768.253277
47047	 0.00011	 0.00021	 0.00009	 0.00009	 0.00995	 0.00001	 0.00002	 0.00000		208.904060	-1734.380466
48048	 0.00012	 0.00007	 0.00015	 0.00015	 0.01150	 0.00001	 0.00003	 0.00000		208.548908	-1721.240982
49049	 0.00007	 0.00024	 0.00020	 0.00055	 0.01053	 0.00001	 0.00006	 0.00000		193.450344	-1718.379151
50050	 0.00002	 0.00009	 0.00015	 0.00022	 0.01054	 0.00000	 0.00003	 0.00000		209.388636	-1799.147614
51051	 0.00007	 0.00007	 0.00032	 0.00059	 0.01172	 0.00000	 0.00005	 0.00000		183.385748	-1687.257306
52052	 0.00005	 0.00007	 0.00015	 0.00040	 0.01051	 0.00000	 0.00004	 0.00000		198.444696	-1712.666289
53053	 0.00004	 0.00013	 0.00014	 0.00018	 0.00930	 0.00000	 0.00002	 0.00000		203.509416	-1757.971374
54054	 0.00011	 0.00020	 0.00017	 0.00042	 0.01073	 0.00001	 0.00004	 0.00000		190.426090	-1711.391558
55055	 0.00010	 0.00008	 0.00009	 0.00013	 0.00995	 0.00001	 0.00002	 0.00000		207.670903	-1740.677469
56056	 0.00004	 0.00004	 0.00004	 0.00008	 0.01106	 0.00000	 0.00001	 0.00000		225.637197	-1696.653155
57057	 0.00004	 0.00010	 0.00008	 0.00015	 0.01108	 0.00000	 0.00001	 0.00000		207.455184	-1749.347074
58058	 0.00010	 0.00024	 0.00007	 0.00012	 0.01074	 0.00000	 0.00002	 0.00000		209.595992	-1739.292904
59059	 0.00003	 0.00004	 0.00007	 0.00014	 0.01176	 0.00000	 0.00001	 0.00000		208.153542	-1772.750396
60060	 0.00010	 0.00005	 0.00009	 0.00011	 0.01168	 0.00000	 0.00002	 0.00000		212.497533	-1672.209653
61061	 0.00006	 0.00020	 0.00010	 0.00008	 0.00868	 0.00001	 0.00002	 0.00000		214.457431	-1789.764036
62062	 0.00010	 0.00011	 0.00013	 0.00023	 0.01190	 0.00001	 0.00002	 0.00000		196.027172	-1710.557944
63063	 0.00001	 0.00006	 0.00006	 0.00010	 0.01133	 0.00000	 0.00001	 0.00000		216.257121	-1762.729883
64064	 0.00001	 0.00002	 0.00008	 0.00010	 0.01198	 0.00000	 0.00001	 0.00000		226.939707	-1707.979770
65065	 0.00000	 0.00002	 0.00002	 0.00005	 0.01070	 0.00000	 0.00000	 0.00000		236.103066	-1772.335666
66066	 0.00001	 0.00002	 0.00002	 0.00009	 0.01139	 0.00000	 0.00001	 0.00000		222.840280	-1748.663618
67067	 0.00001	 0.00003	 0.00006	 0.00013	 0.01081	 0.00000	 0.00001	 0.00000		216.760187	-1712.026556
68068	 0.00001	 0.00002	 0.00006	 0.00016	 0.01007	 0.00000	 0.00001	 0.00000		221.417254	-1754.262293
69069	 0.00002	 0.00004	 0.00007	 0.00016	 0.01105	 0.00000	 0.00001	 0.00000		210.774244	-1678.288618
70070	 0.00014	 0.00019	 0.00021	 0.00027	 0.01047	 0.00001	 0.00004	 0.00000		195.554117	-1748.617831
71071	 0.00005	 0.00009	 0.00011	 0.00015	 0.01051	 0.00001	 0.00002	 0.00000		213.099495	-1693.867196
72072	 0.00004	 0.00013	 0.00018	 0.00016	 0.01155	 0.00000	 0.00002	 0.00000		205.068293	-1731.030688
73073	 0.00006	 0.00005	 0.00010	 0.00023	 0.00930	 0.00000	 0.00002	 0.00000		208.700453	-1779.566732
74074	 0.00020	 0.00029	 0.00025	 0.00021	 0.01172	 0.00002	 0.00004	 0.00000		194.095184	-1693.229344
75075	 0.00007	 0.00016	 0.00017	 0.00036	 0.01151	 0.00001	 0.00003	 0.00000		194.901461	-1771.081080
76076	 0.00004	 0.00005	 0.00012	 0.00021	 0.00992	 0.00000	 0.00002	 0.00000		208.277236	-1705.025694
77077	 0.00003	 0.00008	 0.00008	 0.00010	 0.01056	 0.00000	 0.00001	 0.00000		216.872103	-1679.920645
78078	 0.00009	 0.00016	 0.00017	 0.00023	 0.01067	 0.00001	 0.00003	 0.00000		200.087509	-1789.203143
79079	 0.00014	 0.00019	 0.00015	 0.00019	 0.00997	 0.00001	 0.00003	 0.00000		202.621582	-1732.447320
80080	 0.00008	 0.00007	 0.00007	 0.00015	 0.00999	 0.00001	 0.00001	 0.00000		205.971099	-1764.128582
81081	 0.00022	 0.00027	 0.00025	 0.00030	 0.00946	 0.00002	 0.00005	 0.00000		193.060435	-1754.260224
