Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00005	 0.00007	 0.00002	 0.00014	 0.00472	 0.00000	 0.00001	 0.00000		210.339130	-942.173682
1001	 0.00007	 0.00005	 0.00003	 0.00014	 0.00503	 0.00000	 0.00001	 0.00000		215.888422	-924.156276
2002	 0.00007	 0.00012	 0.00003	 0.00010	 0.00561	 0.00001	 0.00001	 0.00000		206.737027	-919.623730
3003	 0.00005	 0.00003	 0.00004	 0.00017	 0.00559	 0.00000	 0.00001	 0.00000		227.801951	-886.808378
4004	 0.00007	 0.00002	 0.00005	 0.00030	 0.00541	 0.00000	 0.00002	 0.00000		219.624838	-904.414933
5005	 0.00029	 0.00008	 0.00005	 0.00023	 0.00439	 0.00001	 0.00001	 0.00000		202.526924	-942.294355
6006	 0.00012	 0.00008	 0.00003	 0.00015	 0.00523	 0.00001	 0.00001	 0.00000		209.243706	-935.353492
7007	 0.00002	 0.00004	 0.00004	 0.00008	 0.00557	 0.00000	 0.00001	 0.00000		229.975611	-875.716273
8008	 0.00008	 0.00022	 0.00003	 0.00008	 0.00625	 0.00001	 0.00001	 0.00000		203.345628	-912.665917
9009	 0.00013	 0.00014	 0.00004	 0.00003	 0.00470	 0.00001	 0.00001	 0.00000		208.763260	-906.873612
10010	 0.00009	 0.00010	 0.00003	 0.00002	 0.00567	 0.00001	 0.00001	 0.00000		218.907529	-881.826804
11011	 0.00010	 0.00015	 0.00008	 0.00015	 0.00388	 0.00001	 0.00001	 0.00000		206.114735	-949.238961
12012	 0.00006	 0.00005	 0.00002	 0.00009	 0.00517	 0.00000	 0.00001	 0.00000		215.482746	-907.811848
13013	 0.00004	 0.00002	 0.00003	 0.00021	 0.00519	 0.00000	 0.00001	 0.00000		227.191336	-937.498093
14014	 0.00003	 0.00003	 0.00004	 0.00032	 0.00562	 0.00000	 0.00001	 0.00000		223.467018	-921.242687
15015	 0.00005	 0.00002	 0.00002	 0.00007	 0.00559	 0.00000	 0.00000	 0.00000		230.710283	-889.837202
16016	 0.00012	 0.00007	 0.00002	 0.00005	 0.00625	 0.00001	 0.00001	 0.00000		211.993359	-907.542982
17017	 0.00002	 0.00002	 0.00001	 0.00001	 0.00548	 0.00000	 0.00000	 0.00000		238.778134	-917.232656
18018	 0.00002	 0.00001	 0.00001	 0.00012	 0.00608	 0.00000	 0.00000	 0.00000		233.459648	-896.626371
19019	 0.00003	 0.00005	 0.00001	 0.00007	 0.00546	 0.00000	 0.00000	 0.00000		216.798601	-907.040304
20020	 0.00001	 0.00001	 0.00001	 0.00014	 0.00531	 0.00000	 0.00000	 0.00000		248.835373	-932.310898
21021	 0.00006	 0.00004	 0.00004	 0.00018	 0.00517	 0.00000	 0.00001	 0.00000		218.859308	-930.082819
22022	 0.00005	 0.00006	 0.00006	 0.00024	 0.00493	 0.00000	 0.00001	 0.00000		212.988681	-901.633859
23023	 0.00006	 0.00006	 0.00003	 0.00011	 0.00512	 0.00000	 0.00001	 0.00000		220.653024	-927.643625
24024	 0.00016	 0.00008	 0.00008	 0.00014	 0.00516	 0.00001	 0.00002	 0.00000		207.252984	-900.650454
25025	 0.00007	 0.00007	 0.00004	 0.00024	 0.00495	 0.00000	 0.00001	 0.00000		213.418024	-905.097105
26026	 0.00007	 0.00006	 0.00001	 0.00029	 0.00525	 0.00000	 0.00000	 0.00000		209.762153	-943.650767
27027	 0.00003	 0.00002	 0.00001	 0.00002	 0.00532	 0.00000	 0.00000	 0.00000		227.448375	-923.783130
28028	 0.00003	 0.00001	 0.00001	 0.00001	 0.00539	 0.00000	 0.00000	 0.00000		237.305607	-893.568273
29029	 0.00002	 0.00002	 0.00001	 0.00009	 0.00571	 0.00000	 0.00000	 0.00000		228.806463	-905.066901
30030	 0.00010	 0.00013	 0.00004	 0.00022	 0.00493	 0.00001	 0.00001	 0.00000		207.088060	-930.334464
31031	 0.00025	 0.00015	 0.00006	 0.00010	 0.00529	 0.00002	 0.00002	 0.00000		198.468959	-889.693849
32032	 0.00015	 0.00011	 0.00004	 0.00019	 0.00576	 0.00001	 0.00001	 0.00000		199.520427	-888.000938
33033	 0.00004	 0.00006	 0.00002	 0.00023	 0.00453	 0.00000	 0.00000	 0.00000		216.228453	-932.911876
34034	 0.00006	 0.00010	 0.00001	 0.00003	 0.00571	 0.00000	 0.00000	 0.00000		208.186653	-914.427074
35035	 0.00017	 0.00016	 0.00004	 0.00000	 0.00513	 0.00001	 0.00001	 0.00000		216.174528	-890.350863
36036	 0.00007	 0.00008	 0.00001	 0.00007	 0.00497	 0.00000	 0.00000	 0.00000		211.678563	-924.679969
37037	 0.00011	 0.00012	 0.00003	 0.00005	 0.00483	 0.00001	 0.00001	 0.00000		216.002651	-909.358600
38038	 0.00016	 0.00017	 0.00007	 0.00003	 0.00491	 0.00001	 0.00002	 0.00000		214.857752	-923.624771
39039	 0.00012	 0.00015	 0.00004	 0.00005	 0.00563	 0.00001	 0.00001	 0.00000		203.529420	-900.404380
40040	 0.00018	 0.00012	 0.00006	 0.00009	 0.00602	 0.00001	 0.00002	 0.00000		203.555424	-883.902464
41041	 0.00011	 0.00009	 0.00004	 0.00004	 0.00488	 0.00001	 0.00001	 0.00000		217.741708	-904.462375
42042	 0.00014	 0.00009	 0.00005	 0.00021	 0.00502	 0.00001	 0.00001	 0.00000		209.320536	-874.686929
43043	 0.00005	 0.00006	 0.00003	 0.00012	 0.00432	 0.00001	 0.00001	 0.00000		220.115208	-925.001695
44044	 0.00016	 0.00014	 0.00006	 0.00015	 0.00520	 0.00001	 0.00001	 0.00000		197.982447	-923.477384
45045	 0.00008	 0.00007	 0.00004	 0.00010	 0.00549	 0.00001	 0.00001	 0.00000		216.873267	-903.184006
46046	 0.00007	 0.00005	 0.00002	 0.00006	 0.00456	 0.00000	 0.00000	 0.00000		210.883481	-916.661173
47047	 0.00008	 0.00010	 0.00003	 0.00016	 0.00616	 0.00001	 0.00001	 0.00000		203.046943	-908.164035
48048	 0.00015	 0.00015	 0.00004	 0.00015	 0.00536	 0.00001	 0.00001	 0.00000		198.087433	-937.015770
49049	 0.00009	 0.00008	 0.00004	 0.00007	 0.00513	 0.00001	 0.00001	 0.00000		212.873911	-901.092322
50050	 0.00003	 0.00010	 0.00002	 0.00004	 0.00459	 0.00001	 0.00001	 0.00000		218.696057	-930.678681
51051	 0.00014	 0.00018	 0.00006	 0.00003	 0.00492	 0.00001	 0.00001	 0.00000		205.794967	-936.018068
52052	 0.00014	 0.00012	 0.00005	 0.00006	 0.00479	 0.00001	 0.00001	 0.00000		207.789692	-941.200113
53053	 0.00022	 0.00021	 0.00008	 0.00003	 0.00548	 0.00002	 0.00002	 0.00000		204.455836	-902.276273
54054	 0.00019	 0.00017	 0.00005	 0.00002	 0.00525	 0.00002	 0.00002	 0.00000		227.001264	-889.181822
55055	 0.00012	 0.00010	 0.00005	 0.00017	 0.00529	 0.00001	 0.00002	 0.00000		210.414033	-897.149069
56056	 0.00008	 0.00004	 0.00003	 0.00006	 0.00542	 0.00001	 0.00001	 0.00000		222.018889	-872.594891
57057	 0.00008	 0.00010	 0.00003	 0.00007	 0.00522	 0.00001	 0.00001	 0.00000		217.869125	-909.212578
58058	 0.00014	 0.00008	 0.00003	 0.00009	 0.00426	 0.00001	 0.00001	 0.00000		210.569732	-952.034224
59059	 0.00013	 0.00012	 0.00006	 0.00022	 0.00596	 0.00001	 0.00002	 0.00000		206.529673	-908.243087
60060	 0.00012	 0.00010	 0.00004	 0.00020	 0.00505	 0.00001	 0.00001	 0.00000		201.712029	-942.665246
61061	 0.00006	 0.00006	 0.00002	 0.00009	 0.00578	 0.00000	 0.00001	 0.00000		217.189880	-906.793279
