Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00004	 0.00004	 0.00001	 0.00005	 0.02278	 0.00000	 0.00000	 0.00000		211.681782	-3926.243567
1001	 0.00005	 0.00010	 0.00002	 0.00008	 0.02513	 0.00000	 0.00001	 0.00000		203.643235	-3846.198950
2002	 0.00005	 0.00011	 0.00001	 0.00009	 0.02356	 0.00000	 0.00000	 0.00000		186.593010	-3885.290425
3003	 0.00006	 0.00006	 0.00003	 0.00018	 0.02589	 0.00000	 0.00001	 0.00000		191.671042	-3883.178500
4004	 0.00001	 0.00002	 0.00001	 0.00012	 0.02064	 0.00000	 0.00000	 0.00000		213.635292	-4008.732659
5005	 0.00001	 0.00001	 0.00001	 0.00008	 0.02312	 0.00000	 0.00000	 0.00000		222.005809	-3750.942184
6006	 0.00003	 0.00005	 0.00002	 0.00010	 0.02574	 0.00000	 0.00001	 0.00000		208.267007	-3814.131529
7007	 0.00003	 0.00005	 0.00003	 0.00019	 0.02442	 0.00000	 0.00001	 0.00000		206.653415	-3877.899736
8008	 0.00002	 0.00006	 0.00004	 0.00027	 0.02578	 0.00000	 0.00001	 0.00000		204.045968	-3739.568979
9009	 0.00003	 0.00007	 0.00007	 0.00061	 0.02563	 0.00000	 0.00002	 0.00000		185.587986	-3974.295316
10010	 0.00004	 0.00004	 0.00018	 0.00081	 0.02510	 0.00000	 0.00005	 0.00000		186.655253	-3912.566938
11011	 0.00003	 0.00003	 0.00008	 0.00061	 0.02535	 0.00000	 0.00002	 0.00000		191.269042	-3868.166256
12012	 0.00001	 0.00003	 0.00004	 0.00022	 0.02488	 0.00000	 0.00001	 0.00000		207.217611	-3809.862238
13013	 0.00001	 0.00001	 0.00003	 0.00016	 0.02525	 0.00000	 0.00001	 0.00000		218.350419	-3769.925601
14014	 0.00003	 0.00004	 0.00004	 0.00024	 0.02454	 0.00000	 0.00001	 0.00000		202.655903	-3951.674567
15015	 0.00002	 0.00004	 0.00003	 0.00020	 0.02700	 0.00000	 0.00001	 0.00000		208.169666	-3755.577042
16016	 0.00002	 0.00005	 0.00002	 0.00014	 0.02330	 0.00000	 0.00001	 0.00000		208.012399	-3941.996869
17017	 0.00004	 0.00007	 0.00003	 0.00015	 0.02551	 0.00000	 0.00001	 0.00000		199.297488	-3844.215282
18018	 0.00009	 0.00015	 0.00004	 0.00019	 0.02576	 0.00001	 0.00001	 0.00000		191.663284	-3968.545415
19019	 0.00004	 0.00014	 0.00004	 0.00057	 0.02419	 0.00000	 0.00001	 0.00000		183.435565	-3902.619354
20020	 0.00007	 0.00017	 0.00003	 0.00021	 0.02671	 0.00001	 0.00001	 0.00000		192.455776	-3788.921186
21021	 0.00011	 0.00036	 0.00006	 0.00018	 0.02644	 0.00001	 0.00002	 0.00000		191.761853	-3763.294970
22022	 0.00019	 0.00057	 0.00006	 0.00021	 0.02366	 0.00001	 0.00002	 0.00000		177.989484	-3919.095225
23023	 0.00006	 0.00010	 0.00002	 0.00006	 0.02386	 0.00000	 0.00001	 0.00000		199.316622	-3898.539817
24024	 0.00004	 0.00007	 0.00001	 0.00007	 0.02621	 0.00000	 0.00000	 0.00000		200.542621	-3840.520816
25025	 0.00002	 0.00004	 0.00001	 0.00008	 0.02352	 0.00000	 0.00000	 0.00000		211.143506	-3892.565124
26026	 0.00003	 0.00004	 0.00001	 0.00006	 0.02368	 0.00000	 0.00000	 0.00000		215.621569	-3847.617327
27027	 0.00002	 0.00006	 0.00001	 0.00016	 0.02595	 0.00000	 0.00000	 0.00000		195.677000	-3947.276505
28028	 0.00002	 0.00005	 0.00002	 0.00008	 0.02488	 0.00000	 0.00001	 0.00000		214.570737	-3855.729790
29029	 0.00004	 0.00007	 0.00002	 0.00008	 0.02428	 0.00000	 0.00001	 0.00000		205.578004	-3762.422893
30030	 0.00005	 0.00006	 0.00001	 0.00002	 0.02631	 0.00000	 0.00000	 0.00000		217.522155	-3804.944045
31031	 0.00006	 0.00006	 0.00002	 0.00013	 0.02691	 0.00000	 0.00001	 0.00000		195.291843	-3884.534775
