Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00019	 0.00024	 0.00022	 0.00029	 0.01907	 0.00001	 0.00004	 0.00000		180.859249	-3142.960326
1001	 0.00011	 0.00009	 0.00009	 0.00018	 0.02111	 0.00001	 0.00002	 0.00000		205.225220	-3139.410216
2002	 0.00005	 0.00008	 0.00006	 0.00005	 0.01983	 0.00000	 0.00001	 0.00000		205.839797	-3234.866313
3003	 0.00003	 0.00003	 0.00002	 0.00002	 0.02025	 0.00000	 0.00000	 0.00000		221.323638	-3226.457058
4004	 0.00004	 0.00003	 0.00002	 0.00006	 0.02081	 0.00000	 0.00000	 0.00000		208.696305	-3179.335899
5005	 0.00006	 0.00006	 0.00004	 0.00002	 0.02174	 0.00001	 0.00001	 0.00000		221.344562	-3132.391565
6006	 0.00006	 0.00018	 0.00002	 0.00001	 0.02227	 0.00000	 0.00000	 0.00000		224.089246	-3231.157332
7007	 0.00012	 0.00006	 0.00003	 0.00002	 0.01944	 0.00001	 0.00001	 0.00000		224.948841	-3176.508136
8008	 0.00037	 0.00041	 0.00013	 0.00006	 0.01944	 0.00001	 0.00002	 0.00000		197.892679	-3201.692108
9009	 0.00024	 0.00035	 0.00023	 0.00005	 0.01989	 0.00002	 0.00002	 0.00000		185.192134	-3258.699263
10010	 0.00024	 0.00059	 0.00015	 0.00009	 0.01899	 0.00002	 0.00002	 0.00000		189.533634	-3336.264044
11011	 0.00018	 0.00035	 0.00014	 0.00014	 0.01885	 0.00001	 0.00002	 0.00000		184.953049	-3211.134956
12012	 0.00015	 0.00015	 0.00015	 0.00008	 0.02012	 0.00001	 0.00002	 0.00000		204.623049	-3112.758305
13013	 0.00025	 0.00024	 0.00014	 0.00017	 0.02017	 0.00001	 0.00002	 0.00000		177.142858	-3215.062900
14014	 0.00029	 0.00033	 0.00015	 0.00019	 0.01975	 0.00001	 0.00003	 0.00000		187.192811	-3123.055402
15015	 0.00006	 0.00009	 0.00010	 0.00027	 0.01944	 0.00000	 0.00002	 0.00000		190.885403	-3154.294386
16016	 0.00007	 0.00004	 0.00009	 0.00010	 0.02037	 0.00000	 0.00001	 0.00000		203.032804	-3128.441996
17017	 0.00004	 0.00005	 0.00014	 0.00040	 0.02088	 0.00000	 0.00003	 0.00000		193.024824	-3204.059315
18018	 0.00025	 0.00017	 0.00010	 0.00012	 0.02185	 0.00001	 0.00002	 0.00000		196.830373	-3302.228488
19019	 0.00012	 0.00015	 0.00024	 0.00040	 0.01855	 0.00001	 0.00003	 0.00000		177.138398	-3216.808199
20020	 0.00010	 0.00003	 0.00008	 0.00009	 0.01948	 0.00000	 0.00001	 0.00000		206.564412	-3094.688406
21021	 0.00009	 0.00011	 0.00017	 0.00049	 0.02145	 0.00000	 0.00003	 0.00000		176.610071	-3248.260045
22022	 0.00002	 0.00007	 0.00005	 0.00009	 0.01973	 0.00000	 0.00001	 0.00000		195.761206	-3208.561685
23023	 0.00018	 0.00020	 0.00007	 0.00002	 0.01891	 0.00001	 0.00001	 0.00000		203.818904	-3177.090349
24024	 0.00017	 0.00034	 0.00006	 0.00002	 0.02003	 0.00001	 0.00001	 0.00000		212.771421	-3123.717813
25025	 0.00009	 0.00027	 0.00008	 0.00004	 0.02112	 0.00001	 0.00001	 0.00000		197.947122	-3264.563255
26026	 0.00018	 0.00016	 0.00008	 0.00007	 0.02090	 0.00001	 0.00002	 0.00000		191.019622	-3192.824407
27027	 0.00004	 0.00004	 0.00003	 0.00004	 0.02107	 0.00000	 0.00001	 0.00000		211.554618	-3078.107432
28028	 0.00019	 0.00021	 0.00004	 0.00004	 0.02318	 0.00001	 0.00001	 0.00000		200.552604	-3025.884359
29029	 0.00024	 0.00030	 0.00010	 0.00003	 0.01902	 0.00002	 0.00002	 0.00000		189.695749	-3286.121687
30030	 0.00018	 0.00021	 0.00014	 0.00009	 0.01989	 0.00001	 0.00002	 0.00000		194.326083	-3025.915049
31031	 0.00015	 0.00023	 0.00011	 0.00010	 0.01933	 0.00001	 0.00002	 0.00000		195.780088	-3281.524900
32032	 0.00012	 0.00024	 0.00017	 0.00015	 0.02036	 0.00001	 0.00003	 0.00000		198.373812	-3039.800821
