Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00009	 0.00002	 0.00003	 0.02462	 0.00000	 0.00000	 0.00000		208.044421	-4406.201621
1001	 0.00005	 0.00031	 0.00004	 0.00006	 0.02738	 0.00001	 0.00001	 0.00000		190.506306	-4390.351454
2002	 0.00009	 0.00029	 0.00005	 0.00002	 0.02653	 0.00001	 0.00001	 0.00000		196.771988	-4279.838891
3003	 0.00005	 0.00021	 0.00003	 0.00004	 0.02931	 0.00001	 0.00001	 0.00000		194.764135	-4281.617631
4004	 0.00007	 0.00021	 0.00005	 0.00005	 0.02789	 0.00001	 0.00001	 0.00000		189.209614	-4432.416699
5005	 0.00007	 0.00016	 0.00006	 0.00009	 0.02865	 0.00001	 0.00001	 0.00000		188.908561	-4345.290869
6006	 0.00004	 0.00012	 0.00005	 0.00010	 0.02640	 0.00000	 0.00001	 0.00000		195.777760	-4277.053717
7007	 0.00004	 0.00011	 0.00005	 0.00010	 0.02787	 0.00000	 0.00001	 0.00000		200.971435	-4286.439215
8008	 0.00007	 0.00027	 0.00005	 0.00009	 0.02578	 0.00001	 0.00001	 0.00000		190.560468	-4173.613631
9009	 0.00010	 0.00042	 0.00007	 0.00023	 0.02916	 0.00001	 0.00002	 0.00000		172.518833	-4305.505498
10010	 0.00006	 0.00015	 0.00007	 0.00016	 0.02786	 0.00001	 0.00001	 0.00000		192.987442	-4327.747869
11011	 0.00003	 0.00011	 0.00004	 0.00024	 0.02689	 0.00000	 0.00001	 0.00000		193.503659	-4244.010390
12012	 0.00003	 0.00011	 0.00008	 0.00020	 0.02847	 0.00000	 0.00001	 0.00000		188.121975	-4256.248621
13013	 0.00004	 0.00024	 0.00007	 0.00029	 0.02740	 0.00000	 0.00001	 0.00000		181.982146	-4146.353857
14014	 0.00004	 0.00010	 0.00004	 0.00013	 0.02675	 0.00000	 0.00001	 0.00000		191.682153	-4307.197552
15015	 0.00002	 0.00008	 0.00002	 0.00005	 0.02853	 0.00000	 0.00000	 0.00000		201.223092	-4235.953317
16016	 0.00003	 0.00022	 0.00003	 0.00006	 0.02871	 0.00000	 0.00000	 0.00000		192.943180	-4321.311992
17017	 0.00003	 0.00011	 0.00003	 0.00007	 0.02793	 0.00000	 0.00001	 0.00000		194.578827	-4402.395691
18018	 0.00003	 0.00014	 0.00003	 0.00009	 0.02849	 0.00000	 0.00001	 0.00000		194.229562	-4310.054876
19019	 0.00002	 0.00012	 0.00002	 0.00009	 0.02808	 0.00000	 0.00000	 0.00000		193.824350	-4211.682849
20020	 0.00006	 0.00010	 0.00004	 0.00017	 0.02777	 0.00001	 0.00001	 0.00000		182.332567	-4284.411820
21021	 0.00001	 0.00011	 0.00002	 0.00008	 0.02850	 0.00000	 0.00000	 0.00000		195.366379	-4379.224932
22022	 0.00001	 0.00003	 0.00001	 0.00003	 0.02739	 0.00000	 0.00000	 0.00000		215.069051	-4240.057940
23023	 0.00000	 0.00002	 0.00001	 0.00001	 0.02768	 0.00000	 0.00000	 0.00000		230.413559	-4169.220036
24024	 0.00001	 0.00002	 0.00001	 0.00002	 0.02854	 0.00000	 0.00000	 0.00000		225.377738	-4295.590629
25025	 0.00001	 0.00001	 0.00001	 0.00004	 0.03144	 0.00000	 0.00000	 0.00000		218.163091	-4349.939852
