Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00002	 0.00000	 0.00007	 0.01749	 0.00000	 0.00000	 0.00000		231.731196	-2833.629894
1001	 0.00000	 0.00001	 0.00000	 0.00009	 0.01821	 0.00000	 0.00000	 0.00000		222.446678	-2755.333074
2002	 0.00000	 0.00000	 0.00000	 0.00008	 0.01786	 0.00000	 0.00000	 0.00000		246.645056	-2720.090176
3003	 0.00001	 0.00001	 0.00000	 0.00015	 0.01663	 0.00000	 0.00000	 0.00000		224.126283	-2844.139679
4004	 0.00000	 0.00001	 0.00000	 0.00015	 0.01724	 0.00000	 0.00000	 0.00000		226.505545	-2814.750019
5005	 0.00001	 0.00001	 0.00000	 0.00006	 0.01835	 0.00000	 0.00000	 0.00000		229.122939	-2809.461262
6006	 0.00001	 0.00003	 0.00000	 0.00005	 0.01654	 0.00000	 0.00000	 0.00000		211.858008	-2831.851348
7007	 0.00000	 0.00001	 0.00000	 0.00011	 0.01701	 0.00000	 0.00000	 0.00000		229.828336	-2881.247447
8008	 0.00001	 0.00002	 0.00000	 0.00002	 0.01777	 0.00000	 0.00000	 0.00000		226.693633	-2790.970723
9009	 0.00001	 0.00003	 0.00000	 0.00004	 0.01837	 0.00000	 0.00000	 0.00000		218.529898	-2814.040074
10010	 0.00001	 0.00003	 0.00001	 0.00022	 0.01728	 0.00000	 0.00000	 0.00000		219.645077	-2730.010870
11011	 0.00002	 0.00008	 0.00001	 0.00032	 0.01710	 0.00000	 0.00000	 0.00000		202.738495	-2806.471029
12012	 0.00002	 0.00003	 0.00001	 0.00006	 0.01817	 0.00000	 0.00000	 0.00000		217.593946	-2733.810119
13013	 0.00002	 0.00010	 0.00001	 0.00004	 0.01762	 0.00000	 0.00000	 0.00000		204.517501	-2804.187663
14014	 0.00002	 0.00005	 0.00001	 0.00003	 0.01784	 0.00000	 0.00000	 0.00000		214.706776	-2754.598619
15015	 0.00004	 0.00009	 0.00001	 0.00021	 0.01757	 0.00000	 0.00000	 0.00000		201.275281	-2793.998317
16016	 0.00003	 0.00008	 0.00001	 0.00007	 0.01663	 0.00000	 0.00000	 0.00000		202.727660	-2827.357622
17017	 0.00003	 0.00028	 0.00001	 0.00003	 0.01646	 0.00000	 0.00000	 0.00000		195.003565	-2907.721159
18018	 0.00004	 0.00007	 0.00001	 0.00006	 0.01940	 0.00000	 0.00000	 0.00000		208.397125	-2705.719503
19019	 0.00002	 0.00006	 0.00001	 0.00019	 0.02019	 0.00000	 0.00000	 0.00000		209.006384	-2738.215269
20020	 0.00002	 0.00007	 0.00001	 0.00003	 0.01711	 0.00000	 0.00000	 0.00000		215.751472	-2802.325873
21021	 0.00001	 0.00001	 0.00000	 0.00008	 0.01759	 0.00000	 0.00000	 0.00000		233.155964	-2780.668393
22022	 0.00001	 0.00005	 0.00000	 0.00012	 0.01888	 0.00000	 0.00000	 0.00000		209.085792	-2744.993880
23023	 0.00001	 0.00002	 0.00000	 0.00001	 0.01594	 0.00000	 0.00000	 0.00000		239.498539	-2842.153964
24024	 0.00001	 0.00002	 0.00000	 0.00003	 0.01796	 0.00000	 0.00000	 0.00000		219.754327	-2811.346507
25025	 0.00001	 0.00004	 0.00000	 0.00028	 0.01684	 0.00000	 0.00000	 0.00000		216.245032	-2819.998046
26026	 0.00004	 0.00007	 0.00001	 0.00017	 0.01722	 0.00000	 0.00000	 0.00000		197.210255	-2764.494390
27027	 0.00003	 0.00005	 0.00001	 0.00014	 0.01718	 0.00000	 0.00000	 0.00000		206.441881	-2876.755587
28028	 0.00002	 0.00002	 0.00000	 0.00005	 0.01707	 0.00000	 0.00000	 0.00000		216.668960	-2750.814165
29029	 0.00002	 0.00007	 0.00001	 0.00002	 0.01801	 0.00000	 0.00000	 0.00000		202.254257	-2866.237655
30030	 0.00001	 0.00004	 0.00000	 0.00007	 0.01831	 0.00000	 0.00000	 0.00000		206.747588	-2780.315110
31031	 0.00001	 0.00004	 0.00000	 0.00004	 0.01853	 0.00000	 0.00000	 0.00000		213.088552	-2848.557729
32032	 0.00001	 0.00003	 0.00000	 0.00003	 0.01816	 0.00000	 0.00000	 0.00000		224.027744	-2805.018956
33033	 0.00004	 0.00009	 0.00001	 0.00015	 0.01768	 0.00000	 0.00000	 0.00000		202.162118	-2688.806733
34034	 0.00003	 0.00012	 0.00001	 0.00010	 0.01951	 0.00000	 0.00000	 0.00000		200.416696	-2821.151537
35035	 0.00004	 0.00006	 0.00001	 0.00002	 0.01833	 0.00000	 0.00000	 0.00000		203.128311	-2858.854171
36036	 0.00004	 0.00015	 0.00001	 0.00009	 0.01765	 0.00000	 0.00000	 0.00000		194.626080	-2783.935081
37037	 0.00006	 0.00008	 0.00002	 0.00014	 0.01729	 0.00001	 0.00001	 0.00000		203.791164	-2755.893044
38038	 0.00006	 0.00011	 0.00002	 0.00017	 0.01776	 0.00001	 0.00001	 0.00000		199.578678	-2749.201792
39039	 0.00007	 0.00015	 0.00002	 0.00017	 0.01888	 0.00001	 0.00001	 0.00000		194.227616	-2819.618393
40040	 0.00006	 0.00014	 0.00002	 0.00001	 0.01769	 0.00001	 0.00001	 0.00000		202.628230	-2813.227695
41041	 0.00005	 0.00014	 0.00002	 0.00006	 0.01834	 0.00001	 0.00001	 0.00000		194.090534	-2745.449619
42042	 0.00005	 0.00017	 0.00001	 0.00005	 0.01754	 0.00001	 0.00001	 0.00000		196.933201	-2840.053868
43043	 0.00007	 0.00017	 0.00003	 0.00017	 0.01841	 0.00001	 0.00001	 0.00000		196.166871	-2738.878126
44044	 0.00014	 0.00019	 0.00003	 0.00013	 0.01870	 0.00001	 0.00001	 0.00000		185.067222	-2858.255306
45045	 0.00007	 0.00013	 0.00002	 0.00009	 0.01760	 0.00001	 0.00001	 0.00000		197.629310	-2819.753691
46046	 0.00008	 0.00013	 0.00003	 0.00018	 0.01830	 0.00001	 0.00001	 0.00000		196.821745	-2702.711051
47047	 0.00008	 0.00016	 0.00003	 0.00024	 0.01853	 0.00001	 0.00001	 0.00000		190.504820	-2779.478244
48048	 0.00005	 0.00011	 0.00002	 0.00017	 0.01761	 0.00000	 0.00001	 0.00000		196.783749	-2808.551740
49049	 0.00008	 0.00024	 0.00003	 0.00020	 0.01759	 0.00001	 0.00001	 0.00000		186.460673	-2758.716524
50050	 0.00003	 0.00005	 0.00001	 0.00006	 0.01840	 0.00000	 0.00000	 0.00000		210.232085	-2677.828584
51051	 0.00005	 0.00010	 0.00002	 0.00009	 0.01795	 0.00001	 0.00001	 0.00000		195.780651	-2743.985106
52052	 0.00003	 0.00009	 0.00001	 0.00009	 0.01678	 0.00000	 0.00000	 0.00000		201.110925	-2830.306370
