Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00004	 0.00008	 0.00002	 0.00007	 0.02917	 0.00000	 0.00001	 0.00000	 0.00000		211.299270	-4165.195572
1001	 0.00005	 0.00015	 0.00003	 0.00018	 0.02856	 0.00000	 0.00001	 0.00000	 0.00000		195.129789	-4223.135099
2002	 0.00006	 0.00034	 0.00003	 0.00008	 0.02561	 0.00000	 0.00001	 0.00000	 0.00000		208.215131	-4272.735006
3003	 0.00017	 0.00034	 0.00008	 0.00021	 0.02608	 0.00001	 0.00003	 0.00000	 0.00000		194.299110	-4275.087822
4004	 0.00009	 0.00017	 0.00009	 0.00051	 0.02675	 0.00001	 0.00003	 0.00000	 0.00000		190.422276	-4262.565700
5005	 0.00006	 0.00012	 0.00012	 0.00071	 0.02795	 0.00000	 0.00004	 0.00000	 0.00000		181.951830	-4255.085995
6006	 0.00002	 0.00007	 0.00012	 0.00079	 0.02820	 0.00000	 0.00004	 0.00000	 0.00000		192.594014	-4281.569394
7007	 0.00003	 0.00007	 0.00004	 0.00022	 0.02895	 0.00000	 0.00001	 0.00000	 0.00000		204.385094	-4274.453747
8008	 0.00003	 0.00006	 0.00003	 0.00022	 0.02898	 0.00000	 0.00001	 0.00000	 0.00000		201.505895	-4188.965269
9009	 0.00003	 0.00010	 0.00003	 0.00025	 0.02810	 0.00000	 0.00001	 0.00000	 0.00000		197.697145	-4252.026441
10010	 0.00003	 0.00008	 0.00003	 0.00014	 0.02882	 0.00000	 0.00001	 0.00000	 0.00000		206.456603	-4203.638239
11011	 0.00006	 0.00016	 0.00004	 0.00029	 0.02825	 0.00001	 0.00001	 0.00000	 0.00000		191.161712	-4269.843180
12012	 0.00008	 0.00022	 0.00003	 0.00011	 0.02743	 0.00001	 0.00001	 0.00000	 0.00000		202.573619	-4291.477854
13013	 0.00015	 0.00029	 0.00004	 0.00013	 0.02913	 0.00001	 0.00001	 0.00000	 0.00000		194.179172	-4240.530727
14014	 0.00010	 0.00020	 0.00003	 0.00010	 0.02996	 0.00001	 0.00001	 0.00000	 0.00000		198.907727	-4110.854722
15015	 0.00007	 0.00037	 0.00003	 0.00009	 0.02998	 0.00001	 0.00001	 0.00000	 0.00000		197.144687	-4143.637104
16016	 0.00007	 0.00021	 0.00001	 0.00005	 0.02658	 0.00000	 0.00001	 0.00000	 0.00000		207.626723	-4391.066397
17017	 0.00005	 0.00014	 0.00002	 0.00008	 0.02568	 0.00000	 0.00001	 0.00000	 0.00000		206.033324	-4267.480838
18018	 0.00010	 0.00027	 0.00002	 0.00004	 0.02777	 0.00000	 0.00001	 0.00000	 0.00000		207.705760	-4391.744521
19019	 0.00003	 0.00011	 0.00001	 0.00003	 0.02936	 0.00000	 0.00000	 0.00000	 0.00000		220.262385	-4081.667169
20020	 0.00002	 0.00005	 0.00001	 0.00004	 0.02869	 0.00000	 0.00000	 0.00000	 0.00000		216.682758	-4319.042172
21021	 0.00001	 0.00003	 0.00000	 0.00002	 0.02771	 0.00000	 0.00000	 0.00000	 0.00000		219.478235	-4298.793760
22022	 0.00002	 0.00004	 0.00001	 0.00001	 0.02693	 0.00000	 0.00000	 0.00000	 0.00000		230.009389	-4218.799387
23023	 0.00002	 0.00009	 0.00000	 0.00001	 0.02689	 0.00000	 0.00000	 0.00000	 0.00000		218.266971	-4378.105974
24024	 0.00001	 0.00002	 0.00000	 0.00001	 0.02776	 0.00000	 0.00000	 0.00000	 0.00000		239.560738	-4193.274881
25025	 0.00003	 0.00008	 0.00001	 0.00001	 0.02650	 0.00000	 0.00000	 0.00000	 0.00000		230.297974	-4242.363275
26026	 0.00009	 0.00021	 0.00003	 0.00006	 0.02817	 0.00001	 0.00001	 0.00000	 0.00000		207.915157	-4241.811280
27027	 0.00010	 0.00036	 0.00005	 0.00012	 0.02774	 0.00001	 0.00002	 0.00000	 0.00000		199.839561	-4254.902822
28028	 0.00010	 0.00043	 0.00003	 0.00005	 0.02970	 0.00001	 0.00001	 0.00000	 0.00000		199.131462	-4279.973428
29029	 0.00027	 0.00056	 0.00008	 0.00010	 0.02634	 0.00002	 0.00003	 0.00000	 0.00000		189.412886	-4341.835883
30030	 0.00011	 0.00017	 0.00004	 0.00004	 0.02794	 0.00001	 0.00001	 0.00000	 0.00000		207.675450	-4257.248013
31031	 0.00015	 0.00035	 0.00004	 0.00008	 0.02899	 0.00001	 0.00002	 0.00000	 0.00000		195.752656	-4278.510904
32032	 0.00016	 0.00032	 0.00008	 0.00017	 0.02825	 0.00001	 0.00002	 0.00000	 0.00000		191.778511	-4231.190709
33033	 0.00008	 0.00023	 0.00004	 0.00009	 0.02706	 0.00001	 0.00001	 0.00000	 0.00000		201.326932	-4240.980959
