Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00003	 0.00000	 0.00001	 0.02332	 0.00000	 0.00000	 0.00000	 0.00000		242.603347	-3184.682380
1001	 0.00002	 0.00005	 0.00000	 0.00000	 0.02206	 0.00000	 0.00000	 0.00000	 0.00000		256.139638	-3091.213805
2002	 0.00003	 0.00008	 0.00000	 0.00001	 0.01936	 0.00000	 0.00000	 0.00000	 0.00000		236.853508	-3231.231363
3003	 0.00008	 0.00006	 0.00001	 0.00002	 0.02090	 0.00000	 0.00000	 0.00000	 0.00000		226.178392	-3142.990338
4004	 0.00005	 0.00009	 0.00001	 0.00007	 0.02116	 0.00000	 0.00001	 0.00000	 0.00000		209.828958	-3196.955649
5005	 0.00012	 0.00011	 0.00002	 0.00006	 0.02208	 0.00000	 0.00001	 0.00000	 0.00000		214.062820	-3165.117240
6006	 0.00007	 0.00014	 0.00002	 0.00008	 0.02091	 0.00000	 0.00001	 0.00000	 0.00000		214.855842	-3186.899309
7007	 0.00002	 0.00010	 0.00001	 0.00008	 0.02050	 0.00000	 0.00000	 0.00000	 0.00000		213.374430	-3208.960986
8008	 0.00003	 0.00011	 0.00001	 0.00009	 0.02071	 0.00000	 0.00000	 0.00000	 0.00000		206.668252	-3311.584777
9009	 0.00005	 0.00009	 0.00002	 0.00010	 0.02021	 0.00000	 0.00001	 0.00000	 0.00000		216.625133	-3178.570154
10010	 0.00005	 0.00008	 0.00002	 0.00015	 0.02059	 0.00000	 0.00001	 0.00000	 0.00000		209.203615	-3237.920609
11011	 0.00007	 0.00018	 0.00003	 0.00021	 0.01990	 0.00000	 0.00001	 0.00000	 0.00000		197.549756	-3223.104695
12012	 0.00009	 0.00009	 0.00002	 0.00014	 0.02196	 0.00000	 0.00001	 0.00000	 0.00000		200.242890	-3243.194868
13013	 0.00003	 0.00004	 0.00001	 0.00008	 0.02001	 0.00000	 0.00000	 0.00000	 0.00000		216.488113	-3266.821339
14014	 0.00003	 0.00007	 0.00001	 0.00004	 0.02064	 0.00000	 0.00000	 0.00000	 0.00000		223.805412	-3194.134426
15015	 0.00003	 0.00005	 0.00001	 0.00007	 0.02078	 0.00000	 0.00000	 0.00000	 0.00000		218.044137	-3186.248558
16016	 0.00002	 0.00004	 0.00001	 0.00004	 0.02138	 0.00000	 0.00000	 0.00000	 0.00000		230.602139	-3203.042069
17017	 0.00003	 0.00004	 0.00001	 0.00008	 0.01885	 0.00000	 0.00000	 0.00000	 0.00000		212.674518	-3277.814710
18018	 0.00005	 0.00007	 0.00001	 0.00006	 0.01977	 0.00000	 0.00000	 0.00000	 0.00000		213.669047	-3159.365138
19019	 0.00010	 0.00022	 0.00002	 0.00003	 0.02025	 0.00001	 0.00001	 0.00000	 0.00000		215.137483	-3166.969762
20020	 0.00005	 0.00007	 0.00001	 0.00006	 0.02210	 0.00000	 0.00001	 0.00000	 0.00000		209.563305	-3197.796496
21021	 0.00028	 0.00019	 0.00003	 0.00007	 0.01904	 0.00001	 0.00001	 0.00000	 0.00000		203.975917	-3190.832194
22022	 0.00006	 0.00014	 0.00001	 0.00002	 0.02410	 0.00000	 0.00000	 0.00000	 0.00000		223.011686	-3142.556633
23023	 0.00010	 0.00011	 0.00001	 0.00003	 0.01906	 0.00000	 0.00000	 0.00000	 0.00000		206.354245	-3258.177234
24024	 0.00017	 0.00034	 0.00004	 0.00006	 0.02151	 0.00001	 0.00002	 0.00000	 0.00000		202.058592	-3148.361020
25025	 0.00030	 0.00048	 0.00004	 0.00013	 0.02042	 0.00001	 0.00002	 0.00000	 0.00000		188.010692	-3265.118165
26026	 0.00008	 0.00011	 0.00002	 0.00006	 0.02058	 0.00001	 0.00001	 0.00000	 0.00000		215.222218	-3181.657384
