Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00005	 0.00000	 0.00002	 0.01745	 0.00000	 0.00000	 0.00000	 0.00000		206.850113	-2546.750200
1001	 0.00001	 0.00002	 0.00000	 0.00005	 0.01598	 0.00000	 0.00000	 0.00000	 0.00000		220.790400	-2611.617747
2002	 0.00001	 0.00004	 0.00000	 0.00002	 0.01638	 0.00000	 0.00000	 0.00000	 0.00000		213.828079	-2641.183806
3003	 0.00000	 0.00013	 0.00000	 0.00003	 0.01612	 0.00000	 0.00000	 0.00000	 0.00000		225.435372	-2603.447249
4004	 0.00000	 0.00004	 0.00000	 0.00006	 0.01560	 0.00000	 0.00000	 0.00000	 0.00000		227.166564	-2624.870061
5005	 0.00001	 0.00003	 0.00000	 0.00005	 0.01798	 0.00000	 0.00000	 0.00000	 0.00000		214.431060	-2548.830038
6006	 0.00003	 0.00009	 0.00001	 0.00017	 0.01563	 0.00000	 0.00000	 0.00000	 0.00000		196.482158	-2599.774326
7007	 0.00004	 0.00008	 0.00002	 0.00012	 0.01634	 0.00000	 0.00001	 0.00000	 0.00000		209.422256	-2560.612765
8008	 0.00010	 0.00028	 0.00005	 0.00022	 0.01717	 0.00001	 0.00002	 0.00000	 0.00000		190.408044	-2594.316338
9009	 0.00003	 0.00014	 0.00002	 0.00016	 0.01536	 0.00000	 0.00001	 0.00000	 0.00000		201.530277	-2650.746103
10010	 0.00005	 0.00021	 0.00002	 0.00025	 0.01677	 0.00000	 0.00001	 0.00000	 0.00000		194.226138	-2563.345557
11011	 0.00006	 0.00031	 0.00003	 0.00010	 0.01656	 0.00001	 0.00001	 0.00000	 0.00000		197.410409	-2583.671792
12012	 0.00005	 0.00019	 0.00003	 0.00020	 0.01652	 0.00000	 0.00001	 0.00000	 0.00000		200.532266	-2596.924926
13013	 0.00005	 0.00020	 0.00004	 0.00037	 0.01488	 0.00000	 0.00001	 0.00000	 0.00000		186.226098	-2682.004823
14014	 0.00006	 0.00015	 0.00004	 0.00020	 0.01732	 0.00000	 0.00002	 0.00000	 0.00000		201.453335	-2577.089938
15015	 0.00007	 0.00019	 0.00006	 0.00032	 0.01754	 0.00000	 0.00002	 0.00000	 0.00000		192.912354	-2619.877632
