Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00011	 0.00017	 0.00003	 0.00014	 0.02310	 0.00001	 0.00001	 0.00000	 0.00000		190.756802	-3706.411259
1001	 0.00008	 0.00015	 0.00001	 0.00001	 0.02410	 0.00001	 0.00001	 0.00000	 0.00000		188.224128	-3768.237865
2002	 0.00008	 0.00013	 0.00002	 0.00008	 0.02633	 0.00001	 0.00001	 0.00000	 0.00000		189.019944	-3722.458400
3003	 0.00007	 0.00007	 0.00001	 0.00004	 0.02296	 0.00000	 0.00001	 0.00000	 0.00000		208.035043	-3769.170630
4004	 0.00017	 0.00016	 0.00004	 0.00023	 0.02481	 0.00001	 0.00002	 0.00000	 0.00000		190.209002	-3769.019126
5005	 0.00009	 0.00019	 0.00003	 0.00024	 0.02339	 0.00001	 0.00001	 0.00000	 0.00000		192.030610	-3700.064186
6006	 0.00006	 0.00010	 0.00003	 0.00009	 0.02389	 0.00001	 0.00001	 0.00000	 0.00000		211.420427	-3549.818777
7007	 0.00013	 0.00016	 0.00004	 0.00023	 0.02325	 0.00001	 0.00002	 0.00000	 0.00000		195.654297	-3680.260880
8008	 0.00013	 0.00017	 0.00003	 0.00014	 0.02373	 0.00001	 0.00001	 0.00000	 0.00000		198.131509	-3696.421768
9009	 0.00010	 0.00013	 0.00003	 0.00012	 0.02410	 0.00001	 0.00001	 0.00000	 0.00000		201.888343	-3672.189740
10010	 0.00008	 0.00011	 0.00002	 0.00012	 0.02348	 0.00001	 0.00001	 0.00000	 0.00000		199.863266	-3586.148493
11011	 0.00003	 0.00008	 0.00001	 0.00007	 0.02262	 0.00000	 0.00001	 0.00000	 0.00000		218.202918	-3694.714141
12012	 0.00006	 0.00009	 0.00002	 0.00018	 0.02307	 0.00000	 0.00001	 0.00000	 0.00000		202.006189	-3663.232982
13013	 0.00008	 0.00010	 0.00002	 0.00028	 0.02496	 0.00001	 0.00001	 0.00000	 0.00000		193.307822	-3792.522795
14014	 0.00005	 0.00009	 0.00001	 0.00008	 0.02234	 0.00001	 0.00001	 0.00000	 0.00000		200.653785	-3856.624703
15015	 0.00002	 0.00003	 0.00001	 0.00005	 0.02196	 0.00000	 0.00000	 0.00000	 0.00000		219.356048	-3780.173009
16016	 0.00005	 0.00004	 0.00001	 0.00003	 0.02610	 0.00000	 0.00000	 0.00000	 0.00000		203.529909	-3823.620309
17017	 0.00003	 0.00005	 0.00001	 0.00003	 0.02284	 0.00000	 0.00000	 0.00000	 0.00000		212.134951	-3596.787755
18018	 0.00007	 0.00013	 0.00002	 0.00005	 0.02385	 0.00001	 0.00001	 0.00000	 0.00000		190.856036	-3712.591370
19019	 0.00011	 0.00010	 0.00002	 0.00007	 0.02359	 0.00001	 0.00001	 0.00000	 0.00000		190.197924	-3878.396411
20020	 0.00006	 0.00016	 0.00001	 0.00015	 0.02224	 0.00001	 0.00001	 0.00000	 0.00000		193.666118	-3772.909318
21021	 0.00008	 0.00014	 0.00002	 0.00016	 0.02396	 0.00001	 0.00001	 0.00000	 0.00000		189.722432	-3726.359926
22022	 0.00006	 0.00006	 0.00001	 0.00002	 0.02419	 0.00000	 0.00001	 0.00000	 0.00000		220.798353	-3620.882339
23023	 0.00004	 0.00010	 0.00002	 0.00008	 0.02443	 0.00000	 0.00001	 0.00000	 0.00000		210.561079	-3690.729182
24024	 0.00006	 0.00009	 0.00002	 0.00016	 0.02555	 0.00001	 0.00001	 0.00000	 0.00000		204.607777	-3588.351737
25025	 0.00008	 0.00010	 0.00002	 0.00002	 0.02320	 0.00001	 0.00001	 0.00000	 0.00000		208.913384	-3645.275073
26026	 0.00014	 0.00014	 0.00002	 0.00011	 0.02322	 0.00001	 0.00001	 0.00000	 0.00000		189.857178	-3751.067575
27027	 0.00002	 0.00003	 0.00001	 0.00005	 0.02275	 0.00000	 0.00000	 0.00000	 0.00000		226.516965	-3694.360356
28028	 0.00005	 0.00007	 0.00002	 0.00034	 0.02344	 0.00000	 0.00001	 0.00000	 0.00000		199.802701	-3788.517010
29029	 0.00003	 0.00004	 0.00001	 0.00003	 0.02445	 0.00000	 0.00000	 0.00000	 0.00000		230.169509	-3689.186801
30030	 0.00002	 0.00003	 0.00001	 0.00020	 0.02381	 0.00000	 0.00000	 0.00000	 0.00000		210.778523	-3670.799520
31031	 0.00003	 0.00004	 0.00001	 0.00008	 0.02293	 0.00000	 0.00000	 0.00000	 0.00000		219.226324	-3781.706717
32032	 0.00002	 0.00002	 0.00001	 0.00025	 0.02503	 0.00000	 0.00000	 0.00000	 0.00000		213.228324	-3600.374773
33033	 0.00001	 0.00001	 0.00001	 0.00014	 0.02197	 0.00000	 0.00000	 0.00000	 0.00000		218.829048	-3675.439987
34034	 0.00002	 0.00003	 0.00001	 0.00010	 0.02440	 0.00000	 0.00000	 0.00000	 0.00000		218.554014	-3647.315467
35035	 0.00003	 0.00005	 0.00002	 0.00010	 0.02549	 0.00000	 0.00001	 0.00000	 0.00000		215.648063	-3713.350523
36036	 0.00004	 0.00006	 0.00002	 0.00028	 0.02602	 0.00000	 0.00001	 0.00000	 0.00000		200.043108	-3720.895454
37037	 0.00003	 0.00004	 0.00001	 0.00014	 0.02335	 0.00000	 0.00001	 0.00000	 0.00000		211.273312	-3711.024417
38038	 0.00004	 0.00002	 0.00001	 0.00007	 0.02395	 0.00000	 0.00000	 0.00000	 0.00000		225.070185	-3730.319912
39039	 0.00005	 0.00004	 0.00001	 0.00005	 0.02285	 0.00000	 0.00000	 0.00000	 0.00000		216.992423	-3664.120585
40040	 0.00004	 0.00007	 0.00001	 0.00005	 0.02493	 0.00000	 0.00001	 0.00000	 0.00000		218.384170	-3636.028206
41041	 0.00003	 0.00004	 0.00001	 0.00008	 0.02182	 0.00000	 0.00001	 0.00000	 0.00000		222.045102	-3567.635822
42042	 0.00007	 0.00006	 0.00003	 0.00030	 0.02564	 0.00001	 0.00001	 0.00000	 0.00000		205.272680	-3603.361175
43043	 0.00004	 0.00004	 0.00002	 0.00012	 0.02367	 0.00000	 0.00001	 0.00000	 0.00000		220.660247	-3668.661199
44044	 0.00003	 0.00005	 0.00003	 0.00021	 0.02341	 0.00000	 0.00001	 0.00000	 0.00000		213.807396	-3603.836822
45045	 0.00003	 0.00003	 0.00002	 0.00015	 0.02487	 0.00000	 0.00001	 0.00000	 0.00000		217.539341	-3586.266626
46046	 0.00001	 0.00002	 0.00002	 0.00024	 0.02410	 0.00000	 0.00001	 0.00000	 0.00000		216.083695	-3666.759572
47047	 0.00004	 0.00005	 0.00003	 0.00022	 0.02279	 0.00000	 0.00001	 0.00000	 0.00000		211.404088	-3644.489303
48048	 0.00007	 0.00005	 0.00004	 0.00018	 0.02240	 0.00000	 0.00001	 0.00000	 0.00000		213.219685	-3574.997822
49049	 0.00007	 0.00008	 0.00004	 0.00064	 0.02275	 0.00001	 0.00002	 0.00000	 0.00000		197.664850	-3714.891926
50050	 0.00005	 0.00004	 0.00002	 0.00040	 0.02196	 0.00000	 0.00001	 0.00000	 0.00000		204.789116	-3633.369320
51051	 0.00002	 0.00001	 0.00001	 0.00010	 0.02461	 0.00000	 0.00000	 0.00000	 0.00000		230.537041	-3597.434731
52052	 0.00003	 0.00004	 0.00003	 0.00021	 0.02527	 0.00000	 0.00001	 0.00000	 0.00000		208.833410	-3843.915647
53053	 0.00004	 0.00009	 0.00005	 0.00054	 0.02262	 0.00000	 0.00002	 0.00000	 0.00000		195.169178	-3737.281013
54054	 0.00007	 0.00008	 0.00003	 0.00018	 0.02342	 0.00001	 0.00001	 0.00000	 0.00000		205.665167	-3646.196140
55055	 0.00014	 0.00019	 0.00004	 0.00022	 0.02194	 0.00001	 0.00002	 0.00000	 0.00000		196.573524	-3657.191858
56056	 0.00015	 0.00016	 0.00004	 0.00018	 0.02526	 0.00001	 0.00002	 0.00000	 0.00000		195.535916	-3633.042712
57057	 0.00006	 0.00013	 0.00003	 0.00011	 0.02344	 0.00001	 0.00001	 0.00000	 0.00000		213.314577	-3577.511680
58058	 0.00016	 0.00022	 0.00007	 0.00023	 0.02344	 0.00002	 0.00003	 0.00000	 0.00000		197.468531	-3724.301626
59059	 0.00010	 0.00022	 0.00003	 0.00018	 0.02302	 0.00001	 0.00002	 0.00000	 0.00000		199.417553	-3720.842493
60060	 0.00008	 0.00008	 0.00002	 0.00004	 0.02147	 0.00001	 0.00001	 0.00000	 0.00000		223.316166	-3742.085560
61061	 0.00004	 0.00009	 0.00001	 0.00003	 0.02354	 0.00000	 0.00000	 0.00000	 0.00000		212.042180	-3655.917644
62062	 0.00009	 0.00014	 0.00002	 0.00007	 0.02299	 0.00001	 0.00001	 0.00000	 0.00000		206.931700	-3608.991786
63063	 0.00008	 0.00017	 0.00002	 0.00006	 0.02509	 0.00001	 0.00001	 0.00000	 0.00000		208.165694	-3679.186144
64064	 0.00011	 0.00011	 0.00002	 0.00002	 0.02517	 0.00001	 0.00001	 0.00000	 0.00000		222.846720	-3711.130652
65065	 0.00010	 0.00014	 0.00003	 0.00014	 0.02443	 0.00001	 0.00001	 0.00000	 0.00000		195.515950	-3720.645190
66066	 0.00010	 0.00009	 0.00002	 0.00007	 0.02435	 0.00001	 0.00001	 0.00000	 0.00000		208.281395	-3624.509302
67067	 0.00008	 0.00010	 0.00002	 0.00007	 0.02459	 0.00001	 0.00001	 0.00000	 0.00000		206.436700	-3643.649602
68068	 0.00005	 0.00009	 0.00002	 0.00011	 0.02296	 0.00000	 0.00001	 0.00000	 0.00000		206.605980	-3831.590891
69069	 0.00005	 0.00006	 0.00002	 0.00012	 0.02254	 0.00000	 0.00001	 0.00000	 0.00000		214.390091	-3552.077348
70070	 0.00007	 0.00007	 0.00003	 0.00021	 0.02417	 0.00000	 0.00001	 0.00000	 0.00000		204.607728	-3655.619617
71071	 0.00004	 0.00010	 0.00003	 0.00027	 0.02234	 0.00000	 0.00001	 0.00000	 0.00000		201.036376	-3719.604018
72072	 0.00007	 0.00014	 0.00004	 0.00039	 0.02372	 0.00000	 0.00002	 0.00000	 0.00000		194.378184	-3556.361141
73073	 0.00014	 0.00014	 0.00006	 0.00028	 0.02382	 0.00001	 0.00002	 0.00000	 0.00000		195.650323	-3636.961458
74074	 0.00011	 0.00019	 0.00004	 0.00013	 0.02615	 0.00001	 0.00002	 0.00000	 0.00000		210.285641	-3653.101620
75075	 0.00010	 0.00012	 0.00004	 0.00033	 0.02160	 0.00001	 0.00002	 0.00000	 0.00000		196.271976	-3681.468336
76076	 0.00004	 0.00004	 0.00002	 0.00021	 0.02511	 0.00000	 0.00001	 0.00000	 0.00000		213.540127	-3726.068046
77077	 0.00006	 0.00005	 0.00005	 0.00036	 0.02209	 0.00000	 0.00002	 0.00000	 0.00000		204.856625	-3625.197273
78078	 0.00005	 0.00004	 0.00006	 0.00064	 0.02430	 0.00000	 0.00002	 0.00000	 0.00000		198.144612	-3655.967949
79079	 0.00002	 0.00004	 0.00003	 0.00039	 0.02303	 0.00000	 0.00001	 0.00000	 0.00000		208.296746	-3731.686191
80080	 0.00005	 0.00008	 0.00003	 0.00022	 0.02399	 0.00000	 0.00002	 0.00000	 0.00000		208.705668	-3746.668262
81081	 0.00011	 0.00013	 0.00005	 0.00025	 0.02288	 0.00001	 0.00002	 0.00000	 0.00000		205.501979	-3564.976652
82082	 0.00009	 0.00016	 0.00006	 0.00033	 0.02343	 0.00001	 0.00003	 0.00000	 0.00000		201.314937	-3603.596236
83083	 0.00010	 0.00013	 0.00006	 0.00020	 0.02414	 0.00001	 0.00002	 0.00000	 0.00000		201.633417	-3767.289106
