Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00009	 0.00044	 0.00004	 0.00002	 0.01171	 0.00001	 0.00001	 0.00000	 0.00000		219.729417	-1966.796282
1001	 0.00005	 0.00024	 0.00002	 0.00006	 0.01202	 0.00000	 0.00001	 0.00000	 0.00000		223.836748	-1995.200702
2002	 0.00007	 0.00015	 0.00004	 0.00004	 0.01141	 0.00000	 0.00001	 0.00000	 0.00000		225.633615	-1986.090994
3003	 0.00002	 0.00008	 0.00002	 0.00016	 0.01047	 0.00000	 0.00001	 0.00000	 0.00000		210.806410	-2119.332080
4004	 0.00001	 0.00003	 0.00001	 0.00009	 0.01226	 0.00000	 0.00000	 0.00000	 0.00000		228.957487	-1953.722158
5005	 0.00004	 0.00016	 0.00006	 0.00014	 0.01258	 0.00000	 0.00002	 0.00000	 0.00000		211.749101	-1952.199967
6006	 0.00002	 0.00018	 0.00005	 0.00016	 0.01104	 0.00000	 0.00001	 0.00000	 0.00000		213.154411	-1941.380354
7007	 0.00002	 0.00002	 0.00004	 0.00025	 0.01213	 0.00000	 0.00001	 0.00000	 0.00000		215.320589	-1944.613370
8008	 0.00001	 0.00011	 0.00001	 0.00007	 0.01203	 0.00000	 0.00000	 0.00000	 0.00000		226.248338	-2001.393641
9009	 0.00001	 0.00004	 0.00001	 0.00014	 0.01207	 0.00000	 0.00000	 0.00000	 0.00000		220.035161	-2052.510202
10010	 0.00009	 0.00016	 0.00005	 0.00011	 0.01297	 0.00001	 0.00001	 0.00000	 0.00000		205.127381	-1980.956665
11011	 0.00005	 0.00010	 0.00005	 0.00019	 0.01189	 0.00000	 0.00002	 0.00000	 0.00000		213.255583	-1932.516778
12012	 0.00014	 0.00034	 0.00008	 0.00031	 0.01172	 0.00001	 0.00003	 0.00000	 0.00000		194.570411	-2010.101224
