Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00005	 0.00013	 0.00012	 0.00013	 0.02018	 0.00000	 0.00002	 0.00000	 0.00000		204.518554	-3216.350722
1001	 0.00007	 0.00010	 0.00016	 0.00056	 0.02025	 0.00000	 0.00004	 0.00000	 0.00000		180.857722	-3255.457342
2002	 0.00018	 0.00018	 0.00020	 0.00043	 0.01901	 0.00001	 0.00005	 0.00000	 0.00000		185.712609	-3234.339251
3003	 0.00024	 0.00013	 0.00020	 0.00037	 0.01912	 0.00001	 0.00006	 0.00000	 0.00000		192.911354	-3123.264782
4004	 0.00017	 0.00019	 0.00008	 0.00013	 0.01946	 0.00001	 0.00002	 0.00000	 0.00000		201.288826	-3099.246182
5005	 0.00016	 0.00013	 0.00007	 0.00007	 0.02038	 0.00001	 0.00002	 0.00000	 0.00000		205.455833	-3258.168874
6006	 0.00016	 0.00014	 0.00007	 0.00008	 0.02222	 0.00001	 0.00002	 0.00000	 0.00000		205.379476	-3041.353376
7007	 0.00023	 0.00021	 0.00021	 0.00042	 0.02023	 0.00001	 0.00004	 0.00000	 0.00000		180.416821	-3076.890498
8008	 0.00030	 0.00040	 0.00021	 0.00015	 0.02285	 0.00002	 0.00004	 0.00000	 0.00000		184.318425	-3114.785139
9009	 0.00008	 0.00021	 0.00009	 0.00020	 0.02140	 0.00000	 0.00002	 0.00000	 0.00000		192.609069	-3204.224486
10010	 0.00006	 0.00008	 0.00004	 0.00007	 0.02052	 0.00000	 0.00001	 0.00000	 0.00000		216.266412	-3233.898688
11011	 0.00016	 0.00015	 0.00011	 0.00023	 0.01942	 0.00001	 0.00003	 0.00000	 0.00000		192.469648	-3226.603084
12012	 0.00011	 0.00022	 0.00008	 0.00015	 0.02125	 0.00001	 0.00002	 0.00000	 0.00000		201.530733	-3055.580115
13013	 0.00009	 0.00010	 0.00005	 0.00013	 0.02138	 0.00001	 0.00001	 0.00000	 0.00000		201.146878	-3083.496227
14014	 0.00002	 0.00003	 0.00002	 0.00005	 0.02145	 0.00000	 0.00001	 0.00000	 0.00000		228.725028	-3135.488757
15015	 0.00012	 0.00011	 0.00006	 0.00027	 0.02133	 0.00001	 0.00001	 0.00000	 0.00000		182.560374	-3220.153327
16016	 0.00004	 0.00011	 0.00003	 0.00011	 0.01974	 0.00000	 0.00001	 0.00000	 0.00000		209.992293	-3243.266011
17017	 0.00006	 0.00004	 0.00003	 0.00013	 0.02222	 0.00000	 0.00001	 0.00000	 0.00000		199.482824	-3243.945527
18018	 0.00008	 0.00009	 0.00005	 0.00008	 0.02151	 0.00001	 0.00001	 0.00000	 0.00000		206.466025	-3172.382972
19019	 0.00013	 0.00023	 0.00004	 0.00006	 0.02070	 0.00001	 0.00001	 0.00000	 0.00000		197.901366	-3154.411675
20020	 0.00012	 0.00031	 0.00003	 0.00002	 0.01804	 0.00001	 0.00001	 0.00000	 0.00000		212.726814	-3131.060779
21021	 0.00006	 0.00013	 0.00003	 0.00002	 0.01913	 0.00001	 0.00001	 0.00000	 0.00000		212.389056	-3232.784164
22022	 0.00003	 0.00005	 0.00001	 0.00001	 0.02047	 0.00000	 0.00000	 0.00000	 0.00000		239.093693	-3181.214087
23023	 0.00002	 0.00001	 0.00001	 0.00001	 0.01968	 0.00000	 0.00000	 0.00000	 0.00000		240.300007	-3156.728928
24024	 0.00001	 0.00001	 0.00001	 0.00001	 0.02090	 0.00000	 0.00000	 0.00000	 0.00000		232.114231	-3211.905848
