Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00007	 0.00008	 0.00007	 0.00008	 0.00918	 0.00001	 0.00002	 0.00000	 0.00000		224.616077	-1760.421472
1001	 0.00012	 0.00011	 0.00017	 0.00019	 0.01048	 0.00001	 0.00004	 0.00000	 0.00000		206.295612	-1772.765362
2002	 0.00008	 0.00010	 0.00006	 0.00012	 0.01093	 0.00001	 0.00002	 0.00000	 0.00000		213.327718	-1708.605545
3003	 0.00002	 0.00002	 0.00003	 0.00007	 0.01017	 0.00000	 0.00001	 0.00000	 0.00000		234.129860	-1695.222707
4004	 0.00002	 0.00004	 0.00003	 0.00006	 0.01183	 0.00000	 0.00001	 0.00000	 0.00000		229.004648	-1723.116155
5005	 0.00002	 0.00003	 0.00002	 0.00004	 0.01055	 0.00000	 0.00000	 0.00000	 0.00000		235.506210	-1718.871939
6006	 0.00011	 0.00012	 0.00008	 0.00014	 0.00970	 0.00001	 0.00002	 0.00000	 0.00000		207.534967	-1751.203661
7007	 0.00011	 0.00006	 0.00004	 0.00009	 0.01118	 0.00000	 0.00001	 0.00000	 0.00000		219.262263	-1712.000170
8008	 0.00013	 0.00016	 0.00008	 0.00012	 0.00956	 0.00001	 0.00002	 0.00000	 0.00000		205.272572	-1783.040997
9009	 0.00021	 0.00024	 0.00010	 0.00004	 0.01048	 0.00002	 0.00003	 0.00000	 0.00000		214.066485	-1662.488956
10010	 0.00015	 0.00021	 0.00006	 0.00003	 0.01002	 0.00001	 0.00002	 0.00000	 0.00000		215.169958	-1735.941878
11011	 0.00021	 0.00018	 0.00006	 0.00005	 0.01070	 0.00001	 0.00002	 0.00000	 0.00000		211.716524	-1730.882939
12012	 0.00009	 0.00012	 0.00006	 0.00009	 0.01177	 0.00001	 0.00002	 0.00000	 0.00000		220.388795	-1695.959637
13013	 0.00006	 0.00005	 0.00012	 0.00023	 0.01079	 0.00000	 0.00003	 0.00000	 0.00000		212.968751	-1739.034069
14014	 0.00004	 0.00014	 0.00017	 0.00030	 0.01053	 0.00000	 0.00004	 0.00000	 0.00000		203.920063	-1776.166397
15015	 0.00010	 0.00009	 0.00021	 0.00036	 0.01178	 0.00001	 0.00005	 0.00000	 0.00000		199.920132	-1730.479917
16016	 0.00011	 0.00027	 0.00024	 0.00045	 0.00953	 0.00001	 0.00006	 0.00000	 0.00000		193.553529	-1735.506656
17017	 0.00005	 0.00017	 0.00009	 0.00015	 0.01117	 0.00001	 0.00002	 0.00000	 0.00000		213.838203	-1731.003230
18018	 0.00005	 0.00006	 0.00012	 0.00021	 0.00979	 0.00000	 0.00003	 0.00000	 0.00000		214.762916	-1666.962077
19019	 0.00007	 0.00013	 0.00012	 0.00025	 0.01006	 0.00001	 0.00003	 0.00000	 0.00000		207.090436	-1800.526227
20020	 0.00007	 0.00015	 0.00009	 0.00008	 0.01111	 0.00002	 0.00002	 0.00000	 0.00000		213.498274	-1745.340222
21021	 0.00003	 0.00003	 0.00003	 0.00006	 0.01059	 0.00000	 0.00001	 0.00000	 0.00000		232.415552	-1725.574675
22022	 0.00005	 0.00009	 0.00005	 0.00006	 0.01090	 0.00000	 0.00001	 0.00000	 0.00000		221.141782	-1688.341790
23023	 0.00010	 0.00010	 0.00006	 0.00006	 0.01015	 0.00001	 0.00002	 0.00000	 0.00000		220.049666	-1681.035071
24024	 0.00003	 0.00006	 0.00003	 0.00004	 0.01089	 0.00000	 0.00001	 0.00000	 0.00000		229.056181	-1707.102698
25025	 0.00010	 0.00006	 0.00006	 0.00008	 0.00947	 0.00001	 0.00001	 0.00000	 0.00000		215.987000	-1713.567463
26026	 0.00017	 0.00018	 0.00011	 0.00011	 0.01042	 0.00002	 0.00003	 0.00000	 0.00000		205.124368	-1762.161850
27027	 0.00013	 0.00011	 0.00016	 0.00019	 0.01092	 0.00001	 0.00003	 0.00000	 0.00000		206.932398	-1689.335907
28028	 0.00008	 0.00005	 0.00013	 0.00018	 0.01044	 0.00000	 0.00003	 0.00000	 0.00000		209.718469	-1707.933886
29029	 0.00004	 0.00003	 0.00019	 0.00024	 0.01070	 0.00000	 0.00004	 0.00000	 0.00000		217.188001	-1681.080121
30030	 0.00007	 0.00017	 0.00010	 0.00015	 0.01036	 0.00001	 0.00002	 0.00000	 0.00000		210.677995	-1710.505938
31031	 0.00004	 0.00005	 0.00006	 0.00010	 0.01073	 0.00000	 0.00001	 0.00000	 0.00000		219.971623	-1758.964110
32032	 0.00006	 0.00008	 0.00006	 0.00008	 0.01004	 0.00001	 0.00001	 0.00000	 0.00000		214.431623	-1701.675420
33033	 0.00008	 0.00008	 0.00008	 0.00006	 0.01015	 0.00001	 0.00002	 0.00000	 0.00000		220.470415	-1696.731577
