Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00001	 0.00000	 0.00000	 0.02719	 0.00000	 0.00000	 0.00000	 0.00000		251.615684	-4265.326949
1001	 0.00000	 0.00001	 0.00000	 0.00001	 0.02839	 0.00000	 0.00000	 0.00000	 0.00000		235.301137	-4279.786280
2002	 0.00001	 0.00004	 0.00000	 0.00001	 0.02871	 0.00000	 0.00000	 0.00000	 0.00000		227.450656	-4266.841191
3003	 0.00001	 0.00003	 0.00001	 0.00003	 0.02808	 0.00000	 0.00000	 0.00000	 0.00000		215.623584	-4226.718454
4004	 0.00001	 0.00007	 0.00001	 0.00001	 0.02951	 0.00000	 0.00000	 0.00000	 0.00000		234.663690	-4115.475264
5005	 0.00003	 0.00006	 0.00001	 0.00001	 0.02933	 0.00000	 0.00000	 0.00000	 0.00000		224.408635	-4114.385624
6006	 0.00002	 0.00005	 0.00001	 0.00002	 0.02727	 0.00000	 0.00000	 0.00000	 0.00000		207.300464	-4286.770989
7007	 0.00001	 0.00004	 0.00001	 0.00002	 0.02793	 0.00000	 0.00000	 0.00000	 0.00000		216.934310	-4328.746582
8008	 0.00002	 0.00005	 0.00001	 0.00004	 0.02732	 0.00000	 0.00000	 0.00000	 0.00000		210.919537	-4285.969005
9009	 0.00003	 0.00007	 0.00001	 0.00006	 0.02748	 0.00000	 0.00000	 0.00000	 0.00000		208.940270	-4279.531866
10010	 0.00001	 0.00007	 0.00001	 0.00005	 0.02746	 0.00000	 0.00000	 0.00000	 0.00000		211.817320	-4323.334853
11011	 0.00001	 0.00006	 0.00001	 0.00005	 0.02968	 0.00000	 0.00000	 0.00000	 0.00000		210.891855	-4258.520942
12012	 0.00000	 0.00008	 0.00001	 0.00004	 0.03011	 0.00000	 0.00000	 0.00000	 0.00000		213.601714	-4257.909020
13013	 0.00000	 0.00002	 0.00000	 0.00002	 0.02702	 0.00000	 0.00000	 0.00000	 0.00000		230.428814	-4360.535941
14014	 0.00000	 0.00002	 0.00000	 0.00002	 0.02884	 0.00000	 0.00000	 0.00000	 0.00000		228.204753	-4365.583855
15015	 0.00000	 0.00001	 0.00000	 0.00001	 0.02720	 0.00000	 0.00000	 0.00000	 0.00000		249.248098	-4159.619273
16016	 0.00000	 0.00000	 0.00000	 0.00001	 0.02683	 0.00000	 0.00000	 0.00000	 0.00000		245.179576	-4286.323701
17017	 0.00000	 0.00000	 0.00000	 0.00001	 0.02853	 0.00000	 0.00000	 0.00000	 0.00000		246.925663	-4299.064801
18018	 0.00000	 0.00000	 0.00000	 0.00001	 0.02792	 0.00000	 0.00000	 0.00000	 0.00000		242.240049	-4252.325339
