Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00003	 0.00002	 0.00009	 0.03645	 0.00000	 0.00001	 0.00000	 0.00000		213.647573	-5226.214180
1001	 0.00001	 0.00002	 0.00002	 0.00009	 0.03382	 0.00000	 0.00000	 0.00000	 0.00000		218.639071	-5143.027241
2002	 0.00001	 0.00002	 0.00002	 0.00005	 0.03535	 0.00000	 0.00000	 0.00000	 0.00000		229.484131	-5080.655719
3003	 0.00003	 0.00007	 0.00004	 0.00013	 0.03243	 0.00000	 0.00001	 0.00000	 0.00000		206.758589	-5286.798552
4004	 0.00002	 0.00011	 0.00005	 0.00022	 0.03321	 0.00000	 0.00001	 0.00000	 0.00000		199.641281	-5193.521354
5005	 0.00003	 0.00006	 0.00009	 0.00030	 0.03038	 0.00000	 0.00002	 0.00000	 0.00000		194.459294	-5304.531152
6006	 0.00001	 0.00005	 0.00008	 0.00029	 0.03426	 0.00000	 0.00002	 0.00000	 0.00000		204.319468	-5119.995328
7007	 0.00002	 0.00003	 0.00007	 0.00047	 0.03405	 0.00000	 0.00002	 0.00000	 0.00000		196.610794	-5257.009935
8008	 0.00001	 0.00004	 0.00007	 0.00023	 0.03281	 0.00000	 0.00002	 0.00000	 0.00000		207.588968	-5194.152613
9009	 0.00003	 0.00004	 0.00008	 0.00028	 0.03442	 0.00000	 0.00002	 0.00000	 0.00000		201.891207	-5039.079982
10010	 0.00003	 0.00006	 0.00007	 0.00026	 0.03266	 0.00000	 0.00002	 0.00000	 0.00000		201.463904	-5055.778122
11011	 0.00002	 0.00010	 0.00005	 0.00029	 0.03393	 0.00000	 0.00002	 0.00000	 0.00000		196.003717	-5122.488984
12012	 0.00005	 0.00011	 0.00007	 0.00011	 0.03466	 0.00000	 0.00002	 0.00000	 0.00000		210.694990	-5011.484913
13013	 0.00007	 0.00012	 0.00005	 0.00015	 0.03498	 0.00000	 0.00001	 0.00000	 0.00000		196.963902	-5051.293358
