Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00004	 0.00001	 0.00002	 0.02541	 0.00000	 0.00000	 0.00000	 0.00000		216.259090	-3799.921893
1001	 0.00003	 0.00005	 0.00002	 0.00005	 0.02568	 0.00000	 0.00000	 0.00000	 0.00000		209.722337	-3761.110797
2002	 0.00003	 0.00009	 0.00002	 0.00009	 0.02637	 0.00000	 0.00001	 0.00000	 0.00000		197.604979	-3883.624257
3003	 0.00002	 0.00004	 0.00002	 0.00006	 0.02363	 0.00000	 0.00000	 0.00000	 0.00000		214.899211	-3863.294387
4004	 0.00001	 0.00003	 0.00001	 0.00006	 0.02528	 0.00000	 0.00000	 0.00000	 0.00000		220.548376	-3763.997688
5005	 0.00001	 0.00004	 0.00002	 0.00011	 0.02591	 0.00000	 0.00000	 0.00000	 0.00000		212.160099	-3788.168457
6006	 0.00001	 0.00003	 0.00002	 0.00014	 0.02454	 0.00000	 0.00000	 0.00000	 0.00000		212.111512	-3713.631528
7007	 0.00002	 0.00003	 0.00002	 0.00007	 0.02515	 0.00000	 0.00000	 0.00000	 0.00000		214.340433	-3816.951306
8008	 0.00004	 0.00007	 0.00002	 0.00006	 0.02383	 0.00000	 0.00001	 0.00000	 0.00000		206.991773	-3853.215353
9009	 0.00001	 0.00002	 0.00002	 0.00009	 0.02495	 0.00000	 0.00000	 0.00000	 0.00000		218.224028	-3773.981341
10010	 0.00001	 0.00002	 0.00003	 0.00025	 0.02477	 0.00000	 0.00001	 0.00000	 0.00000		202.627700	-3780.093090
11011	 0.00001	 0.00004	 0.00002	 0.00014	 0.02274	 0.00000	 0.00001	 0.00000	 0.00000		208.930229	-3806.593695
12012	 0.00001	 0.00003	 0.00004	 0.00014	 0.02595	 0.00000	 0.00001	 0.00000	 0.00000		216.439304	-3686.526844
