Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00001	 0.00000	 0.00001	 0.06325	 0.00000	 0.00000	 0.00000	 0.00000		231.663844	-10274.717735
1001	 0.00001	 0.00001	 0.00000	 0.00004	 0.06550	 0.00000	 0.00000	 0.00000	 0.00000		231.094319	-10216.357234
2002	 0.00000	 0.00001	 0.00000	 0.00005	 0.06377	 0.00000	 0.00000	 0.00000	 0.00000		221.477438	-9961.719380
3003	 0.00000	 0.00001	 0.00000	 0.00005	 0.06657	 0.00000	 0.00000	 0.00000	 0.00000		231.375690	-10204.949068
4004	 0.00001	 0.00001	 0.00000	 0.00005	 0.06716	 0.00000	 0.00000	 0.00000	 0.00000		222.500916	-10120.066538
5005	 0.00000	 0.00001	 0.00000	 0.00004	 0.06174	 0.00000	 0.00000	 0.00000	 0.00000		232.286452	-10162.558248
6006	 0.00000	 0.00001	 0.00001	 0.00004	 0.06621	 0.00000	 0.00000	 0.00000	 0.00000		230.644766	-10093.447096
7007	 0.00001	 0.00001	 0.00001	 0.00005	 0.06547	 0.00000	 0.00000	 0.00000	 0.00000		227.255649	-9929.685269
8008	 0.00002	 0.00003	 0.00001	 0.00008	 0.06824	 0.00000	 0.00000	 0.00000	 0.00000		207.330085	-10124.760478
9009	 0.00002	 0.00004	 0.00001	 0.00012	 0.06466	 0.00000	 0.00000	 0.00000	 0.00000		202.072464	-10373.074700
10010	 0.00002	 0.00003	 0.00001	 0.00015	 0.06714	 0.00000	 0.00000	 0.00000	 0.00000		203.303866	-10321.211620
11011	 0.00002	 0.00004	 0.00002	 0.00015	 0.06400	 0.00000	 0.00001	 0.00000	 0.00000		203.341905	-10218.963431
12012	 0.00002	 0.00006	 0.00003	 0.00019	 0.06412	 0.00000	 0.00001	 0.00000	 0.00000		201.761657	-10331.382280
13013	 0.00002	 0.00004	 0.00002	 0.00024	 0.06267	 0.00000	 0.00001	 0.00000	 0.00000		201.218904	-10177.940512
14014	 0.00002	 0.00003	 0.00004	 0.00056	 0.06210	 0.00000	 0.00001	 0.00000	 0.00000		192.437959	-10374.654005
15015	 0.00001	 0.00002	 0.00004	 0.00040	 0.06527	 0.00000	 0.00002	 0.00000	 0.00000		198.116544	-10356.824219
16016	 0.00001	 0.00003	 0.00003	 0.00024	 0.06542	 0.00000	 0.00001	 0.00000	 0.00000		204.563891	-10028.404952
17017	 0.00002	 0.00003	 0.00004	 0.00029	 0.06702	 0.00000	 0.00002	 0.00000	 0.00000		200.968322	-9951.354377
