Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00011	 0.00025	 0.00989	 0.01303	 0.00000	 0.00001	 0.01092	 0.00000	 0.00000		156.794346	-5545.283135
1001	 0.00015	 0.00032	 0.00845	 0.01429	 0.00000	 0.00001	 0.01043	 0.00000	 0.00000		157.299158	-5685.610624
2002	 0.00017	 0.00040	 0.01045	 0.01214	 0.00000	 0.00001	 0.01020	 0.00000	 0.00000		155.821067	-5643.595974
3003	 0.00008	 0.00041	 0.00944	 0.01246	 0.00000	 0.00001	 0.01112	 0.00000	 0.00000		156.205247	-5578.240418
4004	 0.00008	 0.00017	 0.00907	 0.01238	 0.00000	 0.00000	 0.01036	 0.00000	 0.00000		159.664506	-5635.593072
5005	 0.00009	 0.00013	 0.00838	 0.01357	 0.00000	 0.00001	 0.01050	 0.00000	 0.00000		164.256454	-5580.698877
6006	 0.00007	 0.00024	 0.00815	 0.01270	 0.00000	 0.00000	 0.01107	 0.00000	 0.00000		154.847178	-5582.486940
7007	 0.00005	 0.00011	 0.00876	 0.01360	 0.00000	 0.00000	 0.01098	 0.00000	 0.00000		156.008553	-5563.057546
8008	 0.00006	 0.00012	 0.00860	 0.01262	 0.00000	 0.00000	 0.00987	 0.00000	 0.00000		159.340264	-5628.979623
9009	 0.00005	 0.00013	 0.01039	 0.01275	 0.00000	 0.00000	 0.01176	 0.00000	 0.00000		158.186340	-5503.222274
10010	 0.00006	 0.00020	 0.00804	 0.01371	 0.00000	 0.00000	 0.00985	 0.00000	 0.00000		156.177724	-5574.031660
11011	 0.00008	 0.00058	 0.00938	 0.01239	 0.00000	 0.00001	 0.01112	 0.00000	 0.00000		158.343085	-5688.595579
12012	 0.00004	 0.00018	 0.00910	 0.01573	 0.00000	 0.00000	 0.01215	 0.00000	 0.00000		162.729068	-5548.277725
13013	 0.00004	 0.00017	 0.00862	 0.01307	 0.00000	 0.00000	 0.01126	 0.00000	 0.00000		155.730046	-5622.360524
14014	 0.00008	 0.00017	 0.00901	 0.01324	 0.00000	 0.00001	 0.01103	 0.00000	 0.00000		163.307857	-5615.472815
15015	 0.00008	 0.00023	 0.00813	 0.01422	 0.00000	 0.00001	 0.01062	 0.00000	 0.00000		161.377711	-5583.534438
16016	 0.00005	 0.00017	 0.00783	 0.01343	 0.00000	 0.00000	 0.01087	 0.00000	 0.00000		163.803457	-5654.775823
17017	 0.00004	 0.00006	 0.01012	 0.01497	 0.00000	 0.00000	 0.01228	 0.00000	 0.00000		168.606663	-5555.369161
18018	 0.00005	 0.00011	 0.00984	 0.01263	 0.00000	 0.00000	 0.01066	 0.00000	 0.00000		157.097855	-5542.165588
19019	 0.00006	 0.00023	 0.00862	 0.01286	 0.00000	 0.00001	 0.01056	 0.00000	 0.00000		165.671654	-5669.213534
20020	 0.00010	 0.00024	 0.00942	 0.01234	 0.00000	 0.00001	 0.01092	 0.00000	 0.00000		162.319010	-5537.208911
21021	 0.00013	 0.00022	 0.00887	 0.01331	 0.00000	 0.00001	 0.01092	 0.00000	 0.00000		160.650260	-5548.118401
22022	 0.00012	 0.00027	 0.00989	 0.01252	 0.00000	 0.00001	 0.01044	 0.00000	 0.00000		158.994071	-5575.179845
23023	 0.00015	 0.00022	 0.00980	 0.01259	 0.00000	 0.00001	 0.01181	 0.00000	 0.00000		164.721965	-5612.085924
24024	 0.00014	 0.00052	 0.00965	 0.01319	 0.00000	 0.00001	 0.00932	 0.00000	 0.00000		165.379067	-5615.072796
25025	 0.00010	 0.00026	 0.00850	 0.01359	 0.00000	 0.00001	 0.01159	 0.00000	 0.00000		158.243489	-5611.428075
26026	 0.00007	 0.00011	 0.01002	 0.01199	 0.00000	 0.00001	 0.01140	 0.00000	 0.00000		169.735439	-5573.242534
27027	 0.00006	 0.00015	 0.00895	 0.01229	 0.00000	 0.00000	 0.01248	 0.00000	 0.00000		160.524941	-5612.405322
28028	 0.00005	 0.00022	 0.00954	 0.01209	 0.00000	 0.00000	 0.01195	 0.00000	 0.00000		161.701614	-5591.149185
29029	 0.00005	 0.00018	 0.00860	 0.01326	 0.00000	 0.00000	 0.01208	 0.00000	 0.00000		166.226158	-5517.203028
30030	 0.00004	 0.00011	 0.00994	 0.01255	 0.00000	 0.00000	 0.01098	 0.00000	 0.00000		160.146396	-5647.814623
31031	 0.00003	 0.00014	 0.00874	 0.01359	 0.00000	 0.00000	 0.00972	 0.00000	 0.00000		164.076748	-5654.838251
32032	 0.00003	 0.00010	 0.00921	 0.01482	 0.00000	 0.00000	 0.01083	 0.00000	 0.00000		168.623857	-5616.767967
33033	 0.00002	 0.00015	 0.00910	 0.01167	 0.00000	 0.00000	 0.01146	 0.00000	 0.00000		162.791816	-5610.708192
34034	 0.00003	 0.00006	 0.00942	 0.01407	 0.00000	 0.00000	 0.01002	 0.00000	 0.00000		170.254024	-5675.204728
35035	 0.00003	 0.00008	 0.00952	 0.01362	 0.00000	 0.00000	 0.01126	 0.00000	 0.00000		162.340913	-5589.779509
36036	 0.00003	 0.00031	 0.00813	 0.01396	 0.00000	 0.00000	 0.01125	 0.00000	 0.00000		159.967109	-5581.199650
37037	 0.00001	 0.00004	 0.00841	 0.01426	 0.00000	 0.00000	 0.01074	 0.00000	 0.00000		166.770208	-5598.541819
38038	 0.00001	 0.00010	 0.00916	 0.01253	 0.00000	 0.00000	 0.01190	 0.00000	 0.00000		158.808780	-5542.034770
39039	 0.00001	 0.00041	 0.00941	 0.01287	 0.00000	 0.00000	 0.01094	 0.00000	 0.00000		164.278641	-5631.809855
40040	 0.00003	 0.00007	 0.00869	 0.01378	 0.00000	 0.00000	 0.01100	 0.00000	 0.00000		171.738609	-5558.281587
41041	 0.00001	 0.00008	 0.00941	 0.01293	 0.00000	 0.00000	 0.01073	 0.00000	 0.00000		174.822030	-5583.698833
42042	 0.00003	 0.00034	 0.00974	 0.01245	 0.00000	 0.00000	 0.01119	 0.00000	 0.00000		162.115579	-5620.271758
43043	 0.00004	 0.00013	 0.01018	 0.01334	 0.00000	 0.00000	 0.01129	 0.00000	 0.00000		155.656349	-5572.598441
44044	 0.00007	 0.00022	 0.00847	 0.01377	 0.00000	 0.00001	 0.01084	 0.00000	 0.00000		156.148533	-5623.772766
45045	 0.00004	 0.00029	 0.00896	 0.01287	 0.00000	 0.00000	 0.00965	 0.00000	 0.00000		158.317444	-5606.512132
46046	 0.00016	 0.00039	 0.00841	 0.01184	 0.00000	 0.00001	 0.01067	 0.00000	 0.00000		147.255417	-5675.931437
47047	 0.00012	 0.00025	 0.00909	 0.01533	 0.00000	 0.00001	 0.00990	 0.00000	 0.00000		154.386687	-5611.889144
48048	 0.00010	 0.00037	 0.00909	 0.01261	 0.00000	 0.00000	 0.01029	 0.00000	 0.00000		150.666443	-5636.970866
49049	 0.00006	 0.00021	 0.00914	 0.01296	 0.00000	 0.00000	 0.01189	 0.00000	 0.00000		156.339230	-5697.001270
50050	 0.00002	 0.00003	 0.01034	 0.01361	 0.00000	 0.00000	 0.01104	 0.00000	 0.00000		160.449597	-5572.514353
51051	 0.00002	 0.00021	 0.00840	 0.01316	 0.00000	 0.00000	 0.01202	 0.00000	 0.00000		160.608007	-5549.132834
52052	 0.00001	 0.00004	 0.00988	 0.01319	 0.00000	 0.00000	 0.01078	 0.00000	 0.00000		168.841835	-5565.022515
53053	 0.00001	 0.00013	 0.00912	 0.01229	 0.00000	 0.00000	 0.01081	 0.00000	 0.00000		160.256554	-5575.692040
54054	 0.00003	 0.00009	 0.00846	 0.01443	 0.00000	 0.00000	 0.01098	 0.00000	 0.00000		164.709140	-5597.746318
55055	 0.00001	 0.00003	 0.00956	 0.01298	 0.00000	 0.00000	 0.01097	 0.00000	 0.00000		175.561104	-5521.449145
56056	 0.00001	 0.00005	 0.00829	 0.01280	 0.00000	 0.00000	 0.01110	 0.00000	 0.00000		173.922801	-5586.589934
57057	 0.00001	 0.00003	 0.00787	 0.01376	 0.00000	 0.00000	 0.01051	 0.00000	 0.00000		169.787133	-5588.465205
58058	 0.00001	 0.00007	 0.00922	 0.01396	 0.00000	 0.00000	 0.01194	 0.00000	 0.00000		160.366053	-5610.661762
59059	 0.00002	 0.00015	 0.01021	 0.01256	 0.00000	 0.00000	 0.01070	 0.00000	 0.00000		158.660392	-5609.042294
60060	 0.00005	 0.00015	 0.00962	 0.01222	 0.00000	 0.00000	 0.01042	 0.00000	 0.00000		161.428016	-5618.308401
61061	 0.00003	 0.00008	 0.00794	 0.01340	 0.00000	 0.00000	 0.01050	 0.00000	 0.00000		163.007261	-5601.329160
62062	 0.00003	 0.00009	 0.00918	 0.01234	 0.00000	 0.00000	 0.01109	 0.00000	 0.00000		156.205171	-5541.909546
63063	 0.00008	 0.00025	 0.00782	 0.01315	 0.00000	 0.00001	 0.01146	 0.00000	 0.00000		152.860019	-5614.644910
64064	 0.00007	 0.00013	 0.00933	 0.01295	 0.00000	 0.00000	 0.01126	 0.00000	 0.00000		157.030207	-5658.050023
65065	 0.00003	 0.00007	 0.00888	 0.01553	 0.00000	 0.00000	 0.01094	 0.00000	 0.00000		159.003731	-5562.380909
66066	 0.00002	 0.00017	 0.00777	 0.01253	 0.00000	 0.00000	 0.01279	 0.00000	 0.00000		157.644045	-5568.965505
67067	 0.00003	 0.00040	 0.00923	 0.01275	 0.00000	 0.00000	 0.01127	 0.00000	 0.00000		152.486407	-5616.763967
68068	 0.00001	 0.00004	 0.00794	 0.01321	 0.00000	 0.00000	 0.00974	 0.00000	 0.00000		172.925185	-5638.141252
69069	 0.00003	 0.00005	 0.01000	 0.01330	 0.00000	 0.00000	 0.01195	 0.00000	 0.00000		155.131956	-5459.598338
70070	 0.00006	 0.00016	 0.00950	 0.01245	 0.00000	 0.00000	 0.01021	 0.00000	 0.00000		152.401232	-5570.669335
71071	 0.00009	 0.00019	 0.00929	 0.01339	 0.00000	 0.00001	 0.01106	 0.00000	 0.00000		157.064804	-5568.911264
72072	 0.00013	 0.00021	 0.00900	 0.01518	 0.00000	 0.00001	 0.01180	 0.00000	 0.00000		156.315189	-5495.943345
73073	 0.00009	 0.00022	 0.00983	 0.01225	 0.00000	 0.00001	 0.01109	 0.00000	 0.00000		160.628183	-5587.504520
74074	 0.00007	 0.00035	 0.01010	 0.01250	 0.00000	 0.00000	 0.01043	 0.00000	 0.00000		158.610458	-5500.012823
75075	 0.00006	 0.00022	 0.00880	 0.01299	 0.00000	 0.00001	 0.01079	 0.00000	 0.00000		164.405257	-5573.039260
76076	 0.00005	 0.00023	 0.00982	 0.01271	 0.00000	 0.00000	 0.01162	 0.00000	 0.00000		157.197529	-5614.027954
77077	 0.00003	 0.00045	 0.00854	 0.01338	 0.00000	 0.00000	 0.01121	 0.00000	 0.00000		157.725190	-5660.352965
78078	 0.00003	 0.00009	 0.01027	 0.01372	 0.00000	 0.00000	 0.01223	 0.00000	 0.00000		153.934838	-5488.187628
79079	 0.00001	 0.00003	 0.00966	 0.01151	 0.00000	 0.00000	 0.01071	 0.00000	 0.00000		168.558849	-5646.813056
80080	 0.00002	 0.00015	 0.00931	 0.01339	 0.00000	 0.00000	 0.00978	 0.00000	 0.00000		159.058067	-5610.457903
81081	 0.00001	 0.00006	 0.00916	 0.01336	 0.00000	 0.00000	 0.01173	 0.00000	 0.00000		160.436622	-5587.319518
82082	 0.00003	 0.00010	 0.00754	 0.01312	 0.00000	 0.00000	 0.01082	 0.00000	 0.00000		162.097249	-5627.285533
83083	 0.00003	 0.00006	 0.00806	 0.01313	 0.00000	 0.00000	 0.01110	 0.00000	 0.00000		169.944830	-5539.148252
84084	 0.00006	 0.00018	 0.00936	 0.01395	 0.00000	 0.00000	 0.01188	 0.00000	 0.00000		163.510344	-5607.756117
85085	 0.00004	 0.00006	 0.00769	 0.01363	 0.00000	 0.00000	 0.01139	 0.00000	 0.00000		163.953436	-5586.337980
86086	 0.00003	 0.00023	 0.00912	 0.01391	 0.00000	 0.00000	 0.01191	 0.00000	 0.00000		164.815279	-5506.395111
87087	 0.00006	 0.00021	 0.00983	 0.01235	 0.00000	 0.00000	 0.01239	 0.00000	 0.00000		161.310832	-5591.041629
88088	 0.00005	 0.00009	 0.00865	 0.01322	 0.00000	 0.00000	 0.01093	 0.00000	 0.00000		165.183953	-5620.200890
89089	 0.00004	 0.00009	 0.00786	 0.01311	 0.00000	 0.00000	 0.01084	 0.00000	 0.00000		161.986692	-5517.024755
90090	 0.00004	 0.00014	 0.00910	 0.01271	 0.00000	 0.00000	 0.01043	 0.00000	 0.00000		160.506218	-5646.666113
91091	 0.00004	 0.00023	 0.00934	 0.01319	 0.00000	 0.00000	 0.00983	 0.00000	 0.00000		165.370798	-5582.824096
92092	 0.00003	 0.00028	 0.00820	 0.01358	 0.00000	 0.00000	 0.01134	 0.00000	 0.00000		160.938896	-5563.650236
93093	 0.00011	 0.00021	 0.01188	 0.01140	 0.00000	 0.00000	 0.01168	 0.00000	 0.00000		153.353850	-5566.788884
94094	 0.00012	 0.00030	 0.00940	 0.01216	 0.00000	 0.00001	 0.01068	 0.00000	 0.00000		153.491141	-5609.064585
95095	 0.00006	 0.00040	 0.00922	 0.01258	 0.00000	 0.00000	 0.01092	 0.00000	 0.00000		158.433195	-5628.533026
96096	 0.00005	 0.00015	 0.01031	 0.01354	 0.00000	 0.00000	 0.01234	 0.00000	 0.00000		157.677339	-5513.381919
97097	 0.00003	 0.00013	 0.00840	 0.01239	 0.00000	 0.00000	 0.01066	 0.00000	 0.00000		165.272699	-5691.367740
98098	 0.00005	 0.00025	 0.00774	 0.01286	 0.00000	 0.00000	 0.01189	 0.00000	 0.00000		150.677787	-5561.485134
99099	 0.00014	 0.00035	 0.00897	 0.01352	 0.00000	 0.00001	 0.01147	 0.00000	 0.00000		151.949821	-5570.338605
100100	 0.00010	 0.00008	 0.00810	 0.01423	 0.00000	 0.00000	 0.01083	 0.00000	 0.00000		152.150695	-5605.456067
101101	 0.00003	 0.00008	 0.00909	 0.01338	 0.00000	 0.00000	 0.00988	 0.00000	 0.00000		158.643606	-5631.112484
102102	 0.00003	 0.00009	 0.00738	 0.01308	 0.00000	 0.00000	 0.01064	 0.00000	 0.00000		159.543454	-5572.245501
103103	 0.00002	 0.00007	 0.00904	 0.01392	 0.00000	 0.00000	 0.00969	 0.00000	 0.00000		170.048523	-5625.474684
104104	 0.00002	 0.00012	 0.00944	 0.01244	 0.00000	 0.00000	 0.01074	 0.00000	 0.00000		168.418234	-5578.644987
105105	 0.00006	 0.00013	 0.00912	 0.01463	 0.00000	 0.00000	 0.01089	 0.00000	 0.00000		156.911635	-5603.671253
106106	 0.00005	 0.00015	 0.00927	 0.01336	 0.00000	 0.00000	 0.01134	 0.00000	 0.00000		158.529533	-5672.960440
107107	 0.00019	 0.00029	 0.00773	 0.01285	 0.00000	 0.00001	 0.00979	 0.00000	 0.00000		162.145704	-5631.478221
108108	 0.00006	 0.00028	 0.00838	 0.01344	 0.00000	 0.00001	 0.01098	 0.00000	 0.00000		163.692151	-5594.312310
109109	 0.00010	 0.00040	 0.00840	 0.01352	 0.00000	 0.00001	 0.01082	 0.00000	 0.00000		158.490863	-5716.752290
110110	 0.00007	 0.00043	 0.00943	 0.01241	 0.00000	 0.00001	 0.01064	 0.00000	 0.00000		157.451544	-5615.350784
111111	 0.00006	 0.00028	 0.00959	 0.01503	 0.00000	 0.00000	 0.01097	 0.00000	 0.00000		153.236584	-5666.330088
112112	 0.00004	 0.00014	 0.01056	 0.01581	 0.00000	 0.00000	 0.01233	 0.00000	 0.00000		163.139258	-5403.991752
113113	 0.00003	 0.00006	 0.00941	 0.01262	 0.00000	 0.00000	 0.01057	 0.00000	 0.00000		165.028395	-5665.044718
114114	 0.00004	 0.00008	 0.00951	 0.01243	 0.00000	 0.00000	 0.01137	 0.00000	 0.00000		166.038432	-5593.850545
115115	 0.00003	 0.00021	 0.00925	 0.01222	 0.00000	 0.00000	 0.01197	 0.00000	 0.00000		159.232132	-5594.607900
116116	 0.00003	 0.00013	 0.00952	 0.01356	 0.00000	 0.00000	 0.01035	 0.00000	 0.00000		153.788662	-5675.072248
117117	 0.00004	 0.00018	 0.00813	 0.01298	 0.00000	 0.00000	 0.01060	 0.00000	 0.00000		161.274141	-5666.540302
118118	 0.00001	 0.00012	 0.00879	 0.01399	 0.00000	 0.00000	 0.01162	 0.00000	 0.00000		161.870202	-5475.370746
119119	 0.00002	 0.00005	 0.00920	 0.01339	 0.00000	 0.00000	 0.01012	 0.00000	 0.00000		170.110423	-5597.609968
120120	 0.00002	 0.00011	 0.01031	 0.01321	 0.00000	 0.00000	 0.01083	 0.00000	 0.00000		165.022641	-5565.547815
121121	 0.00004	 0.00017	 0.00766	 0.01125	 0.00000	 0.00000	 0.01017	 0.00000	 0.00000		166.000745	-5676.386577
122122	 0.00004	 0.00017	 0.00935	 0.01110	 0.00000	 0.00000	 0.01029	 0.00000	 0.00000		167.495099	-5643.232186
123123	 0.00004	 0.00016	 0.00923	 0.01388	 0.00000	 0.00000	 0.01080	 0.00000	 0.00000		158.207110	-5625.529429
124124	 0.00007	 0.00023	 0.00874	 0.01408	 0.00000	 0.00001	 0.01069	 0.00000	 0.00000		162.532327	-5636.983331
125125	 0.00026	 0.00061	 0.00804	 0.01300	 0.00000	 0.00002	 0.01152	 0.00000	 0.00000		153.132702	-5566.128896
126126	 0.00015	 0.00031	 0.00843	 0.01473	 0.00000	 0.00001	 0.01103	 0.00000	 0.00000		153.832561	-5602.358710
127127	 0.00005	 0.00032	 0.00785	 0.01325	 0.00000	 0.00000	 0.01046	 0.00000	 0.00000		164.108004	-5595.336775
128128	 0.00005	 0.00015	 0.00850	 0.01316	 0.00000	 0.00000	 0.01021	 0.00000	 0.00000		166.087303	-5578.764228
129129	 0.00003	 0.00008	 0.00963	 0.01312	 0.00000	 0.00000	 0.01162	 0.00000	 0.00000		165.639310	-5579.634309
130130	 0.00002	 0.00009	 0.00890	 0.01322	 0.00000	 0.00000	 0.01109	 0.00000	 0.00000		167.615901	-5519.986114
131131	 0.00002	 0.00018	 0.00888	 0.01337	 0.00000	 0.00000	 0.01033	 0.00000	 0.00000		166.049092	-5615.362806
132132	 0.00003	 0.00010	 0.00878	 0.01355	 0.00000	 0.00000	 0.01032	 0.00000	 0.00000		162.261761	-5531.521705
133133	 0.00004	 0.00005	 0.00931	 0.01220	 0.00000	 0.00000	 0.01209	 0.00000	 0.00000		162.413186	-5634.115857
134134	 0.00004	 0.00027	 0.00675	 0.01275	 0.00000	 0.00000	 0.01048	 0.00000	 0.00000		160.365460	-5752.467086
135135	 0.00011	 0.00015	 0.00843	 0.01359	 0.00000	 0.00000	 0.01081	 0.00000	 0.00000		158.472259	-5619.411207
136136	 0.00012	 0.00041	 0.00889	 0.01169	 0.00000	 0.00001	 0.01030	 0.00000	 0.00000		160.903619	-5654.603849
137137	 0.00016	 0.00029	 0.00779	 0.01296	 0.00000	 0.00001	 0.00992	 0.00000	 0.00000		159.906474	-5693.917402
