Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00003	 0.00001	 0.00003	 0.04440	 0.00000	 0.00000	 0.00000	 0.00000		218.900081	-6660.582799
1001	 0.00001	 0.00002	 0.00000	 0.00001	 0.04166	 0.00000	 0.00000	 0.00000	 0.00000		230.511961	-6752.548350
2002	 0.00002	 0.00004	 0.00001	 0.00001	 0.04299	 0.00000	 0.00000	 0.00000	 0.00000		225.421157	-6674.041035
3003	 0.00001	 0.00004	 0.00001	 0.00001	 0.04541	 0.00000	 0.00000	 0.00000	 0.00000		223.408211	-6572.383749
4004	 0.00002	 0.00003	 0.00001	 0.00003	 0.04483	 0.00000	 0.00000	 0.00000	 0.00000		220.001226	-6550.628468
5005	 0.00002	 0.00003	 0.00001	 0.00006	 0.04333	 0.00000	 0.00000	 0.00000	 0.00000		208.949591	-6642.905380
6006	 0.00002	 0.00004	 0.00001	 0.00007	 0.04312	 0.00000	 0.00000	 0.00000	 0.00000		210.703079	-6680.479500
7007	 0.00001	 0.00002	 0.00002	 0.00013	 0.04104	 0.00000	 0.00001	 0.00000	 0.00000		208.641793	-6658.158653
8008	 0.00003	 0.00003	 0.00002	 0.00019	 0.04404	 0.00000	 0.00001	 0.00000	 0.00000		203.521709	-6634.616095
9009	 0.00002	 0.00002	 0.00002	 0.00014	 0.04169	 0.00000	 0.00001	 0.00000	 0.00000		210.233711	-6850.410957
10010	 0.00003	 0.00006	 0.00003	 0.00025	 0.04141	 0.00000	 0.00001	 0.00000	 0.00000		192.764668	-6736.564851
11011	 0.00006	 0.00008	 0.00006	 0.00033	 0.04474	 0.00000	 0.00002	 0.00000	 0.00000		191.419759	-6603.348020
12012	 0.00005	 0.00012	 0.00009	 0.00073	 0.04345	 0.00000	 0.00003	 0.00000	 0.00000		180.393761	-6606.868259
13013	 0.00003	 0.00005	 0.00004	 0.00023	 0.04201	 0.00000	 0.00001	 0.00000	 0.00000		198.823967	-6724.973786
14014	 0.00004	 0.00006	 0.00004	 0.00040	 0.04330	 0.00000	 0.00001	 0.00000	 0.00000		186.299625	-6621.808711
15015	 0.00003	 0.00004	 0.00003	 0.00012	 0.04205	 0.00000	 0.00001	 0.00000	 0.00000		209.958027	-6777.109038
