Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00001	 0.00000	 0.00005	 0.02184	 0.00000	 0.00000	 0.00000	 0.00000		234.506209	-3471.584429
1001	 0.00000	 0.00001	 0.00000	 0.00009	 0.02107	 0.00000	 0.00000	 0.00000	 0.00000		243.877796	-3362.983252
2002	 0.00001	 0.00001	 0.00000	 0.00005	 0.02131	 0.00000	 0.00000	 0.00000	 0.00000		239.435065	-3364.468775
3003	 0.00001	 0.00001	 0.00000	 0.00002	 0.02256	 0.00000	 0.00000	 0.00000	 0.00000		247.794484	-3317.865633
4004	 0.00002	 0.00002	 0.00001	 0.00008	 0.02148	 0.00000	 0.00000	 0.00000	 0.00000		228.898056	-3386.005927
5005	 0.00004	 0.00003	 0.00001	 0.00013	 0.02197	 0.00000	 0.00000	 0.00000	 0.00000		210.851660	-3393.344615
6006	 0.00002	 0.00002	 0.00001	 0.00013	 0.02111	 0.00000	 0.00000	 0.00000	 0.00000		228.835663	-3432.916708
7007	 0.00004	 0.00004	 0.00001	 0.00011	 0.02002	 0.00000	 0.00000	 0.00000	 0.00000		210.887138	-3506.822175
8008	 0.00001	 0.00001	 0.00000	 0.00004	 0.02082	 0.00000	 0.00000	 0.00000	 0.00000		244.354426	-3424.348070
9009	 0.00003	 0.00003	 0.00001	 0.00008	 0.02177	 0.00000	 0.00000	 0.00000	 0.00000		220.659135	-3443.451914
10010	 0.00006	 0.00004	 0.00001	 0.00008	 0.02292	 0.00000	 0.00000	 0.00000	 0.00000		212.533099	-3392.626981
11011	 0.00003	 0.00003	 0.00001	 0.00003	 0.02159	 0.00000	 0.00000	 0.00000	 0.00000		232.355199	-3411.508357
12012	 0.00006	 0.00008	 0.00002	 0.00007	 0.02240	 0.00000	 0.00001	 0.00000	 0.00000		213.292746	-3383.404613
13013	 0.00002	 0.00003	 0.00001	 0.00020	 0.02057	 0.00000	 0.00001	 0.00000	 0.00000		219.037205	-3415.145142
14014	 0.00003	 0.00015	 0.00001	 0.00007	 0.02210	 0.00000	 0.00001	 0.00000	 0.00000		211.413212	-3348.828872
15015	 0.00003	 0.00006	 0.00001	 0.00008	 0.02142	 0.00000	 0.00000	 0.00000	 0.00000		217.332065	-3361.828243
16016	 0.00002	 0.00003	 0.00001	 0.00019	 0.01981	 0.00000	 0.00001	 0.00000	 0.00000		222.833799	-3401.186605
17017	 0.00003	 0.00004	 0.00002	 0.00031	 0.02296	 0.00000	 0.00001	 0.00000	 0.00000		209.961556	-3410.593360
18018	 0.00005	 0.00004	 0.00002	 0.00013	 0.02248	 0.00000	 0.00001	 0.00000	 0.00000		224.256327	-3305.444202
19019	 0.00003	 0.00004	 0.00002	 0.00012	 0.02071	 0.00000	 0.00001	 0.00000	 0.00000		222.972841	-3341.826615
