Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00005	 0.00010	 0.00002	 0.00029	 0.01749	 0.00001	 0.00001	 0.00000		209.178037	-2881.075941
1001	 0.00002	 0.00004	 0.00001	 0.00032	 0.01703	 0.00000	 0.00000	 0.00000		216.867783	-2849.534303
2002	 0.00005	 0.00006	 0.00002	 0.00032	 0.01749	 0.00000	 0.00001	 0.00000		208.862371	-2871.328287
3003	 0.00005	 0.00007	 0.00001	 0.00010	 0.01740	 0.00000	 0.00001	 0.00000		210.836935	-2870.901500
4004	 0.00004	 0.00007	 0.00001	 0.00008	 0.01804	 0.00000	 0.00001	 0.00000		213.545296	-2824.240049
5005	 0.00007	 0.00011	 0.00003	 0.00017	 0.01862	 0.00001	 0.00001	 0.00000		205.447902	-2842.248110
6006	 0.00016	 0.00023	 0.00005	 0.00026	 0.01860	 0.00002	 0.00002	 0.00000		193.499321	-2813.176829
7007	 0.00019	 0.00032	 0.00006	 0.00023	 0.01792	 0.00002	 0.00002	 0.00000		188.181976	-2888.490339
8008	 0.00007	 0.00012	 0.00003	 0.00012	 0.01723	 0.00001	 0.00001	 0.00000		204.852934	-2839.259112
9009	 0.00022	 0.00036	 0.00007	 0.00005	 0.02061	 0.00003	 0.00003	 0.00000		185.522785	-2767.471338
10010	 0.00020	 0.00020	 0.00005	 0.00007	 0.01834	 0.00002	 0.00002	 0.00000		192.778539	-2911.397527
11011	 0.00011	 0.00022	 0.00004	 0.00016	 0.01802	 0.00001	 0.00002	 0.00000		199.036307	-2787.852963
12012	 0.00009	 0.00019	 0.00003	 0.00024	 0.01764	 0.00001	 0.00001	 0.00000		198.300077	-2859.618596
13013	 0.00022	 0.00042	 0.00006	 0.00020	 0.01843	 0.00002	 0.00002	 0.00000		179.578073	-2869.617112
14014	 0.00013	 0.00025	 0.00004	 0.00005	 0.01750	 0.00002	 0.00002	 0.00000		191.662830	-2918.480961
15015	 0.00013	 0.00017	 0.00004	 0.00009	 0.01742	 0.00002	 0.00002	 0.00000		197.661049	-2794.377018
16016	 0.00009	 0.00012	 0.00002	 0.00008	 0.01674	 0.00001	 0.00001	 0.00000		208.195796	-2869.186555
17017	 0.00009	 0.00017	 0.00003	 0.00023	 0.02026	 0.00001	 0.00001	 0.00000		192.284619	-2793.024412
18018	 0.00006	 0.00013	 0.00002	 0.00008	 0.01858	 0.00001	 0.00001	 0.00000		194.986815	-2881.253402
19019	 0.00004	 0.00010	 0.00001	 0.00011	 0.01740	 0.00001	 0.00001	 0.00000		207.681051	-2957.151476
20020	 0.00003	 0.00004	 0.00001	 0.00007	 0.01690	 0.00000	 0.00000	 0.00000		222.220841	-2874.837205
21021	 0.00004	 0.00008	 0.00001	 0.00012	 0.01765	 0.00000	 0.00000	 0.00000		206.970253	-2878.179111
22022	 0.00004	 0.00006	 0.00001	 0.00004	 0.01803	 0.00000	 0.00000	 0.00000		211.316878	-2978.025859
23023	 0.00002	 0.00004	 0.00001	 0.00000	 0.01747	 0.00000	 0.00000	 0.00000		226.979440	-2812.466048
24024	 0.00002	 0.00004	 0.00001	 0.00011	 0.01849	 0.00000	 0.00000	 0.00000		217.806311	-2843.520946
25025	 0.00001	 0.00001	 0.00000	 0.00007	 0.01930	 0.00000	 0.00000	 0.00000		233.785250	-2851.563953
26026	 0.00001	 0.00003	 0.00001	 0.00008	 0.01817	 0.00000	 0.00000	 0.00000		227.767916	-2769.423762
27027	 0.00001	 0.00002	 0.00000	 0.00008	 0.01832	 0.00000	 0.00000	 0.00000		230.628441	-2836.098082
