Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00020	 0.00016	 0.00010	 0.00007	 0.01086	 0.00002	 0.00002	 0.00000		212.391570	-1679.918074
1001	 0.00029	 0.00043	 0.00028	 0.00027	 0.00858	 0.00002	 0.00006	 0.00000		194.160477	-1774.945805
2002	 0.00011	 0.00014	 0.00015	 0.00023	 0.00986	 0.00001	 0.00004	 0.00000		203.702008	-1771.557959
3003	 0.00008	 0.00008	 0.00012	 0.00017	 0.01029	 0.00001	 0.00003	 0.00000		214.400616	-1709.139686
4004	 0.00013	 0.00009	 0.00019	 0.00036	 0.00948	 0.00001	 0.00005	 0.00000		200.644192	-1731.856733
5005	 0.00010	 0.00015	 0.00034	 0.00044	 0.00991	 0.00001	 0.00008	 0.00000		194.739494	-1704.098157
6006	 0.00016	 0.00018	 0.00022	 0.00028	 0.01044	 0.00001	 0.00004	 0.00000		193.497884	-1687.642918
7007	 0.00006	 0.00008	 0.00016	 0.00025	 0.00931	 0.00001	 0.00003	 0.00000		205.762608	-1756.897501
8008	 0.00003	 0.00005	 0.00009	 0.00013	 0.01134	 0.00000	 0.00002	 0.00000		219.371438	-1675.902189
9009	 0.00008	 0.00014	 0.00015	 0.00031	 0.01148	 0.00001	 0.00004	 0.00000		199.719278	-1728.634300
10010	 0.00007	 0.00006	 0.00007	 0.00010	 0.01018	 0.00000	 0.00002	 0.00000		218.586269	-1702.237820
11011	 0.00015	 0.00016	 0.00011	 0.00014	 0.00949	 0.00001	 0.00003	 0.00000		204.817633	-1761.802029
12012	 0.00009	 0.00008	 0.00007	 0.00005	 0.00999	 0.00001	 0.00001	 0.00000		219.805722	-1757.886725
13013	 0.00009	 0.00005	 0.00008	 0.00012	 0.00978	 0.00001	 0.00002	 0.00000		217.957683	-1705.353100
14014	 0.00011	 0.00008	 0.00014	 0.00025	 0.01052	 0.00001	 0.00003	 0.00000		201.367385	-1675.675676
15015	 0.00012	 0.00009	 0.00008	 0.00018	 0.01099	 0.00001	 0.00002	 0.00000		205.994686	-1695.778053
16016	 0.00015	 0.00027	 0.00013	 0.00014	 0.00937	 0.00002	 0.00003	 0.00000		200.486769	-1717.854309
17017	 0.00009	 0.00016	 0.00009	 0.00012	 0.01133	 0.00001	 0.00002	 0.00000		207.902063	-1695.896249
18018	 0.00003	 0.00008	 0.00004	 0.00006	 0.01099	 0.00000	 0.00001	 0.00000		215.251106	-1733.468268
19019	 0.00006	 0.00009	 0.00003	 0.00003	 0.01169	 0.00000	 0.00001	 0.00000		235.087026	-1731.857840
20020	 0.00005	 0.00009	 0.00003	 0.00001	 0.01067	 0.00000	 0.00001	 0.00000		237.881999	-1719.713335
21021	 0.00007	 0.00005	 0.00002	 0.00001	 0.01120	 0.00000	 0.00000	 0.00000		235.539022	-1653.315755
