Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00010	 0.00023	 0.01902	 0.02552	 0.00000	 0.00001	 0.02275	 0.00000		140.450813	-10864.929160
1001	 0.00012	 0.00022	 0.01668	 0.02745	 0.00000	 0.00001	 0.02214	 0.00000		149.342806	-11152.409111
2002	 0.00016	 0.00009	 0.02143	 0.02658	 0.00000	 0.00000	 0.02452	 0.00000		144.165037	-10930.712026
3003	 0.00005	 0.00011	 0.01593	 0.02831	 0.00000	 0.00000	 0.02263	 0.00000		149.379111	-10951.230544
4004	 0.00007	 0.00007	 0.01729	 0.02597	 0.00000	 0.00000	 0.02107	 0.00000		158.281554	-10878.035132
5005	 0.00006	 0.00013	 0.01778	 0.02372	 0.00000	 0.00000	 0.02314	 0.00000		147.144897	-10933.200057
6006	 0.00005	 0.00008	 0.01972	 0.02387	 0.00000	 0.00000	 0.02393	 0.00000		149.259233	-10997.097323
7007	 0.00004	 0.00004	 0.01686	 0.02768	 0.00000	 0.00000	 0.02203	 0.00000		163.072402	-10760.608228
8008	 0.00008	 0.00027	 0.01551	 0.02749	 0.00000	 0.00001	 0.02245	 0.00000		151.033949	-11012.861261
9009	 0.00018	 0.00026	 0.01729	 0.02677	 0.00000	 0.00001	 0.02011	 0.00000		156.619911	-10973.487110
10010	 0.00023	 0.00036	 0.01843	 0.02580	 0.00000	 0.00001	 0.02063	 0.00000		153.479341	-10969.833194
11011	 0.00032	 0.00028	 0.01930	 0.02434	 0.00000	 0.00001	 0.02384	 0.00000		144.932256	-11132.046017
12012	 0.00020	 0.00055	 0.01778	 0.02457	 0.00000	 0.00001	 0.02139	 0.00000		145.838001	-11023.254612
13013	 0.00012	 0.00010	 0.01754	 0.02667	 0.00000	 0.00001	 0.02166	 0.00000		152.162691	-10902.642254
14014	 0.00007	 0.00015	 0.01624	 0.02255	 0.00000	 0.00001	 0.02558	 0.00000		152.776178	-10813.720905
15015	 0.00006	 0.00020	 0.01834	 0.02358	 0.00000	 0.00000	 0.02233	 0.00000		151.477657	-10921.040475
16016	 0.00008	 0.00013	 0.01766	 0.02586	 0.00000	 0.00000	 0.02664	 0.00000		146.109541	-11009.621272
17017	 0.00007	 0.00026	 0.01745	 0.02457	 0.00000	 0.00000	 0.02081	 0.00000		139.933952	-11072.144907
18018	 0.00012	 0.00024	 0.01871	 0.02518	 0.00000	 0.00001	 0.02029	 0.00000		150.521572	-11007.722311
19019	 0.00007	 0.00009	 0.01929	 0.02485	 0.00000	 0.00000	 0.01979	 0.00000		153.703498	-10930.312313
20020	 0.00006	 0.00006	 0.01813	 0.02816	 0.00000	 0.00000	 0.02235	 0.00000		149.490370	-11015.587119
21021	 0.00005	 0.00041	 0.01600	 0.02620	 0.00000	 0.00000	 0.02208	 0.00000		140.081786	-10973.595427
22022	 0.00005	 0.00012	 0.01852	 0.02385	 0.00000	 0.00000	 0.02064	 0.00000		147.261368	-11065.473082
23023	 0.00007	 0.00016	 0.01834	 0.02793	 0.00000	 0.00000	 0.02285	 0.00000		145.174361	-10962.070854
24024	 0.00020	 0.00034	 0.01777	 0.02450	 0.00000	 0.00001	 0.02216	 0.00000		142.664089	-10899.935988
25025	 0.00020	 0.00038	 0.01636	 0.02854	 0.00000	 0.00001	 0.02078	 0.00000		145.279463	-10935.758321
26026	 0.00019	 0.00017	 0.01997	 0.02296	 0.00000	 0.00001	 0.02282	 0.00000		148.085396	-10878.735013
27027	 0.00008	 0.00015	 0.01751	 0.02624	 0.00000	 0.00001	 0.02254	 0.00000		150.207875	-11001.255477
28028	 0.00016	 0.00047	 0.02062	 0.02584	 0.00000	 0.00001	 0.02186	 0.00000		139.688832	-11028.625013
29029	 0.00036	 0.00045	 0.01677	 0.02590	 0.00000	 0.00001	 0.02098	 0.00000		137.016422	-11159.206718
30030	 0.00029	 0.00053	 0.01784	 0.02393	 0.00000	 0.00002	 0.02130	 0.00000		145.855153	-11021.035462
31031	 0.00028	 0.00041	 0.01527	 0.02737	 0.00000	 0.00002	 0.02313	 0.00000		141.170692	-10891.412871
32032	 0.00024	 0.00049	 0.01651	 0.02716	 0.00000	 0.00002	 0.01990	 0.00000		149.521530	-10946.560233
33033	 0.00020	 0.00053	 0.01955	 0.02565	 0.00000	 0.00001	 0.02198	 0.00000		142.553607	-10946.644952
