Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00004	 0.00006	 0.00006	 0.00017	 0.02537	 0.00000	 0.00001	 0.00000		202.420583	-3787.282645
1001	 0.00006	 0.00014	 0.00005	 0.00010	 0.02654	 0.00001	 0.00001	 0.00000		198.092104	-3661.108674
2002	 0.00002	 0.00008	 0.00002	 0.00003	 0.02594	 0.00000	 0.00000	 0.00000		208.631613	-3845.586338
3003	 0.00001	 0.00002	 0.00001	 0.00001	 0.02359	 0.00000	 0.00000	 0.00000		229.750289	-3897.045506
4004	 0.00001	 0.00002	 0.00001	 0.00001	 0.02426	 0.00000	 0.00000	 0.00000		235.837400	-3775.202960
5005	 0.00000	 0.00001	 0.00000	 0.00001	 0.02346	 0.00000	 0.00000	 0.00000		252.762193	-3759.428874
6006	 0.00000	 0.00001	 0.00000	 0.00002	 0.02561	 0.00000	 0.00000	 0.00000		244.063595	-3844.304742
7007	 0.00000	 0.00000	 0.00000	 0.00001	 0.02455	 0.00000	 0.00000	 0.00000		258.961771	-3756.537095
8008	 0.00000	 0.00000	 0.00000	 0.00001	 0.02433	 0.00000	 0.00000	 0.00000		267.533903	-3703.930985
9009	 0.00000	 0.00000	 0.00000	 0.00001	 0.02580	 0.00000	 0.00000	 0.00000		253.065101	-3753.092867
10010	 0.00000	 0.00000	 0.00000	 0.00007	 0.02406	 0.00000	 0.00000	 0.00000		237.142249	-3837.198073
11011	 0.00000	 0.00000	 0.00000	 0.00002	 0.02536	 0.00000	 0.00000	 0.00000		242.833800	-3772.294328
12012	 0.00000	 0.00000	 0.00000	 0.00003	 0.02466	 0.00000	 0.00000	 0.00000		237.164354	-3829.217525
13013	 0.00000	 0.00001	 0.00001	 0.00007	 0.02509	 0.00000	 0.00000	 0.00000		233.094589	-3730.283025
14014	 0.00000	 0.00001	 0.00001	 0.00005	 0.02672	 0.00000	 0.00000	 0.00000		235.863923	-3685.800996
15015	 0.00001	 0.00002	 0.00003	 0.00025	 0.02616	 0.00000	 0.00001	 0.00000		210.323690	-3775.305497
16016	 0.00003	 0.00006	 0.00007	 0.00027	 0.02362	 0.00000	 0.00002	 0.00000		200.575997	-3792.046503
17017	 0.00001	 0.00005	 0.00005	 0.00030	 0.02552	 0.00000	 0.00001	 0.00000		205.570926	-3715.153760
18018	 0.00003	 0.00007	 0.00008	 0.00023	 0.02264	 0.00000	 0.00002	 0.00000		201.550289	-3897.358770
19019	 0.00002	 0.00008	 0.00005	 0.00017	 0.02415	 0.00000	 0.00001	 0.00000		205.778004	-3803.257619
20020	 0.00003	 0.00005	 0.00004	 0.00025	 0.02292	 0.00000	 0.00001	 0.00000		205.962647	-3886.058344
21021	 0.00007	 0.00020	 0.00008	 0.00027	 0.02418	 0.00001	 0.00002	 0.00000		191.832380	-3787.784201
22022	 0.00003	 0.00008	 0.00007	 0.00033	 0.02452	 0.00000	 0.00001	 0.00000		190.504317	-3908.300681
23023	 0.00005	 0.00014	 0.00008	 0.00018	 0.02435	 0.00001	 0.00002	 0.00000		201.768577	-3682.244920
24024	 0.00007	 0.00013	 0.00007	 0.00021	 0.02431	 0.00001	 0.00002	 0.00000		194.424069	-3645.063775
25025	 0.00004	 0.00007	 0.00005	 0.00014	 0.02587	 0.00000	 0.00001	 0.00000		206.565522	-3645.058202
26026	 0.00001	 0.00002	 0.00003	 0.00031	 0.02264	 0.00000	 0.00001	 0.00000		207.098632	-3818.403276
27027	 0.00002	 0.00006	 0.00006	 0.00028	 0.02364	 0.00000	 0.00002	 0.00000		201.862244	-3736.335646
28028	 0.00003	 0.00004	 0.00008	 0.00033	 0.02342	 0.00000	 0.00002	 0.00000		203.131896	-3752.445831
29029	 0.00001	 0.00001	 0.00007	 0.00018	 0.02304	 0.00000	 0.00001	 0.00000		221.039074	-3796.289317
30030	 0.00002	 0.00006	 0.00010	 0.00040	 0.02568	 0.00000	 0.00002	 0.00000		197.776263	-3825.503570
31031	 0.00006	 0.00010	 0.00022	 0.00062	 0.02299	 0.00001	 0.00005	 0.00000		187.279366	-3806.968904
32032	 0.00003	 0.00004	 0.00012	 0.00044	 0.02445	 0.00000	 0.00003	 0.00000		201.601821	-3725.015311
33033	 0.00002	 0.00004	 0.00009	 0.00030	 0.02317	 0.00000	 0.00002	 0.00000		207.143226	-3781.918782
