Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00001	 0.00000	 0.00006	 0.01773	 0.00000	 0.00000	 0.00000		233.469810	-2843.131009
1001	 0.00000	 0.00000	 0.00000	 0.00006	 0.01974	 0.00000	 0.00000	 0.00000		228.006517	-2854.235649
2002	 0.00000	 0.00000	 0.00000	 0.00012	 0.01877	 0.00000	 0.00000	 0.00000		252.760746	-2838.661777
3003	 0.00000	 0.00000	 0.00000	 0.00006	 0.01828	 0.00000	 0.00000	 0.00000		251.001304	-2787.513375
4004	 0.00000	 0.00000	 0.00000	 0.00003	 0.01759	 0.00000	 0.00000	 0.00000		291.829384	-2766.078101
5005	 0.00000	 0.00000	 0.00000	 0.00010	 0.01781	 0.00000	 0.00000	 0.00000		264.942189	-2876.243269
6006	 0.00000	 0.00000	 0.00000	 0.00007	 0.01769	 0.00000	 0.00000	 0.00000		253.901897	-2838.989845
7007	 0.00000	 0.00000	 0.00000	 0.00009	 0.01772	 0.00000	 0.00000	 0.00000		244.680818	-2895.671409
8008	 0.00000	 0.00000	 0.00000	 0.00016	 0.01781	 0.00000	 0.00000	 0.00000		250.469064	-2786.427666
9009	 0.00001	 0.00001	 0.00000	 0.00003	 0.01782	 0.00000	 0.00000	 0.00000		224.455985	-2870.518343
10010	 0.00000	 0.00001	 0.00000	 0.00007	 0.01755	 0.00000	 0.00000	 0.00000		226.245973	-2837.050271
11011	 0.00000	 0.00001	 0.00000	 0.00001	 0.01752	 0.00000	 0.00000	 0.00000		227.894436	-2871.826083
12012	 0.00001	 0.00001	 0.00000	 0.00003	 0.01802	 0.00000	 0.00000	 0.00000		235.488470	-2867.394489
13013	 0.00001	 0.00002	 0.00000	 0.00009	 0.01678	 0.00000	 0.00000	 0.00000		217.087426	-2771.524459
14014	 0.00001	 0.00008	 0.00000	 0.00018	 0.01796	 0.00000	 0.00000	 0.00000		205.058860	-2820.684692
15015	 0.00000	 0.00001	 0.00000	 0.00001	 0.01746	 0.00000	 0.00000	 0.00000		238.240818	-2847.420842
16016	 0.00000	 0.00001	 0.00000	 0.00006	 0.01707	 0.00000	 0.00000	 0.00000		235.363840	-2839.650578
17017	 0.00001	 0.00001	 0.00000	 0.00008	 0.01642	 0.00000	 0.00000	 0.00000		235.469776	-2724.293494
18018	 0.00001	 0.00001	 0.00000	 0.00012	 0.01869	 0.00000	 0.00000	 0.00000		226.357849	-2832.440927
19019	 0.00000	 0.00001	 0.00000	 0.00008	 0.01772	 0.00000	 0.00000	 0.00000		232.876994	-2776.222811
20020	 0.00001	 0.00001	 0.00000	 0.00001	 0.01714	 0.00000	 0.00000	 0.00000		240.781152	-2831.231199
21021	 0.00000	 0.00003	 0.00000	 0.00001	 0.01789	 0.00000	 0.00000	 0.00000		220.448554	-2915.659527
22022	 0.00001	 0.00007	 0.00000	 0.00016	 0.01929	 0.00000	 0.00000	 0.00000		208.217037	-2838.381315
23023	 0.00001	 0.00001	 0.00000	 0.00011	 0.01669	 0.00000	 0.00000	 0.00000		232.170763	-2925.132314
24024	 0.00001	 0.00001	 0.00000	 0.00002	 0.01621	 0.00000	 0.00000	 0.00000		241.574142	-2839.710120
25025	 0.00001	 0.00002	 0.00000	 0.00001	 0.01969	 0.00000	 0.00000	 0.00000		217.532006	-2771.647670
26026	 0.00001	 0.00003	 0.00000	 0.00001	 0.01690	 0.00000	 0.00000	 0.00000		228.610282	-2785.636722
27027	 0.00001	 0.00001	 0.00000	 0.00004	 0.01802	 0.00000	 0.00000	 0.00000		223.725065	-2819.307266
28028	 0.00001	 0.00001	 0.00000	 0.00004	 0.01630	 0.00000	 0.00000	 0.00000		229.160832	-2877.294991
29029	 0.00001	 0.00002	 0.00000	 0.00005	 0.01914	 0.00000	 0.00000	 0.00000		213.659947	-2868.662303
30030	 0.00001	 0.00004	 0.00001	 0.00003	 0.01848	 0.00000	 0.00000	 0.00000		212.209933	-2815.502346
31031	 0.00003	 0.00004	 0.00001	 0.00006	 0.01747	 0.00000	 0.00000	 0.00000		211.223700	-2813.351211
32032	 0.00002	 0.00006	 0.00001	 0.00011	 0.01809	 0.00000	 0.00000	 0.00000		214.232333	-2855.556581
33033	 0.00003	 0.00004	 0.00001	 0.00017	 0.01878	 0.00000	 0.00000	 0.00000		203.545807	-2762.018849
34034	 0.00002	 0.00005	 0.00001	 0.00004	 0.01735	 0.00000	 0.00000	 0.00000		206.601870	-2820.440080
35035	 0.00002	 0.00003	 0.00001	 0.00003	 0.01774	 0.00000	 0.00000	 0.00000		231.914854	-2732.858060
36036	 0.00001	 0.00002	 0.00001	 0.00003	 0.01851	 0.00000	 0.00000	 0.00000		227.291784	-2880.158015
37037	 0.00001	 0.00002	 0.00001	 0.00025	 0.01717	 0.00000	 0.00000	 0.00000		211.738334	-2831.914660
38038	 0.00001	 0.00001	 0.00000	 0.00013	 0.01718	 0.00000	 0.00000	 0.00000		221.323099	-2882.528372
39039	 0.00000	 0.00002	 0.00000	 0.00018	 0.01688	 0.00000	 0.00000	 0.00000		218.777834	-2902.165847
40040	 0.00001	 0.00001	 0.00000	 0.00016	 0.01706	 0.00000	 0.00000	 0.00000		216.203907	-2794.864872
41041	 0.00001	 0.00002	 0.00000	 0.00025	 0.01686	 0.00000	 0.00000	 0.00000		223.908959	-2802.590523
42042	 0.00000	 0.00002	 0.00000	 0.00010	 0.01834	 0.00000	 0.00000	 0.00000		217.137164	-2826.051318
43043	 0.00001	 0.00001	 0.00000	 0.00005	 0.01835	 0.00000	 0.00000	 0.00000		218.872164	-2868.450881
44044	 0.00000	 0.00002	 0.00000	 0.00012	 0.01764	 0.00000	 0.00000	 0.00000		225.441546	-2876.731199
45045	 0.00001	 0.00001	 0.00000	 0.00004	 0.01905	 0.00000	 0.00000	 0.00000		217.965257	-2811.134796
46046	 0.00000	 0.00000	 0.00000	 0.00006	 0.01769	 0.00000	 0.00000	 0.00000		254.913653	-2848.992516
47047	 0.00000	 0.00000	 0.00000	 0.00002	 0.01799	 0.00000	 0.00000	 0.00000		248.922419	-2825.393203
48048	 0.00000	 0.00001	 0.00000	 0.00003	 0.01677	 0.00000	 0.00000	 0.00000		236.327139	-2932.837999
49049	 0.00000	 0.00001	 0.00000	 0.00006	 0.01824	 0.00000	 0.00000	 0.00000		227.047195	-2833.849577
50050	 0.00000	 0.00001	 0.00000	 0.00003	 0.01812	 0.00000	 0.00000	 0.00000		228.930167	-2823.113206
51051	 0.00001	 0.00001	 0.00000	 0.00014	 0.01882	 0.00000	 0.00000	 0.00000		227.078943	-2776.252029
52052	 0.00000	 0.00000	 0.00000	 0.00003	 0.01624	 0.00000	 0.00000	 0.00000		248.492959	-2845.574377
53053	 0.00000	 0.00001	 0.00000	 0.00005	 0.01604	 0.00000	 0.00000	 0.00000		235.193880	-2869.197928
54054	 0.00001	 0.00004	 0.00001	 0.00008	 0.01868	 0.00000	 0.00000	 0.00000		218.402691	-2829.100670
55055	 0.00001	 0.00004	 0.00001	 0.00016	 0.01659	 0.00000	 0.00000	 0.00000		204.666000	-2946.386895
56056	 0.00001	 0.00003	 0.00001	 0.00015	 0.01750	 0.00000	 0.00000	 0.00000		216.221806	-2892.940071
57057	 0.00003	 0.00007	 0.00002	 0.00029	 0.01795	 0.00000	 0.00001	 0.00000		204.685505	-2769.776300
58058	 0.00008	 0.00015	 0.00005	 0.00019	 0.01733	 0.00001	 0.00001	 0.00000		198.222230	-2851.233991
59059	 0.00010	 0.00017	 0.00003	 0.00019	 0.01811	 0.00001	 0.00001	 0.00000		190.462970	-2848.542242
60060	 0.00017	 0.00031	 0.00007	 0.00041	 0.01687	 0.00001	 0.00002	 0.00000		183.795938	-2835.030098
61061	 0.00005	 0.00009	 0.00002	 0.00011	 0.01669	 0.00000	 0.00001	 0.00000		207.991277	-2839.057801
62062	 0.00012	 0.00019	 0.00008	 0.00041	 0.01708	 0.00001	 0.00002	 0.00000		186.178826	-2850.817083
63063	 0.00007	 0.00021	 0.00004	 0.00038	 0.01573	 0.00001	 0.00001	 0.00000		190.204369	-2921.211200
64064	 0.00013	 0.00030	 0.00005	 0.00047	 0.01765	 0.00001	 0.00002	 0.00000		180.794214	-2868.942373
