Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00005	 0.00004	 0.00001	 0.00020	 0.00718	 0.00000	 0.00001	 0.00000		216.961117	-1078.752540
1001	 0.00007	 0.00003	 0.00001	 0.00011	 0.00670	 0.00000	 0.00001	 0.00000		224.008516	-1080.611709
2002	 0.00002	 0.00002	 0.00001	 0.00007	 0.00698	 0.00000	 0.00000	 0.00000		234.859167	-1064.599653
3003	 0.00005	 0.00004	 0.00001	 0.00004	 0.00555	 0.00000	 0.00000	 0.00000		229.213410	-1092.963927
4004	 0.00012	 0.00011	 0.00002	 0.00012	 0.00650	 0.00001	 0.00001	 0.00000		212.353732	-1074.199609
5005	 0.00007	 0.00007	 0.00003	 0.00009	 0.00608	 0.00001	 0.00001	 0.00000		225.408707	-1035.341434
6006	 0.00019	 0.00024	 0.00005	 0.00013	 0.00646	 0.00003	 0.00003	 0.00000		205.940557	-1035.973278
7007	 0.00010	 0.00009	 0.00003	 0.00010	 0.00593	 0.00001	 0.00001	 0.00000		214.405300	-1075.004457
8008	 0.00015	 0.00008	 0.00003	 0.00005	 0.00576	 0.00001	 0.00001	 0.00000		219.530607	-1112.840187
9009	 0.00011	 0.00005	 0.00002	 0.00006	 0.00641	 0.00001	 0.00001	 0.00000		228.684743	-1080.903869
10010	 0.00008	 0.00007	 0.00003	 0.00020	 0.00586	 0.00001	 0.00002	 0.00000		221.720446	-1079.228829
11011	 0.00007	 0.00010	 0.00002	 0.00022	 0.00664	 0.00001	 0.00001	 0.00000		214.368887	-1061.650125
12012	 0.00005	 0.00006	 0.00001	 0.00015	 0.00538	 0.00001	 0.00001	 0.00000		227.089728	-1141.372091
13013	 0.00012	 0.00007	 0.00002	 0.00005	 0.00625	 0.00001	 0.00001	 0.00000		223.491407	-1085.218036
14014	 0.00006	 0.00005	 0.00001	 0.00019	 0.00659	 0.00000	 0.00000	 0.00000		214.900379	-1116.088122
15015	 0.00001	 0.00001	 0.00000	 0.00006	 0.00594	 0.00000	 0.00000	 0.00000		251.841537	-1081.025068
16016	 0.00001	 0.00001	 0.00000	 0.00009	 0.00575	 0.00000	 0.00000	 0.00000		260.113786	-1101.972891
17017	 0.00002	 0.00002	 0.00000	 0.00008	 0.00628	 0.00000	 0.00000	 0.00000		232.271018	-1103.838763
18018	 0.00001	 0.00006	 0.00001	 0.00010	 0.00683	 0.00000	 0.00000	 0.00000		234.519561	-1062.921168
19019	 0.00004	 0.00003	 0.00001	 0.00016	 0.00603	 0.00000	 0.00000	 0.00000		232.217488	-1104.823132
20020	 0.00003	 0.00011	 0.00001	 0.00006	 0.00670	 0.00000	 0.00000	 0.00000		221.327160	-1066.524835
21021	 0.00009	 0.00020	 0.00003	 0.00017	 0.00762	 0.00001	 0.00001	 0.00000		199.451470	-1081.817611
22022	 0.00009	 0.00008	 0.00002	 0.00007	 0.00590	 0.00001	 0.00001	 0.00000		223.252120	-1076.083475
23023	 0.00005	 0.00005	 0.00001	 0.00005	 0.00589	 0.00000	 0.00000	 0.00000		228.265479	-1097.810728
24024	 0.00008	 0.00003	 0.00001	 0.00000	 0.00553	 0.00000	 0.00000	 0.00000		241.841252	-1074.995869
25025	 0.00031	 0.00037	 0.00004	 0.00007	 0.00566	 0.00002	 0.00002	 0.00000		197.664870	-1121.380376
26026	 0.00009	 0.00012	 0.00004	 0.00016	 0.00616	 0.00001	 0.00002	 0.00000		223.657786	-1035.147909
27027	 0.00011	 0.00011	 0.00003	 0.00018	 0.00703	 0.00001	 0.00001	 0.00000		210.196366	-1038.713294
28028	 0.00009	 0.00005	 0.00001	 0.00006	 0.00603	 0.00000	 0.00001	 0.00000		221.081698	-1072.587095
29029	 0.00002	 0.00001	 0.00001	 0.00010	 0.00610	 0.00000	 0.00000	 0.00000		246.854100	-1071.573253
30030	 0.00010	 0.00006	 0.00002	 0.00007	 0.00514	 0.00001	 0.00001	 0.00000		223.904452	-1131.057454
31031	 0.00018	 0.00012	 0.00003	 0.00005	 0.00613	 0.00001	 0.00001	 0.00000		204.153346	-1097.249924
32032	 0.00007	 0.00009	 0.00002	 0.00014	 0.00511	 0.00001	 0.00001	 0.00000		216.577763	-1106.199380
33033	 0.00003	 0.00004	 0.00001	 0.00007	 0.00717	 0.00000	 0.00000	 0.00000		222.758078	-1062.977812
34034	 0.00003	 0.00004	 0.00001	 0.00006	 0.00627	 0.00000	 0.00000	 0.00000		235.223699	-1105.027792
35035	 0.00024	 0.00009	 0.00003	 0.00005	 0.00580	 0.00001	 0.00001	 0.00000		211.784421	-1106.538399
36036	 0.00014	 0.00011	 0.00002	 0.00017	 0.00565	 0.00001	 0.00001	 0.00000		210.464840	-1097.008950
37037	 0.00013	 0.00009	 0.00003	 0.00005	 0.00533	 0.00001	 0.00001	 0.00000		219.359345	-1116.059939
38038	 0.00015	 0.00013	 0.00004	 0.00013	 0.00611	 0.00002	 0.00002	 0.00000		207.866716	-1074.024685
39039	 0.00015	 0.00012	 0.00003	 0.00008	 0.00697	 0.00001	 0.00001	 0.00000		207.529709	-1113.448888
