Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00014	 0.00022	 0.01012	 0.00986	 0.00000	 0.00001	 0.01087	 0.00000		164.427768	-5206.014527
1001	 0.00021	 0.00043	 0.01018	 0.01233	 0.00000	 0.00001	 0.00960	 0.00000		156.459184	-5304.615142
2002	 0.00005	 0.00042	 0.00929	 0.01226	 0.00000	 0.00000	 0.00852	 0.00000		164.181973	-5344.438300
3003	 0.00005	 0.00014	 0.00939	 0.01029	 0.00000	 0.00000	 0.00925	 0.00000		162.351602	-5389.269425
4004	 0.00004	 0.00013	 0.00915	 0.01269	 0.00000	 0.00000	 0.00919	 0.00000		168.955829	-5303.158200
5005	 0.00007	 0.00021	 0.01103	 0.01202	 0.00000	 0.00001	 0.01037	 0.00000		164.077828	-5233.541715
6006	 0.00006	 0.00009	 0.00878	 0.01167	 0.00000	 0.00000	 0.00900	 0.00000		175.994721	-5193.860319
7007	 0.00003	 0.00015	 0.00893	 0.01200	 0.00000	 0.00000	 0.00862	 0.00000		174.679968	-5285.216296
8008	 0.00003	 0.00012	 0.01007	 0.01123	 0.00000	 0.00000	 0.01063	 0.00000		171.094172	-5306.866288
9009	 0.00007	 0.00022	 0.00882	 0.01180	 0.00000	 0.00001	 0.00960	 0.00000		168.622727	-5271.465101
10010	 0.00023	 0.00036	 0.00884	 0.01051	 0.00000	 0.00002	 0.00872	 0.00000		159.642734	-5284.459636
11011	 0.00013	 0.00041	 0.00906	 0.01197	 0.00000	 0.00001	 0.00831	 0.00000		164.603662	-5280.927499
12012	 0.00010	 0.00015	 0.00907	 0.01184	 0.00000	 0.00001	 0.01073	 0.00000		169.941435	-5164.434485
13013	 0.00022	 0.00020	 0.00932	 0.01232	 0.00000	 0.00002	 0.01051	 0.00000		167.074294	-5225.828561
14014	 0.00018	 0.00041	 0.00946	 0.01119	 0.00000	 0.00001	 0.01056	 0.00000		159.981803	-5338.716789
15015	 0.00009	 0.00020	 0.00972	 0.01207	 0.00000	 0.00001	 0.01122	 0.00000		163.232126	-5173.048362
16016	 0.00004	 0.00012	 0.00878	 0.01244	 0.00000	 0.00000	 0.01015	 0.00000		178.905900	-5442.340311
17017	 0.00005	 0.00014	 0.00940	 0.01091	 0.00000	 0.00000	 0.01035	 0.00000		165.379754	-5268.892406
18018	 0.00002	 0.00004	 0.00925	 0.01062	 0.00000	 0.00000	 0.01008	 0.00000		183.107621	-5260.178074
19019	 0.00001	 0.00003	 0.00874	 0.01150	 0.00000	 0.00000	 0.01176	 0.00000		174.470785	-5305.575511
20020	 0.00001	 0.00001	 0.01010	 0.01137	 0.00000	 0.00000	 0.01082	 0.00000		178.025781	-5193.969429
21021	 0.00001	 0.00001	 0.00841	 0.01122	 0.00000	 0.00000	 0.01051	 0.00000		185.766111	-5357.568222
22022	 0.00001	 0.00002	 0.00854	 0.01243	 0.00000	 0.00000	 0.00953	 0.00000		171.995848	-5341.881415
23023	 0.00001	 0.00003	 0.00958	 0.01211	 0.00000	 0.00000	 0.00948	 0.00000		180.574429	-5257.766919
24024	 0.00001	 0.00004	 0.00964	 0.01061	 0.00000	 0.00000	 0.00927	 0.00000		182.027969	-5287.369517
25025	 0.00001	 0.00005	 0.00837	 0.01298	 0.00000	 0.00000	 0.01036	 0.00000		183.391124	-5275.559203
26026	 0.00003	 0.00002	 0.00902	 0.01287	 0.00000	 0.00000	 0.01106	 0.00000		182.436761	-5201.604396
27027	 0.00003	 0.00003	 0.00902	 0.01170	 0.00000	 0.00000	 0.01022	 0.00000		176.650363	-5294.909422
28028	 0.00003	 0.00004	 0.00901	 0.01296	 0.00000	 0.00000	 0.00978	 0.00000		185.644699	-5212.323252
29029	 0.00004	 0.00004	 0.01076	 0.01113	 0.00000	 0.00000	 0.00865	 0.00000		184.341740	-5272.703819
30030	 0.00008	 0.00016	 0.00933	 0.01139	 0.00000	 0.00001	 0.01056	 0.00000		167.430409	-5259.255966
31031	 0.00007	 0.00015	 0.00972	 0.01246	 0.00000	 0.00001	 0.00986	 0.00000		169.430883	-5232.240319
32032	 0.00005	 0.00008	 0.00792	 0.01250	 0.00000	 0.00000	 0.00941	 0.00000		170.281757	-5277.202289
33033	 0.00006	 0.00012	 0.00900	 0.01165	 0.00000	 0.00000	 0.00925	 0.00000		169.063160	-5230.495525
34034	 0.00005	 0.00018	 0.01006	 0.01308	 0.00000	 0.00000	 0.00966	 0.00000		167.890520	-5213.987532
35035	 0.00007	 0.00012	 0.00954	 0.01220	 0.00000	 0.00001	 0.00994	 0.00000		167.305111	-5288.572376
36036	 0.00004	 0.00011	 0.01033	 0.01130	 0.00000	 0.00000	 0.00814	 0.00000		179.020002	-5331.159983
37037	 0.00003	 0.00009	 0.01059	 0.01306	 0.00000	 0.00000	 0.00934	 0.00000		171.720446	-5247.465004
38038	 0.00006	 0.00011	 0.00957	 0.01182	 0.00000	 0.00000	 0.00981	 0.00000		169.028728	-5220.014324
39039	 0.00005	 0.00008	 0.01095	 0.01260	 0.00000	 0.00000	 0.01005	 0.00000		166.799570	-5244.906727
40040	 0.00004	 0.00013	 0.00963	 0.01132	 0.00000	 0.00000	 0.00992	 0.00000		169.104352	-5342.131492
41041	 0.00030	 0.00045	 0.00900	 0.01062	 0.00000	 0.00002	 0.00940	 0.00000		155.332984	-5325.665213
42042	 0.00012	 0.00020	 0.00883	 0.01145	 0.00000	 0.00001	 0.01001	 0.00000		158.451015	-5300.715721
43043	 0.00023	 0.00015	 0.00942	 0.01137	 0.00000	 0.00001	 0.00987	 0.00000		153.141970	-5233.311942
44044	 0.00012	 0.00025	 0.00959	 0.01294	 0.00000	 0.00001	 0.01017	 0.00000		157.254850	-5270.353473
45045	 0.00021	 0.00021	 0.00965	 0.01198	 0.00000	 0.00001	 0.01090	 0.00000		155.535021	-5259.918424
46046	 0.00011	 0.00029	 0.00864	 0.01133	 0.00000	 0.00001	 0.01030	 0.00000		158.809020	-5236.895026
47047	 0.00041	 0.00041	 0.00909	 0.01178	 0.00001	 0.00003	 0.01038	 0.00000		151.284006	-5225.255393
48048	 0.00021	 0.00023	 0.00916	 0.01199	 0.00000	 0.00001	 0.00881	 0.00000		156.554006	-5279.498126
49049	 0.00011	 0.00010	 0.00871	 0.01153	 0.00001	 0.00001	 0.00951	 0.00000		159.496678	-5303.840929
50050	 0.00007	 0.00015	 0.00891	 0.01291	 0.00004	 0.00001	 0.00975	 0.00000		154.998930	-5217.693740
51051	 0.00009	 0.00010	 0.00875	 0.01269	 0.00003	 0.00001	 0.01035	 0.00000		162.751841	-5183.135456
52052	 0.00014	 0.00020	 0.00880	 0.01138	 0.00002	 0.00001	 0.01008	 0.00000		156.297891	-5248.361454
53053	 0.00018	 0.00033	 0.00944	 0.01214	 0.00000	 0.00002	 0.00940	 0.00000		156.051973	-5268.786291
54054	 0.00008	 0.00032	 0.01018	 0.01206	 0.00000	 0.00001	 0.00884	 0.00000		161.704336	-5238.459145
55055	 0.00006	 0.00017	 0.00966	 0.01290	 0.00000	 0.00000	 0.00973	 0.00000		156.989550	-5295.365896
56056	 0.00006	 0.00012	 0.00856	 0.01127	 0.00000	 0.00001	 0.00959	 0.00000		171.780384	-5298.364336
57057	 0.00017	 0.00023	 0.00936	 0.01100	 0.00000	 0.00001	 0.00970	 0.00000		163.675721	-5251.545314
58058	 0.00017	 0.00035	 0.00975	 0.01336	 0.00000	 0.00001	 0.00949	 0.00000		161.093196	-5244.365587
59059	 0.00013	 0.00020	 0.00857	 0.01124	 0.00000	 0.00001	 0.00982	 0.00000		168.175381	-5236.802579
60060	 0.00013	 0.00029	 0.00993	 0.01217	 0.00000	 0.00001	 0.01007	 0.00000		159.067405	-5208.286496
61061	 0.00020	 0.00032	 0.00967	 0.01096	 0.00000	 0.00002	 0.01046	 0.00000		166.338516	-5226.485742
62062	 0.00013	 0.00018	 0.00904	 0.01166	 0.00000	 0.00001	 0.00982	 0.00000		170.292059	-5274.177367
63063	 0.00019	 0.00032	 0.00952	 0.01003	 0.00000	 0.00002	 0.00958	 0.00000		166.046661	-5240.327550
64064	 0.00009	 0.00026	 0.00968	 0.01156	 0.00000	 0.00001	 0.00973	 0.00000		165.534366	-5245.359975
65065	 0.00015	 0.00028	 0.00919	 0.01090	 0.00000	 0.00001	 0.00972	 0.00000		166.128137	-5204.364597
66066	 0.00009	 0.00012	 0.01003	 0.01157	 0.00000	 0.00001	 0.00934	 0.00000		175.449724	-5258.132390
67067	 0.00012	 0.00010	 0.00933	 0.01223	 0.00000	 0.00001	 0.01022	 0.00000		171.488495	-5244.585599
68068	 0.00017	 0.00029	 0.01067	 0.01021	 0.00000	 0.00001	 0.01021	 0.00000		161.886790	-5208.840715
69069	 0.00009	 0.00019	 0.00933	 0.01278	 0.00000	 0.00001	 0.00954	 0.00000		162.981182	-5232.399766
70070	 0.00009	 0.00012	 0.00992	 0.01088	 0.00000	 0.00000	 0.00904	 0.00000		163.936655	-5273.497217
71071	 0.00006	 0.00011	 0.00939	 0.01163	 0.00000	 0.00000	 0.00952	 0.00000		166.385099	-5197.629494
72072	 0.00006	 0.00014	 0.00889	 0.01137	 0.00000	 0.00000	 0.00941	 0.00000		168.488785	-5257.390324
73073	 0.00005	 0.00019	 0.01047	 0.01288	 0.00000	 0.00001	 0.00988	 0.00000		166.360589	-5326.552183
74074	 0.00006	 0.00010	 0.00975	 0.01108	 0.00000	 0.00000	 0.00909	 0.00000		167.562872	-5239.049570
75075	 0.00008	 0.00020	 0.00934	 0.01312	 0.00000	 0.00000	 0.00877	 0.00000		155.531127	-5238.274047
76076	 0.00006	 0.00010	 0.00784	 0.01234	 0.00000	 0.00000	 0.01071	 0.00000		166.176499	-5176.712498
77077	 0.00008	 0.00007	 0.00954	 0.01379	 0.00000	 0.00000	 0.00967	 0.00000		167.849696	-5189.339620
78078	 0.00043	 0.00043	 0.01006	 0.01026	 0.00000	 0.00002	 0.00980	 0.00000		152.970480	-5356.970288
79079	 0.00012	 0.00017	 0.00953	 0.01203	 0.00000	 0.00001	 0.01081	 0.00000		163.916188	-5148.224852
80080	 0.00007	 0.00011	 0.00835	 0.01236	 0.00000	 0.00001	 0.01055	 0.00000		168.104903	-5172.591092
81081	 0.00004	 0.00023	 0.00942	 0.01128	 0.00000	 0.00000	 0.00950	 0.00000		163.868229	-5327.652903
82082	 0.00006	 0.00012	 0.01011	 0.01226	 0.00000	 0.00000	 0.00914	 0.00000		166.837080	-5237.751680
83083	 0.00007	 0.00008	 0.01019	 0.01179	 0.00000	 0.00001	 0.00959	 0.00000		170.098371	-5246.427201
84084	 0.00008	 0.00008	 0.01001	 0.01269	 0.00000	 0.00000	 0.00899	 0.00000		170.067607	-5246.769263
85085	 0.00005	 0.00010	 0.00886	 0.01326	 0.00000	 0.00000	 0.00878	 0.00000		166.514293	-5184.995915
86086	 0.00005	 0.00012	 0.00932	 0.01260	 0.00000	 0.00000	 0.00973	 0.00000		164.609345	-5305.662216
87087	 0.00004	 0.00011	 0.01096	 0.01129	 0.00000	 0.00000	 0.00911	 0.00000		173.634691	-5253.620867
88088	 0.00008	 0.00009	 0.00862	 0.01186	 0.00000	 0.00000	 0.00960	 0.00000		168.916607	-5358.257006
89089	 0.00005	 0.00023	 0.00929	 0.01251	 0.00000	 0.00000	 0.00986	 0.00000		166.878954	-5191.293205
90090	 0.00009	 0.00011	 0.00904	 0.01073	 0.00000	 0.00001	 0.00921	 0.00000		172.592713	-5322.839006
91091	 0.00005	 0.00015	 0.00822	 0.01136	 0.00000	 0.00000	 0.00999	 0.00000		168.134408	-5266.303729
92092	 0.00009	 0.00024	 0.00894	 0.01199	 0.00000	 0.00001	 0.00999	 0.00000		170.524724	-5235.296954
93093	 0.00009	 0.00010	 0.00865	 0.01206	 0.00000	 0.00001	 0.01010	 0.00000		174.903512	-5200.430225
94094	 0.00006	 0.00005	 0.00958	 0.01171	 0.00000	 0.00000	 0.01006	 0.00000		175.296120	-5254.556182
95095	 0.00006	 0.00018	 0.00874	 0.01123	 0.00000	 0.00000	 0.01016	 0.00000		164.931492	-5266.441633
96096	 0.00016	 0.00035	 0.00819	 0.01150	 0.00000	 0.00001	 0.00982	 0.00000		167.738894	-5222.376373
97097	 0.00020	 0.00030	 0.00794	 0.01152	 0.00000	 0.00002	 0.00934	 0.00000		172.939572	-5313.717480
98098	 0.00016	 0.00015	 0.00978	 0.01300	 0.00000	 0.00001	 0.00960	 0.00000		173.033564	-5258.583043
99099	 0.00018	 0.00043	 0.00935	 0.01016	 0.00000	 0.00001	 0.01071	 0.00000		161.192221	-5219.495079
