Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00004	 0.00000	 0.00008	 0.01583	 0.00000	 0.00000	 0.00000		211.897567	-2569.594165
1001	 0.00001	 0.00004	 0.00000	 0.00006	 0.01674	 0.00000	 0.00000	 0.00000		202.377824	-2599.648881
2002	 0.00001	 0.00009	 0.00000	 0.00002	 0.01540	 0.00000	 0.00000	 0.00000		210.047472	-2669.471786
3003	 0.00001	 0.00003	 0.00000	 0.00018	 0.01441	 0.00000	 0.00000	 0.00000		213.508358	-2679.642686
4004	 0.00001	 0.00002	 0.00000	 0.00006	 0.01594	 0.00000	 0.00000	 0.00000		226.536490	-2566.817719
5005	 0.00002	 0.00007	 0.00000	 0.00009	 0.01722	 0.00000	 0.00000	 0.00000		199.702845	-2581.668869
6006	 0.00001	 0.00012	 0.00001	 0.00004	 0.01475	 0.00000	 0.00000	 0.00000		214.910973	-2610.084276
7007	 0.00002	 0.00010	 0.00001	 0.00005	 0.01645	 0.00000	 0.00000	 0.00000		205.548248	-2659.746314
8008	 0.00003	 0.00014	 0.00001	 0.00008	 0.01721	 0.00000	 0.00000	 0.00000		198.565095	-2563.010563
9009	 0.00007	 0.00015	 0.00002	 0.00009	 0.01509	 0.00001	 0.00001	 0.00000		195.919354	-2568.937763
10010	 0.00003	 0.00013	 0.00002	 0.00005	 0.01635	 0.00000	 0.00000	 0.00000		211.579110	-2588.620620
11011	 0.00004	 0.00007	 0.00001	 0.00006	 0.01495	 0.00000	 0.00000	 0.00000		212.866760	-2635.149631
12012	 0.00004	 0.00012	 0.00001	 0.00003	 0.01647	 0.00000	 0.00000	 0.00000		205.878356	-2596.396915
13013	 0.00008	 0.00024	 0.00003	 0.00006	 0.01562	 0.00001	 0.00001	 0.00000		184.183070	-2656.309920
14014	 0.00007	 0.00017	 0.00002	 0.00003	 0.01455	 0.00001	 0.00001	 0.00000		194.653231	-2645.610862
