Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00002	 0.00002	 0.00016	 0.02366	 0.00000	 0.00001	 0.00000		210.200667	-3914.405262
1001	 0.00001	 0.00004	 0.00002	 0.00031	 0.02500	 0.00000	 0.00001	 0.00000		202.725252	-3931.047884
2002	 0.00001	 0.00003	 0.00001	 0.00009	 0.02452	 0.00000	 0.00000	 0.00000		214.049560	-3871.569935
3003	 0.00001	 0.00002	 0.00001	 0.00016	 0.02506	 0.00000	 0.00000	 0.00000		212.000479	-3914.289163
4004	 0.00001	 0.00004	 0.00000	 0.00027	 0.02692	 0.00000	 0.00000	 0.00000		197.302822	-3947.714263
5005	 0.00001	 0.00003	 0.00000	 0.00006	 0.02516	 0.00000	 0.00000	 0.00000		203.323599	-3898.432048
6006	 0.00001	 0.00002	 0.00000	 0.00001	 0.02429	 0.00000	 0.00000	 0.00000		228.113330	-3909.035870
7007	 0.00000	 0.00001	 0.00000	 0.00000	 0.02449	 0.00000	 0.00000	 0.00000		248.431202	-3959.241932
8008	 0.00000	 0.00001	 0.00000	 0.00001	 0.02470	 0.00000	 0.00000	 0.00000		233.491240	-3893.830320
9009	 0.00001	 0.00001	 0.00000	 0.00000	 0.02473	 0.00000	 0.00000	 0.00000		245.480015	-3912.148279
10010	 0.00000	 0.00001	 0.00000	 0.00000	 0.02541	 0.00000	 0.00000	 0.00000		253.834465	-3875.442158
11011	 0.00000	 0.00001	 0.00000	 0.00001	 0.02636	 0.00000	 0.00000	 0.00000		227.688563	-3979.907047
12012	 0.00000	 0.00001	 0.00000	 0.00004	 0.02430	 0.00000	 0.00000	 0.00000		224.659054	-4064.942423
13013	 0.00000	 0.00000	 0.00000	 0.00007	 0.02729	 0.00000	 0.00000	 0.00000		240.161066	-3836.434948
14014	 0.00000	 0.00000	 0.00000	 0.00004	 0.02541	 0.00000	 0.00000	 0.00000		242.463193	-3883.806957
15015	 0.00000	 0.00000	 0.00000	 0.00001	 0.02598	 0.00000	 0.00000	 0.00000		266.877665	-3771.567722
16016	 0.00000	 0.00000	 0.00000	 0.00001	 0.02599	 0.00000	 0.00000	 0.00000		254.275014	-3906.607279
17017	 0.00000	 0.00000	 0.00000	 0.00002	 0.02429	 0.00000	 0.00000	 0.00000		238.045868	-3935.367747
18018	 0.00001	 0.00002	 0.00000	 0.00004	 0.02488	 0.00000	 0.00000	 0.00000		224.126098	-3850.374901
19019	 0.00001	 0.00002	 0.00001	 0.00007	 0.02641	 0.00000	 0.00000	 0.00000		220.038824	-3813.483114
20020	 0.00001	 0.00003	 0.00001	 0.00005	 0.02416	 0.00000	 0.00000	 0.00000		221.353920	-3985.263702
21021	 0.00002	 0.00010	 0.00001	 0.00009	 0.02506	 0.00000	 0.00000	 0.00000		201.152435	-3887.556910
22022	 0.00002	 0.00002	 0.00001	 0.00008	 0.02417	 0.00000	 0.00000	 0.00000		220.847442	-3810.357417
