Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00007	 0.00007	 0.00005	 0.00038	 0.02178	 0.00000	 0.00002	 0.00000		199.814348	-3325.924990
1001	 0.00008	 0.00009	 0.00007	 0.00072	 0.02104	 0.00001	 0.00004	 0.00000		195.098417	-3504.405332
2002	 0.00003	 0.00002	 0.00006	 0.00064	 0.02182	 0.00000	 0.00003	 0.00000		208.875447	-3382.455422
3003	 0.00001	 0.00001	 0.00006	 0.00032	 0.02093	 0.00000	 0.00003	 0.00000		220.500127	-3380.296703
4004	 0.00001	 0.00001	 0.00003	 0.00052	 0.02302	 0.00000	 0.00001	 0.00000		220.324836	-3325.617963
5005	 0.00001	 0.00002	 0.00005	 0.00061	 0.02152	 0.00000	 0.00002	 0.00000		212.466437	-3358.400055
6006	 0.00001	 0.00002	 0.00002	 0.00025	 0.01952	 0.00000	 0.00001	 0.00000		217.465426	-3553.675479
7007	 0.00005	 0.00004	 0.00004	 0.00034	 0.02074	 0.00000	 0.00002	 0.00000		208.074804	-3310.190981
8008	 0.00004	 0.00005	 0.00002	 0.00022	 0.02187	 0.00000	 0.00001	 0.00000		215.147077	-3285.281124
9009	 0.00002	 0.00002	 0.00001	 0.00007	 0.02204	 0.00000	 0.00000	 0.00000		223.672882	-3344.838156
10010	 0.00001	 0.00002	 0.00001	 0.00009	 0.02183	 0.00000	 0.00000	 0.00000		224.072630	-3393.980800
11011	 0.00002	 0.00004	 0.00001	 0.00004	 0.02313	 0.00000	 0.00000	 0.00000		236.377243	-3297.276060
12012	 0.00004	 0.00006	 0.00001	 0.00003	 0.02417	 0.00000	 0.00000	 0.00000		203.295173	-3484.787353
13013	 0.00002	 0.00006	 0.00000	 0.00010	 0.02110	 0.00000	 0.00000	 0.00000		208.676691	-3519.487800
14014	 0.00001	 0.00001	 0.00000	 0.00003	 0.02064	 0.00000	 0.00000	 0.00000		237.372818	-3364.239572
