Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00008	 0.00006	 0.00009	 0.00027	 0.01262	 0.00000	 0.00002	 0.00000		201.156475	-2141.283906
1001	 0.00002	 0.00004	 0.00003	 0.00012	 0.01314	 0.00000	 0.00001	 0.00000		223.966264	-2179.745167
2002	 0.00001	 0.00004	 0.00002	 0.00020	 0.01296	 0.00000	 0.00001	 0.00000		217.476428	-2183.574740
3003	 0.00002	 0.00002	 0.00002	 0.00015	 0.01449	 0.00000	 0.00000	 0.00000		212.955446	-2145.163475
4004	 0.00001	 0.00003	 0.00001	 0.00005	 0.01324	 0.00000	 0.00000	 0.00000		226.352579	-2136.085614
5005	 0.00001	 0.00002	 0.00000	 0.00002	 0.01240	 0.00000	 0.00000	 0.00000		229.177995	-2265.064520
6006	 0.00001	 0.00001	 0.00000	 0.00005	 0.01438	 0.00000	 0.00000	 0.00000		228.908200	-2223.427957
7007	 0.00001	 0.00000	 0.00000	 0.00000	 0.01401	 0.00000	 0.00000	 0.00000		251.707712	-2192.478845
8008	 0.00001	 0.00003	 0.00000	 0.00001	 0.01523	 0.00000	 0.00000	 0.00000		240.551957	-2122.719377
9009	 0.00000	 0.00001	 0.00000	 0.00002	 0.01365	 0.00000	 0.00000	 0.00000		254.230108	-2182.076537
10010	 0.00000	 0.00001	 0.00001	 0.00008	 0.01417	 0.00000	 0.00000	 0.00000		230.284337	-2252.594547
11011	 0.00000	 0.00003	 0.00001	 0.00019	 0.01308	 0.00000	 0.00000	 0.00000		210.892993	-2240.343053
12012	 0.00001	 0.00003	 0.00000	 0.00007	 0.01383	 0.00000	 0.00000	 0.00000		224.712132	-2201.512951
13013	 0.00001	 0.00001	 0.00000	 0.00001	 0.01424	 0.00000	 0.00000	 0.00000		235.563957	-2213.320895
14014	 0.00001	 0.00001	 0.00000	 0.00001	 0.01440	 0.00000	 0.00000	 0.00000		250.334312	-2120.255574
15015	 0.00001	 0.00002	 0.00000	 0.00000	 0.01344	 0.00000	 0.00000	 0.00000		254.170774	-2074.738923
16016	 0.00003	 0.00007	 0.00001	 0.00009	 0.01478	 0.00000	 0.00000	 0.00000		204.264146	-2160.601028
17017	 0.00002	 0.00009	 0.00001	 0.00003	 0.01196	 0.00000	 0.00000	 0.00000		215.118245	-2269.109389
18018	 0.00001	 0.00002	 0.00001	 0.00002	 0.01444	 0.00000	 0.00000	 0.00000		236.343415	-2188.371635
19019	 0.00003	 0.00006	 0.00001	 0.00003	 0.01476	 0.00000	 0.00000	 0.00000		217.612927	-2167.246228
20020	 0.00001	 0.00001	 0.00000	 0.00005	 0.01371	 0.00000	 0.00000	 0.00000		222.591744	-2132.475431
21021	 0.00001	 0.00002	 0.00000	 0.00010	 0.01415	 0.00000	 0.00000	 0.00000		221.117475	-2160.151260
22022	 0.00000	 0.00001	 0.00000	 0.00001	 0.01435	 0.00000	 0.00000	 0.00000		242.373421	-2190.671293
23023	 0.00000	 0.00001	 0.00000	 0.00001	 0.01331	 0.00000	 0.00000	 0.00000		256.004260	-2234.511797
24024	 0.00000	 0.00001	 0.00000	 0.00000	 0.01525	 0.00000	 0.00000	 0.00000		268.789470	-2102.555194
25025	 0.00001	 0.00002	 0.00000	 0.00003	 0.01370	 0.00000	 0.00000	 0.00000		228.249838	-2172.900613
26026	 0.00003	 0.00005	 0.00001	 0.00023	 0.01351	 0.00000	 0.00000	 0.00000		208.583426	-2202.981543
27027	 0.00006	 0.00011	 0.00003	 0.00004	 0.01381	 0.00001	 0.00001	 0.00000		206.138839	-2233.912769
28028	 0.00005	 0.00008	 0.00002	 0.00003	 0.01395	 0.00000	 0.00001	 0.00000		208.275632	-2185.899845
29029	 0.00003	 0.00009	 0.00002	 0.00010	 0.01272	 0.00000	 0.00001	 0.00000		210.551804	-2177.889449
30030	 0.00004	 0.00009	 0.00002	 0.00008	 0.01292	 0.00000	 0.00001	 0.00000		213.499128	-2213.647667
31031	 0.00003	 0.00009	 0.00002	 0.00010	 0.01298	 0.00000	 0.00001	 0.00000		216.031153	-2197.819633
32032	 0.00004	 0.00006	 0.00003	 0.00047	 0.01323	 0.00000	 0.00001	 0.00000		208.626797	-2122.091343
33033	 0.00004	 0.00006	 0.00003	 0.00022	 0.01344	 0.00000	 0.00001	 0.00000		211.404561	-2121.274237
34034	 0.00003	 0.00009	 0.00003	 0.00021	 0.01264	 0.00000	 0.00001	 0.00000		210.801962	-2230.243468
35035	 0.00003	 0.00010	 0.00002	 0.00005	 0.01314	 0.00000	 0.00001	 0.00000		214.996272	-2220.683889
36036	 0.00004	 0.00012	 0.00002	 0.00008	 0.01295	 0.00000	 0.00001	 0.00000		212.627508	-2223.723125
37037	 0.00006	 0.00009	 0.00003	 0.00010	 0.01481	 0.00000	 0.00001	 0.00000		209.872002	-2143.159904
38038	 0.00004	 0.00009	 0.00002	 0.00009	 0.01403	 0.00000	 0.00001	 0.00000		211.962869	-2134.923468
39039	 0.00007	 0.00009	 0.00003	 0.00007	 0.01303	 0.00001	 0.00001	 0.00000		218.517508	-2191.293466
40040	 0.00007	 0.00006	 0.00002	 0.00003	 0.01523	 0.00000	 0.00001	 0.00000		221.273578	-2149.995071
41041	 0.00008	 0.00010	 0.00004	 0.00009	 0.01181	 0.00001	 0.00001	 0.00000		204.829865	-2217.189131
42042	 0.00010	 0.00030	 0.00005	 0.00020	 0.01423	 0.00001	 0.00001	 0.00000		188.032129	-2211.338349
43043	 0.00009	 0.00015	 0.00004	 0.00013	 0.01308	 0.00001	 0.00001	 0.00000		203.257271	-2224.784496
44044	 0.00005	 0.00010	 0.00004	 0.00046	 0.01346	 0.00001	 0.00001	 0.00000		193.944258	-2152.268011
45045	 0.00007	 0.00011	 0.00004	 0.00033	 0.01392	 0.00001	 0.00001	 0.00000		200.845214	-2184.046221
46046	 0.00010	 0.00017	 0.00006	 0.00030	 0.01373	 0.00001	 0.00002	 0.00000		200.178769	-2176.532221
47047	 0.00008	 0.00009	 0.00004	 0.00011	 0.01341	 0.00001	 0.00001	 0.00000		209.440053	-2114.708638
48048	 0.00003	 0.00004	 0.00002	 0.00014	 0.01325	 0.00000	 0.00001	 0.00000		216.444583	-2216.840385
49049	 0.00003	 0.00008	 0.00002	 0.00018	 0.01417	 0.00000	 0.00001	 0.00000		205.774070	-2178.822263
50050	 0.00003	 0.00004	 0.00001	 0.00017	 0.01514	 0.00000	 0.00000	 0.00000		210.792973	-2148.875022
51051	 0.00004	 0.00007	 0.00002	 0.00017	 0.01356	 0.00000	 0.00001	 0.00000		206.150733	-2251.608952
52052	 0.00004	 0.00012	 0.00001	 0.00009	 0.01328	 0.00000	 0.00000	 0.00000		204.970061	-2190.699561
53053	 0.00005	 0.00008	 0.00002	 0.00015	 0.01317	 0.00000	 0.00000	 0.00000		198.463414	-2176.624470
54054	 0.00005	 0.00008	 0.00002	 0.00006	 0.01315	 0.00000	 0.00001	 0.00000		210.908902	-2177.599146
55055	 0.00004	 0.00005	 0.00001	 0.00004	 0.01332	 0.00000	 0.00000	 0.00000		224.801686	-2155.791498
56056	 0.00004	 0.00015	 0.00002	 0.00007	 0.01448	 0.00000	 0.00001	 0.00000		211.204277	-2164.033498
57057	 0.00005	 0.00006	 0.00002	 0.00024	 0.01281	 0.00000	 0.00001	 0.00000		205.919481	-2228.080888
58058	 0.00009	 0.00015	 0.00002	 0.00008	 0.01217	 0.00001	 0.00001	 0.00000		200.163488	-2237.411384
59059	 0.00016	 0.00017	 0.00005	 0.00030	 0.01278	 0.00001	 0.00002	 0.00000		191.977361	-2220.856919
60060	 0.00009	 0.00017	 0.00003	 0.00005	 0.01229	 0.00001	 0.00001	 0.00000		217.700119	-2166.950808
61061	 0.00011	 0.00016	 0.00005	 0.00010	 0.01597	 0.00001	 0.00001	 0.00000		197.583211	-2175.784950
62062	 0.00007	 0.00009	 0.00003	 0.00012	 0.01483	 0.00001	 0.00001	 0.00000		197.686922	-2110.584275
63063	 0.00011	 0.00017	 0.00004	 0.00014	 0.01354	 0.00001	 0.00001	 0.00000		195.982656	-2137.218361
64064	 0.00005	 0.00010	 0.00003	 0.00010	 0.01406	 0.00000	 0.00001	 0.00000		206.299827	-2150.756557
65065	 0.00005	 0.00009	 0.00001	 0.00006	 0.01266	 0.00000	 0.00001	 0.00000		206.260012	-2274.725795
66066	 0.00003	 0.00009	 0.00001	 0.00006	 0.01425	 0.00000	 0.00000	 0.00000		208.083030	-2230.053086
67067	 0.00006	 0.00008	 0.00002	 0.00019	 0.01311	 0.00001	 0.00001	 0.00000		204.838189	-2230.152513
68068	 0.00006	 0.00011	 0.00003	 0.00009	 0.01220	 0.00001	 0.00001	 0.00000		210.146279	-2161.172641
69069	 0.00006	 0.00006	 0.00002	 0.00009	 0.01371	 0.00000	 0.00001	 0.00000		214.918714	-2145.485960
70070	 0.00008	 0.00014	 0.00005	 0.00011	 0.01301	 0.00001	 0.00001	 0.00000		205.996651	-2098.712648
71071	 0.00008	 0.00016	 0.00005	 0.00019	 0.01263	 0.00001	 0.00001	 0.00000		200.441170	-2301.486221
72072	 0.00004	 0.00006	 0.00002	 0.00018	 0.01311	 0.00000	 0.00001	 0.00000		211.742738	-2194.951827
73073	 0.00005	 0.00011	 0.00004	 0.00014	 0.01295	 0.00001	 0.00001	 0.00000		205.659822	-2192.571622
74074	 0.00003	 0.00007	 0.00001	 0.00008	 0.01343	 0.00000	 0.00000	 0.00000		202.175292	-2260.266412
75075	 0.00003	 0.00023	 0.00001	 0.00004	 0.01417	 0.00000	 0.00000	 0.00000		218.942049	-2100.386942
76076	 0.00003	 0.00005	 0.00002	 0.00018	 0.01349	 0.00000	 0.00000	 0.00000		207.904545	-2201.306868
77077	 0.00010	 0.00027	 0.00004	 0.00006	 0.01279	 0.00001	 0.00001	 0.00000		208.116975	-2238.099032
78078	 0.00009	 0.00011	 0.00004	 0.00008	 0.01490	 0.00001	 0.00001	 0.00000		211.274033	-2106.104179
79079	 0.00011	 0.00018	 0.00005	 0.00019	 0.01099	 0.00001	 0.00002	 0.00000		201.717971	-2263.019795
80080	 0.00007	 0.00010	 0.00002	 0.00007	 0.01211	 0.00001	 0.00001	 0.00000		218.349607	-2202.683284
81081	 0.00008	 0.00018	 0.00004	 0.00019	 0.01396	 0.00001	 0.00001	 0.00000		197.632470	-2124.373086
82082	 0.00013	 0.00022	 0.00004	 0.00006	 0.01425	 0.00001	 0.00001	 0.00000		194.701314	-2228.494880
83083	 0.00005	 0.00014	 0.00002	 0.00011	 0.01514	 0.00001	 0.00001	 0.00000		202.633813	-2225.682417
84084	 0.00008	 0.00010	 0.00003	 0.00020	 0.01554	 0.00001	 0.00001	 0.00000		202.673491	-2119.505487
85085	 0.00006	 0.00017	 0.00003	 0.00006	 0.01396	 0.00001	 0.00001	 0.00000		208.386027	-2153.881218
86086	 0.00002	 0.00005	 0.00001	 0.00002	 0.01441	 0.00000	 0.00000	 0.00000		231.213490	-2133.512696
87087	 0.00004	 0.00007	 0.00002	 0.00003	 0.01324	 0.00000	 0.00000	 0.00000		214.834267	-2211.971228
88088	 0.00015	 0.00033	 0.00005	 0.00048	 0.01429	 0.00002	 0.00002	 0.00000		186.420140	-2163.368073
89089	 0.00005	 0.00013	 0.00002	 0.00013	 0.01255	 0.00000	 0.00001	 0.00000		201.997825	-2225.775498
90090	 0.00007	 0.00010	 0.00003	 0.00008	 0.01400	 0.00001	 0.00001	 0.00000		205.422955	-2175.566990
91091	 0.00004	 0.00007	 0.00002	 0.00014	 0.01369	 0.00000	 0.00001	 0.00000		213.412901	-2199.401109
92092	 0.00006	 0.00019	 0.00003	 0.00007	 0.01330	 0.00001	 0.00001	 0.00000		207.448184	-2219.421032
93093	 0.00008	 0.00016	 0.00004	 0.00009	 0.01222	 0.00001	 0.00001	 0.00000		209.169810	-2176.552955
94094	 0.00010	 0.00018	 0.00007	 0.00025	 0.01475	 0.00001	 0.00002	 0.00000		192.849454	-2170.534225
95095	 0.00012	 0.00014	 0.00003	 0.00015	 0.01314	 0.00001	 0.00001	 0.00000		199.152432	-2168.404045
96096	 0.00006	 0.00011	 0.00004	 0.00031	 0.01258	 0.00001	 0.00001	 0.00000		201.883135	-2193.518124
97097	 0.00003	 0.00006	 0.00002	 0.00006	 0.01423	 0.00000	 0.00001	 0.00000		221.141682	-2131.481686
98098	 0.00009	 0.00020	 0.00004	 0.00011	 0.01190	 0.00001	 0.00001	 0.00000		203.743480	-2169.757112
99099	 0.00012	 0.00023	 0.00005	 0.00018	 0.01383	 0.00001	 0.00002	 0.00000		195.400610	-2211.636103
100100	 0.00013	 0.00019	 0.00005	 0.00027	 0.01429	 0.00001	 0.00002	 0.00000		198.168826	-2188.208210
101101	 0.00014	 0.00033	 0.00008	 0.00020	 0.01230	 0.00002	 0.00003	 0.00000		199.527111	-2219.070391
102102	 0.00019	 0.00032	 0.00009	 0.00013	 0.01365	 0.00002	 0.00002	 0.00000		194.477994	-2199.100468
103103	 0.00011	 0.00013	 0.00004	 0.00017	 0.01476	 0.00001	 0.00001	 0.00000		201.143591	-2117.377338
