Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00002	 0.00000	 0.00000	 0.02585	 0.00000	 0.00000	 0.00000		222.206580	-4427.294428
1001	 0.00000	 0.00001	 0.00000	 0.00000	 0.02988	 0.00000	 0.00000	 0.00000		235.476400	-4237.078483
2002	 0.00001	 0.00002	 0.00000	 0.00001	 0.02624	 0.00000	 0.00000	 0.00000		209.453841	-4392.222128
3003	 0.00000	 0.00002	 0.00000	 0.00002	 0.02797	 0.00000	 0.00000	 0.00000		221.264297	-4255.691600
4004	 0.00001	 0.00003	 0.00000	 0.00001	 0.02667	 0.00000	 0.00000	 0.00000		230.857974	-4359.721674
5005	 0.00001	 0.00001	 0.00000	 0.00001	 0.02636	 0.00000	 0.00000	 0.00000		241.942176	-4269.804704
6006	 0.00001	 0.00003	 0.00000	 0.00001	 0.02889	 0.00000	 0.00000	 0.00000		212.998988	-4315.936796
7007	 0.00000	 0.00001	 0.00000	 0.00001	 0.02911	 0.00000	 0.00000	 0.00000		234.935555	-4295.561125
8008	 0.00000	 0.00001	 0.00000	 0.00001	 0.02539	 0.00000	 0.00000	 0.00000		246.001892	-4209.740214
9009	 0.00001	 0.00003	 0.00000	 0.00003	 0.02633	 0.00000	 0.00000	 0.00000		219.805091	-4357.645338
10010	 0.00001	 0.00002	 0.00001	 0.00003	 0.02971	 0.00000	 0.00000	 0.00000		223.167263	-4266.480126
11011	 0.00003	 0.00009	 0.00001	 0.00003	 0.02674	 0.00000	 0.00000	 0.00000		204.371317	-4236.172495
12012	 0.00002	 0.00005	 0.00001	 0.00000	 0.02785	 0.00000	 0.00000	 0.00000		237.680351	-4168.208807
13013	 0.00001	 0.00005	 0.00001	 0.00001	 0.02812	 0.00000	 0.00000	 0.00000		232.699540	-4173.921171
14014	 0.00001	 0.00003	 0.00001	 0.00001	 0.02795	 0.00000	 0.00000	 0.00000		228.370534	-4212.109996
15015	 0.00001	 0.00009	 0.00001	 0.00001	 0.02890	 0.00000	 0.00000	 0.00000		229.541597	-4193.393902
16016	 0.00002	 0.00007	 0.00001	 0.00003	 0.02711	 0.00000	 0.00000	 0.00000		213.895149	-4364.855940
17017	 0.00003	 0.00006	 0.00002	 0.00003	 0.02670	 0.00000	 0.00000	 0.00000		220.858965	-4263.874712
18018	 0.00006	 0.00017	 0.00004	 0.00019	 0.02573	 0.00001	 0.00001	 0.00000		189.050040	-4321.803477
19019	 0.00007	 0.00015	 0.00006	 0.00015	 0.02706	 0.00001	 0.00002	 0.00000		200.885431	-4301.650341
20020	 0.00004	 0.00013	 0.00004	 0.00020	 0.02744	 0.00000	 0.00001	 0.00000		193.220206	-4205.871855
21021	 0.00002	 0.00005	 0.00002	 0.00028	 0.02872	 0.00000	 0.00001	 0.00000		194.485214	-4252.255199
22022	 0.00003	 0.00010	 0.00003	 0.00013	 0.02652	 0.00000	 0.00001	 0.00000		203.624652	-4241.784400
23023	 0.00007	 0.00020	 0.00003	 0.00016	 0.02783	 0.00001	 0.00001	 0.00000		189.659304	-4355.175502
24024	 0.00007	 0.00029	 0.00004	 0.00018	 0.02635	 0.00001	 0.00001	 0.00000		183.618907	-4345.370643
25025	 0.00004	 0.00011	 0.00002	 0.00007	 0.02695	 0.00000	 0.00001	 0.00000		194.926578	-4267.704708
26026	 0.00004	 0.00010	 0.00002	 0.00009	 0.02896	 0.00000	 0.00001	 0.00000		195.654112	-4296.457150
27027	 0.00002	 0.00011	 0.00002	 0.00008	 0.02721	 0.00000	 0.00000	 0.00000		201.513345	-4357.144115
28028	 0.00002	 0.00006	 0.00002	 0.00008	 0.02990	 0.00000	 0.00000	 0.00000		206.190125	-4274.037094
29029	 0.00002	 0.00006	 0.00001	 0.00002	 0.02663	 0.00000	 0.00000	 0.00000		221.899085	-4155.031192
30030	 0.00002	 0.00006	 0.00001	 0.00007	 0.02678	 0.00000	 0.00000	 0.00000		199.508386	-4275.310356
31031	 0.00001	 0.00010	 0.00001	 0.00011	 0.02575	 0.00000	 0.00000	 0.00000		204.695929	-4309.293891
32032	 0.00001	 0.00006	 0.00001	 0.00005	 0.02659	 0.00000	 0.00000	 0.00000		212.900712	-4308.227933
33033	 0.00002	 0.00005	 0.00001	 0.00009	 0.02761	 0.00000	 0.00000	 0.00000		205.797088	-4224.742329
34034	 0.00001	 0.00002	 0.00001	 0.00003	 0.02816	 0.00000	 0.00000	 0.00000		223.718516	-4270.843669
35035	 0.00001	 0.00008	 0.00001	 0.00005	 0.02561	 0.00000	 0.00000	 0.00000		203.426994	-4351.056902
36036	 0.00001	 0.00005	 0.00000	 0.00002	 0.02754	 0.00000	 0.00000	 0.00000		216.063387	-4220.863283
37037	 0.00001	 0.00003	 0.00000	 0.00001	 0.02892	 0.00000	 0.00000	 0.00000		213.655242	-4219.451034
38038	 0.00001	 0.00007	 0.00000	 0.00000	 0.02720	 0.00000	 0.00000	 0.00000		225.604358	-4364.412245
39039	 0.00001	 0.00003	 0.00000	 0.00000	 0.02877	 0.00000	 0.00000	 0.00000		233.064136	-4162.036982
40040	 0.00001	 0.00002	 0.00000	 0.00001	 0.02575	 0.00000	 0.00000	 0.00000		227.965413	-4417.249665
41041	 0.00000	 0.00003	 0.00000	 0.00001	 0.02783	 0.00000	 0.00000	 0.00000		233.439979	-4308.281971
42042	 0.00000	 0.00003	 0.00000	 0.00003	 0.03029	 0.00000	 0.00000	 0.00000		214.256418	-4211.569452
43043	 0.00001	 0.00001	 0.00000	 0.00001	 0.02541	 0.00000	 0.00000	 0.00000		245.474330	-4274.528758
44044	 0.00000	 0.00001	 0.00000	 0.00005	 0.02804	 0.00000	 0.00000	 0.00000		222.756444	-4322.400236
45045	 0.00000	 0.00001	 0.00000	 0.00002	 0.02773	 0.00000	 0.00000	 0.00000		233.875789	-4293.757081
