0.011575	-10401535.27	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	29.3061,29.3061,25.9946,24.5286,22.7243,21.1037,20.0899,19.6836,19.6902,19.9083,20.1983,20.4839,20.7324,20.9359,21.098,21.2255,21.3252,21.4028,21.4617,21.5022,21.5256,21.5385,21.5457,21.5476,21.5476
0.0115575	-10396928.87	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	34.7411,34.7411,30.0316,27.9168,24.5515,21.3565,19.2999,18.3897,18.2715,18.5821,19.062,19.5604,20.0072,20.3804,20.6816,20.9208,21.1093,21.2569,21.3695,21.4472,21.492,21.5167,21.5305,21.5341,21.5341
0.0115416	-10393211.57	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	37.7259,37.7259,33.4679,31.5835,26.9153,22.1496,19.0084,17.5288,17.201,17.5182,18.1147,18.7699,19.3743,19.8883,20.3064,20.6427,20.9123,21.1231,21.2847,21.3966,21.4614,21.4971,21.5169,21.5217,21.5217
0.011527	-10390188.47	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	38.597,38.597,36.0762,35.3132,29.6742,23.346,19.0743,16.9767,16.3835,16.6489,17.31,18.0806,18.8121,19.4452,19.967,20.3903,20.7311,20.9995,21.2061,21.3499,21.4332,21.479,21.5042,21.5101,21.5101
0.0115134	-10387700.73	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	37.9517,37.9517,37.7586,38.9338,32.7384,24.8753,19.4219,16.6628,15.7634,15.9351,16.622,17.4757,18.3099,19.0443,19.657,20.1581,20.5636,20.8848,21.1331,21.3065,21.4071,21.4622,21.4925,21.4994,21.4994
0.0115009	-10385630.17	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	36.4213,36.4213,38.504,42.2765,36.0211,26.6881,20.0007,16.5376,15.3,15.3473,16.0302,16.9419,17.8587,18.6796,19.3726,19.9436,20.4082,20.7781,21.0651,21.266,21.3828,21.4467,21.4817,21.4893,21.4893
0.0114892	-10383891.06	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	34.4784,34.4784,38.3759,45.2006,39.4357,28.7452,20.777,16.5665,14.9634,14.8626,15.5189,16.4684,17.4515,18.3466,19.1105,19.7449,20.2636,20.6784,21.0014,21.2282,21.3601,21.4322,21.4716,21.4798,21.4798
0.0114785	-10382419.27	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	32.4746,32.4746,37.4951,47.5952,42.8945,31.014,21.7258,16.7244,14.7313,14.4638,15.0704,16.0468,17.0828,18.0415,18.8687,19.5607,20.1293,20.5861,20.9432,21.1952,21.3446,21.4131,21.4623,21.4708,21.4708
0.0114683	-10381173.21	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	30.6151,30.6151,36.0103,49.3817,46.3083,33.4596,22.827,16.9915,14.5852,14.136,14.6846,15.6692,16.7469,17.7603,18.6438,19.3881,20.0027,20.4984,20.8871,21.1619,21.3249,21.4008,21.4553,21.4611,21.4611
0.0114586	-10380098.16	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	29.0264,29.0264,34.0909,50.5321,49.6027,36.0547,24.0682,17.3546,14.5127,13.869,14.3481,15.3302,16.4401,17.5005,18.4345,19.2267,19.8839,20.4159,20.8342,21.1306,21.3062,21.3889,21.447,21.4531,21.4531
0.0114496	-10379171.66	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	27.7653,27.7653,31.8918,51.0476,52.7036,38.7694,25.4376,17.8031,14.5032,13.6538,14.0542,15.025,16.159,17.2598,18.2391,19.0753,19.772,20.3381,20.7843,21.1011,21.2887,21.3778,21.4392,21.4455,21.4455
0.011441	-10375893.31	0,1.23823e-05,3.10458e-05,5.91771e-05,0.000101579,0.00016549,0.000261823,0.000407023,0.00062588,0.00095576,0.00145298,0.00220243,0.00333207,0.00503475,0.00760117,0.0114695,0.0173001,0.0260885,0.0393352,0.0593016,0.0893965,0.134758,0.203131,0.306188,0.461524,inf	26.8274,26.8274,29.547,50.9629,55.5485,41.5737,26.9256,18.3291,14.5488,13.4835,13.7977,14.7498,15.9013,17.0368,18.0569,18.9337,19.6676,20.2661,20.7322,21.0734,21.2722,21.3674,21.4319,21.4383,21.4383
