Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00018	 0.00022	 0.00007	 0.00006	 0.01143	 0.00001	 0.00002	 0.00000		203.961161	-1731.178341
1001	 0.00007	 0.00013	 0.00004	 0.00005	 0.01087	 0.00001	 0.00001	 0.00000		202.523710	-1795.695180
2002	 0.00005	 0.00012	 0.00002	 0.00002	 0.01057	 0.00000	 0.00001	 0.00000		228.376104	-1742.073670
3003	 0.00005	 0.00004	 0.00002	 0.00002	 0.01064	 0.00000	 0.00001	 0.00000		239.194626	-1652.738390
4004	 0.00010	 0.00008	 0.00006	 0.00004	 0.01037	 0.00000	 0.00001	 0.00000		219.626273	-1799.019142
5005	 0.00004	 0.00005	 0.00004	 0.00004	 0.01120	 0.00000	 0.00001	 0.00000		226.430559	-1801.565044
6006	 0.00005	 0.00019	 0.00003	 0.00008	 0.01073	 0.00001	 0.00001	 0.00000		213.634317	-1727.608033
7007	 0.00005	 0.00011	 0.00008	 0.00014	 0.01113	 0.00000	 0.00001	 0.00000		202.737432	-1769.029720
8008	 0.00015	 0.00011	 0.00010	 0.00011	 0.01020	 0.00001	 0.00002	 0.00000		204.992799	-1730.630253
9009	 0.00006	 0.00015	 0.00006	 0.00016	 0.01059	 0.00001	 0.00001	 0.00000		200.145325	-1779.544978
10010	 0.00008	 0.00011	 0.00003	 0.00001	 0.01145	 0.00000	 0.00001	 0.00000		235.000900	-1746.300195
11011	 0.00003	 0.00010	 0.00002	 0.00002	 0.01043	 0.00000	 0.00000	 0.00000		226.324824	-1731.569760
12012	 0.00013	 0.00024	 0.00007	 0.00007	 0.01199	 0.00001	 0.00001	 0.00000		200.600554	-1678.878373
13013	 0.00007	 0.00009	 0.00004	 0.00004	 0.01061	 0.00000	 0.00001	 0.00000		222.757918	-1767.663132
14014	 0.00007	 0.00009	 0.00006	 0.00029	 0.00944	 0.00000	 0.00002	 0.00000		198.038221	-1816.132909
15015	 0.00002	 0.00004	 0.00003	 0.00009	 0.01019	 0.00000	 0.00001	 0.00000		217.623253	-1744.479264
16016	 0.00005	 0.00013	 0.00003	 0.00007	 0.01062	 0.00001	 0.00001	 0.00000		208.103214	-1752.112591
17017	 0.00002	 0.00012	 0.00002	 0.00006	 0.01117	 0.00000	 0.00000	 0.00000		219.068596	-1746.156886
18018	 0.00004	 0.00017	 0.00009	 0.00021	 0.00961	 0.00000	 0.00002	 0.00000		200.869898	-1747.381775
19019	 0.00001	 0.00004	 0.00003	 0.00006	 0.01132	 0.00000	 0.00001	 0.00000		235.990421	-1713.872084
20020	 0.00003	 0.00005	 0.00004	 0.00008	 0.01135	 0.00000	 0.00001	 0.00000		217.866370	-1741.628878
21021	 0.00001	 0.00001	 0.00005	 0.00011	 0.01001	 0.00000	 0.00001	 0.00000		230.241995	-1729.998608
22022	 0.00001	 0.00003	 0.00007	 0.00010	 0.01161	 0.00000	 0.00001	 0.00000		222.441079	-1760.487750
23023	 0.00001	 0.00003	 0.00007	 0.00013	 0.00882	 0.00000	 0.00001	 0.00000		220.431271	-1770.520142
24024	 0.00001	 0.00005	 0.00014	 0.00031	 0.01162	 0.00000	 0.00003	 0.00000		205.657562	-1697.638337
25025	 0.00000	 0.00002	 0.00006	 0.00018	 0.01025	 0.00000	 0.00002	 0.00000		224.569621	-1731.186759
26026	 0.00002	 0.00004	 0.00025	 0.00047	 0.01188	 0.00000	 0.00005	 0.00000		203.996471	-1694.389452
27027	 0.00002	 0.00006	 0.00013	 0.00028	 0.00930	 0.00000	 0.00003	 0.00000		208.142529	-1810.946342
28028	 0.00004	 0.00009	 0.00012	 0.00027	 0.01044	 0.00000	 0.00002	 0.00000		202.236412	-1746.607281
29029	 0.00009	 0.00026	 0.00018	 0.00033	 0.01062	 0.00001	 0.00004	 0.00000		198.851157	-1661.940653
30030	 0.00003	 0.00004	 0.00007	 0.00023	 0.01138	 0.00000	 0.00002	 0.00000		208.445969	-1730.618512
31031	 0.00002	 0.00003	 0.00002	 0.00006	 0.01099	 0.00000	 0.00001	 0.00000		232.795854	-1697.801450
32032	 0.00004	 0.00006	 0.00003	 0.00008	 0.01042	 0.00000	 0.00001	 0.00000		222.004009	-1781.183167
33033	 0.00009	 0.00017	 0.00004	 0.00005	 0.00937	 0.00001	 0.00001	 0.00000		216.488537	-1787.982480
34034	 0.00007	 0.00017	 0.00004	 0.00008	 0.01230	 0.00001	 0.00001	 0.00000		210.942617	-1740.461218
35035	 0.00009	 0.00020	 0.00006	 0.00005	 0.01139	 0.00001	 0.00001	 0.00000		209.697486	-1642.370397
36036	 0.00011	 0.00018	 0.00005	 0.00005	 0.01145	 0.00001	 0.00001	 0.00000		207.400063	-1681.996985
37037	 0.00007	 0.00018	 0.00006	 0.00006	 0.01007	 0.00000	 0.00001	 0.00000		213.136730	-1742.954731
38038	 0.00003	 0.00015	 0.00002	 0.00005	 0.01071	 0.00000	 0.00000	 0.00000		214.930970	-1753.247296
39039	 0.00006	 0.00014	 0.00007	 0.00007	 0.01086	 0.00001	 0.00001	 0.00000		212.245564	-1736.422903
40040	 0.00005	 0.00026	 0.00005	 0.00004	 0.01080	 0.00000	 0.00001	 0.00000		221.822742	-1696.759800
41041	 0.00005	 0.00010	 0.00002	 0.00001	 0.00913	 0.00000	 0.00000	 0.00000		252.905137	-1705.771703
42042	 0.00003	 0.00005	 0.00003	 0.00005	 0.01063	 0.00000	 0.00001	 0.00000		218.474949	-1763.118689
