Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00006	 0.00015	 0.00005	 0.00012	 0.02291	 0.00001	 0.00001	 0.00000		195.053579	-3746.099816
1001	 0.00003	 0.00010	 0.00005	 0.00015	 0.02391	 0.00000	 0.00001	 0.00000		197.852082	-3827.011217
2002	 0.00004	 0.00007	 0.00004	 0.00012	 0.02418	 0.00000	 0.00001	 0.00000		203.252747	-3774.505666
3003	 0.00005	 0.00013	 0.00008	 0.00020	 0.02385	 0.00001	 0.00002	 0.00000		198.035102	-3788.663487
4004	 0.00004	 0.00011	 0.00005	 0.00016	 0.02341	 0.00000	 0.00001	 0.00000		196.976268	-3835.526695
5005	 0.00002	 0.00005	 0.00002	 0.00010	 0.02505	 0.00000	 0.00001	 0.00000		207.677475	-3759.642426
6006	 0.00003	 0.00009	 0.00002	 0.00004	 0.02412	 0.00000	 0.00000	 0.00000		204.171070	-3905.812047
7007	 0.00002	 0.00010	 0.00001	 0.00001	 0.02403	 0.00000	 0.00000	 0.00000		220.844363	-3744.383498
8008	 0.00002	 0.00003	 0.00001	 0.00001	 0.02674	 0.00000	 0.00000	 0.00000		219.551465	-3811.062817
9009	 0.00002	 0.00004	 0.00001	 0.00001	 0.02384	 0.00000	 0.00000	 0.00000		233.191983	-3735.374687
10010	 0.00002	 0.00003	 0.00001	 0.00001	 0.02494	 0.00000	 0.00000	 0.00000		221.775663	-3785.101146
11011	 0.00001	 0.00002	 0.00001	 0.00001	 0.02563	 0.00000	 0.00000	 0.00000		229.242979	-3754.480930
12012	 0.00001	 0.00003	 0.00001	 0.00003	 0.02503	 0.00000	 0.00000	 0.00000		215.023821	-3837.948405
13013	 0.00002	 0.00004	 0.00001	 0.00001	 0.02522	 0.00000	 0.00000	 0.00000		229.051598	-3800.799293
14014	 0.00002	 0.00005	 0.00001	 0.00002	 0.02443	 0.00000	 0.00000	 0.00000		220.886990	-3800.448903
15015	 0.00003	 0.00007	 0.00003	 0.00006	 0.02465	 0.00000	 0.00001	 0.00000		213.695029	-3779.020743
16016	 0.00006	 0.00010	 0.00004	 0.00012	 0.02360	 0.00001	 0.00001	 0.00000		197.581212	-3765.578436
17017	 0.00008	 0.00013	 0.00009	 0.00020	 0.02448	 0.00001	 0.00002	 0.00000		192.102903	-3735.242590
18018	 0.00003	 0.00009	 0.00004	 0.00015	 0.02296	 0.00000	 0.00001	 0.00000		201.638012	-3782.746154
19019	 0.00004	 0.00008	 0.00005	 0.00013	 0.02449	 0.00000	 0.00001	 0.00000		202.800742	-3712.542121
20020	 0.00003	 0.00008	 0.00004	 0.00017	 0.02501	 0.00000	 0.00001	 0.00000		202.785998	-3785.267191
21021	 0.00003	 0.00007	 0.00004	 0.00009	 0.02444	 0.00000	 0.00001	 0.00000		206.443026	-3733.105092
22022	 0.00004	 0.00013	 0.00004	 0.00024	 0.02674	 0.00001	 0.00001	 0.00000		195.486901	-3739.384973
23023	 0.00002	 0.00004	 0.00002	 0.00014	 0.02288	 0.00000	 0.00001	 0.00000		205.405493	-3819.114200
24024	 0.00003	 0.00007	 0.00004	 0.00021	 0.02585	 0.00000	 0.00001	 0.00000		195.995790	-3778.365516
25025	 0.00001	 0.00006	 0.00003	 0.00010	 0.02328	 0.00000	 0.00001	 0.00000		210.852669	-3825.306668
26026	 0.00001	 0.00002	 0.00003	 0.00014	 0.02394	 0.00000	 0.00001	 0.00000		220.629515	-3752.688326
27027	 0.00001	 0.00002	 0.00002	 0.00010	 0.02298	 0.00000	 0.00001	 0.00000		223.128791	-3823.692888
28028	 0.00002	 0.00004	 0.00004	 0.00014	 0.02266	 0.00000	 0.00001	 0.00000		211.757968	-3773.529485
29029	 0.00002	 0.00005	 0.00003	 0.00013	 0.02304	 0.00000	 0.00001	 0.00000		212.912043	-3904.890698
30030	 0.00003	 0.00008	 0.00008	 0.00031	 0.02202	 0.00000	 0.00002	 0.00000		192.349140	-3808.709943
31031	 0.00003	 0.00009	 0.00009	 0.00030	 0.02493	 0.00000	 0.00002	 0.00000		194.470211	-3807.791729
32032	 0.00003	 0.00009	 0.00008	 0.00029	 0.02513	 0.00000	 0.00002	 0.00000		199.092592	-3825.006985
33033	 0.00005	 0.00009	 0.00010	 0.00032	 0.02248	 0.00000	 0.00002	 0.00000		195.128626	-3792.457969
34034	 0.00004	 0.00010	 0.00009	 0.00024	 0.02452	 0.00001	 0.00002	 0.00000		196.519886	-3783.016660
35035	 0.00008	 0.00015	 0.00012	 0.00023	 0.02485	 0.00001	 0.00002	 0.00000		192.659496	-3735.096632
