Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00002	 0.00000	 0.00003	 0.01564	 0.00000	 0.00000	 0.00000		220.304769	-2638.682017
1001	 0.00002	 0.00006	 0.00001	 0.00012	 0.01699	 0.00000	 0.00000	 0.00000		196.317350	-2579.025840
2002	 0.00002	 0.00007	 0.00001	 0.00013	 0.01708	 0.00000	 0.00000	 0.00000		194.428846	-2485.395629
3003	 0.00003	 0.00005	 0.00002	 0.00017	 0.01609	 0.00000	 0.00000	 0.00000		196.745814	-2591.242613
4004	 0.00002	 0.00006	 0.00001	 0.00002	 0.01751	 0.00000	 0.00000	 0.00000		210.354732	-2535.135928
5005	 0.00002	 0.00006	 0.00001	 0.00001	 0.01573	 0.00000	 0.00000	 0.00000		198.805684	-2568.321246
6006	 0.00002	 0.00003	 0.00001	 0.00001	 0.01518	 0.00000	 0.00000	 0.00000		211.391472	-2617.593809
7007	 0.00003	 0.00015	 0.00002	 0.00006	 0.01711	 0.00000	 0.00000	 0.00000		188.251688	-2565.115504
8008	 0.00002	 0.00005	 0.00001	 0.00005	 0.01589	 0.00000	 0.00000	 0.00000		212.553674	-2514.323340
9009	 0.00005	 0.00014	 0.00002	 0.00014	 0.01732	 0.00001	 0.00001	 0.00000		188.576875	-2587.482848
10010	 0.00005	 0.00006	 0.00002	 0.00012	 0.01709	 0.00000	 0.00000	 0.00000		198.682735	-2580.123196
11011	 0.00009	 0.00020	 0.00005	 0.00005	 0.01722	 0.00001	 0.00001	 0.00000		192.899837	-2591.023574
12012	 0.00004	 0.00010	 0.00002	 0.00005	 0.01703	 0.00000	 0.00000	 0.00000		199.785502	-2623.020017
13013	 0.00008	 0.00011	 0.00003	 0.00015	 0.01537	 0.00001	 0.00001	 0.00000		188.898507	-2607.090539
14014	 0.00004	 0.00007	 0.00001	 0.00006	 0.01522	 0.00000	 0.00000	 0.00000		202.640672	-2593.570996
15015	 0.00008	 0.00018	 0.00003	 0.00008	 0.01585	 0.00001	 0.00001	 0.00000		185.236397	-2590.938760
16016	 0.00016	 0.00041	 0.00006	 0.00021	 0.01486	 0.00002	 0.00002	 0.00000		180.665869	-2609.803887
17017	 0.00021	 0.00032	 0.00006	 0.00006	 0.01682	 0.00002	 0.00002	 0.00000		181.953736	-2588.478431
18018	 0.00009	 0.00015	 0.00004	 0.00002	 0.01580	 0.00001	 0.00001	 0.00000		202.889416	-2558.022150
19019	 0.00002	 0.00005	 0.00001	 0.00004	 0.01477	 0.00000	 0.00000	 0.00000		215.426977	-2551.268934
20020	 0.00002	 0.00008	 0.00001	 0.00008	 0.01518	 0.00000	 0.00000	 0.00000		203.089054	-2563.015896
21021	 0.00002	 0.00008	 0.00001	 0.00003	 0.01607	 0.00000	 0.00000	 0.00000		195.493119	-2592.240656
