Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00003	 0.00009	 0.00006	 0.00014	 0.00777	 0.00000	 0.00001	 0.00000		212.916185	-1422.960498
1001	 0.00002	 0.00004	 0.00002	 0.00001	 0.00881	 0.00000	 0.00000	 0.00000		241.133228	-1366.999534
2002	 0.00002	 0.00003	 0.00001	 0.00003	 0.00839	 0.00000	 0.00000	 0.00000		233.006638	-1419.871480
3003	 0.00001	 0.00002	 0.00001	 0.00004	 0.00849	 0.00000	 0.00000	 0.00000		241.653013	-1437.126897
4004	 0.00001	 0.00003	 0.00002	 0.00010	 0.00882	 0.00000	 0.00001	 0.00000		223.724326	-1434.271372
5005	 0.00003	 0.00006	 0.00002	 0.00004	 0.00844	 0.00000	 0.00001	 0.00000		227.210467	-1411.857369
6006	 0.00003	 0.00011	 0.00002	 0.00004	 0.00842	 0.00000	 0.00000	 0.00000		225.289869	-1413.845130
7007	 0.00007	 0.00009	 0.00004	 0.00009	 0.00793	 0.00001	 0.00001	 0.00000		211.690093	-1519.180022
8008	 0.00007	 0.00008	 0.00003	 0.00005	 0.00902	 0.00000	 0.00001	 0.00000		210.923244	-1361.526282
9009	 0.00001	 0.00002	 0.00001	 0.00004	 0.00974	 0.00000	 0.00000	 0.00000		232.481733	-1382.382511
10010	 0.00001	 0.00002	 0.00000	 0.00005	 0.00893	 0.00000	 0.00000	 0.00000		227.662132	-1432.557698
11011	 0.00000	 0.00001	 0.00000	 0.00008	 0.00828	 0.00000	 0.00000	 0.00000		239.449695	-1408.373335
12012	 0.00000	 0.00001	 0.00000	 0.00004	 0.00785	 0.00000	 0.00000	 0.00000		236.895215	-1481.454080
13013	 0.00002	 0.00008	 0.00002	 0.00005	 0.00820	 0.00000	 0.00000	 0.00000		230.466886	-1449.690958
14014	 0.00008	 0.00011	 0.00006	 0.00023	 0.00778	 0.00001	 0.00001	 0.00000		198.980985	-1400.175434
15015	 0.00006	 0.00012	 0.00006	 0.00011	 0.00811	 0.00001	 0.00001	 0.00000		216.824770	-1372.110537
16016	 0.00002	 0.00002	 0.00002	 0.00009	 0.00855	 0.00000	 0.00001	 0.00000		225.684849	-1349.440749
17017	 0.00004	 0.00004	 0.00004	 0.00006	 0.00884	 0.00000	 0.00001	 0.00000		228.089776	-1406.124229
