Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00003	 0.00004	 0.00001	 0.00006	 0.02091	 0.00000	 0.00000	 0.00000		216.172069	-3131.152809
1001	 0.00006	 0.00005	 0.00001	 0.00008	 0.02090	 0.00000	 0.00001	 0.00000		213.602539	-3106.380161
2002	 0.00005	 0.00009	 0.00001	 0.00011	 0.01986	 0.00000	 0.00000	 0.00000		200.410705	-3209.783450
3003	 0.00003	 0.00007	 0.00001	 0.00006	 0.02094	 0.00000	 0.00000	 0.00000		206.049694	-3177.130330
4004	 0.00003	 0.00011	 0.00001	 0.00004	 0.02138	 0.00000	 0.00000	 0.00000		208.554887	-3229.120799
5005	 0.00006	 0.00008	 0.00001	 0.00007	 0.02108	 0.00000	 0.00000	 0.00000		203.393946	-3195.931001
6006	 0.00005	 0.00006	 0.00001	 0.00008	 0.01941	 0.00000	 0.00001	 0.00000		210.833517	-3200.536399
7007	 0.00004	 0.00004	 0.00001	 0.00015	 0.02004	 0.00000	 0.00000	 0.00000		201.140805	-3182.025718
8008	 0.00002	 0.00004	 0.00000	 0.00006	 0.02205	 0.00000	 0.00000	 0.00000		203.524657	-3274.424121
9009	 0.00003	 0.00005	 0.00001	 0.00028	 0.02078	 0.00000	 0.00000	 0.00000		208.889729	-3198.309337
10010	 0.00003	 0.00005	 0.00001	 0.00004	 0.02080	 0.00000	 0.00000	 0.00000		218.844722	-3212.576112
11011	 0.00002	 0.00003	 0.00000	 0.00007	 0.02178	 0.00000	 0.00000	 0.00000		210.575893	-3196.594187
12012	 0.00001	 0.00001	 0.00000	 0.00004	 0.02090	 0.00000	 0.00000	 0.00000		230.085620	-3148.193562
13013	 0.00001	 0.00001	 0.00000	 0.00004	 0.02041	 0.00000	 0.00000	 0.00000		239.066574	-3176.008755
14014	 0.00003	 0.00007	 0.00001	 0.00016	 0.02275	 0.00000	 0.00001	 0.00000		199.998797	-3180.976741
