Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00003	 0.00005	 0.00001	 0.00003	 0.01713	 0.00000	 0.00000	 0.00000		212.776331	-2833.159280
1001	 0.00001	 0.00003	 0.00000	 0.00001	 0.01971	 0.00000	 0.00000	 0.00000		225.107684	-2796.634881
2002	 0.00001	 0.00002	 0.00000	 0.00003	 0.01719	 0.00000	 0.00000	 0.00000		225.414502	-2812.166013
3003	 0.00001	 0.00003	 0.00000	 0.00003	 0.01856	 0.00000	 0.00000	 0.00000		223.053288	-2802.648741
4004	 0.00001	 0.00003	 0.00000	 0.00007	 0.01778	 0.00000	 0.00000	 0.00000		213.626728	-2864.056052
5005	 0.00001	 0.00003	 0.00000	 0.00000	 0.01682	 0.00000	 0.00000	 0.00000		227.228841	-2886.487050
6006	 0.00003	 0.00007	 0.00001	 0.00004	 0.01855	 0.00000	 0.00000	 0.00000		201.923361	-2731.255012
7007	 0.00001	 0.00003	 0.00000	 0.00006	 0.01883	 0.00000	 0.00000	 0.00000		214.453534	-2809.859928
8008	 0.00001	 0.00003	 0.00000	 0.00004	 0.01942	 0.00000	 0.00000	 0.00000		219.100857	-2766.440479
9009	 0.00001	 0.00002	 0.00000	 0.00002	 0.01760	 0.00000	 0.00000	 0.00000		225.008002	-2808.615775
10010	 0.00001	 0.00004	 0.00000	 0.00005	 0.01725	 0.00000	 0.00000	 0.00000		218.543039	-2866.758690
11011	 0.00001	 0.00003	 0.00000	 0.00010	 0.01775	 0.00000	 0.00000	 0.00000		215.446945	-2832.733577
12012	 0.00001	 0.00002	 0.00000	 0.00008	 0.01728	 0.00000	 0.00000	 0.00000		227.766277	-2897.772737
13013	 0.00002	 0.00008	 0.00001	 0.00006	 0.01810	 0.00000	 0.00000	 0.00000		205.913588	-2792.681479
14014	 0.00002	 0.00008	 0.00001	 0.00004	 0.01638	 0.00000	 0.00000	 0.00000		211.148469	-2813.988738
15015	 0.00002	 0.00003	 0.00001	 0.00011	 0.01740	 0.00000	 0.00000	 0.00000		210.480761	-2809.697607
16016	 0.00001	 0.00005	 0.00000	 0.00003	 0.01759	 0.00000	 0.00000	 0.00000		214.785647	-2800.311258
17017	 0.00001	 0.00004	 0.00000	 0.00003	 0.01803	 0.00000	 0.00000	 0.00000		218.983140	-2836.683347
18018	 0.00001	 0.00004	 0.00001	 0.00016	 0.01788	 0.00000	 0.00000	 0.00000		213.742585	-2815.077835
19019	 0.00001	 0.00003	 0.00001	 0.00008	 0.01763	 0.00000	 0.00000	 0.00000		222.690097	-2748.899545
20020	 0.00003	 0.00012	 0.00001	 0.00007	 0.01738	 0.00000	 0.00000	 0.00000		204.906986	-2810.621269
21021	 0.00004	 0.00008	 0.00002	 0.00010	 0.01605	 0.00001	 0.00001	 0.00000		211.072514	-2814.039620
22022	 0.00002	 0.00008	 0.00001	 0.00009	 0.01599	 0.00000	 0.00000	 0.00000		205.370784	-2866.249245
23023	 0.00004	 0.00013	 0.00002	 0.00004	 0.01836	 0.00001	 0.00001	 0.00000		194.808076	-2770.271144
24024	 0.00005	 0.00009	 0.00002	 0.00022	 0.01747	 0.00001	 0.00001	 0.00000		201.623696	-2846.657945
25025	 0.00006	 0.00011	 0.00003	 0.00009	 0.01775	 0.00001	 0.00001	 0.00000		204.747552	-2785.136807
26026	 0.00004	 0.00005	 0.00001	 0.00007	 0.01727	 0.00000	 0.00000	 0.00000		204.086421	-2816.955843
27027	 0.00004	 0.00008	 0.00001	 0.00005	 0.01601	 0.00000	 0.00000	 0.00000		204.320163	-2801.151829
28028	 0.00004	 0.00010	 0.00001	 0.00017	 0.01746	 0.00000	 0.00000	 0.00000		198.937639	-2814.858877
29029	 0.00005	 0.00010	 0.00001	 0.00014	 0.01896	 0.00000	 0.00001	 0.00000		198.854308	-2826.814872
30030	 0.00004	 0.00008	 0.00001	 0.00020	 0.01655	 0.00000	 0.00000	 0.00000		202.703101	-2824.067265
31031	 0.00002	 0.00004	 0.00001	 0.00023	 0.01724	 0.00000	 0.00000	 0.00000		211.748141	-2785.056965
32032	 0.00003	 0.00007	 0.00001	 0.00005	 0.01914	 0.00000	 0.00000	 0.00000		205.459925	-2835.949875
33033	 0.00003	 0.00012	 0.00001	 0.00011	 0.01792	 0.00000	 0.00000	 0.00000		199.929527	-2750.979902
34034	 0.00003	 0.00006	 0.00001	 0.00018	 0.01659	 0.00000	 0.00000	 0.00000		207.648145	-2848.403935
35035	 0.00004	 0.00005	 0.00001	 0.00005	 0.01759	 0.00000	 0.00000	 0.00000		208.178909	-2791.902140
36036	 0.00002	 0.00007	 0.00000	 0.00006	 0.01812	 0.00000	 0.00000	 0.00000		201.683256	-2751.780468
37037	 0.00002	 0.00003	 0.00000	 0.00011	 0.01736	 0.00000	 0.00000	 0.00000		212.732183	-2840.386020
