Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00008	 0.00002	 0.00009	 0.02871	 0.00000	 0.00000	 0.00000		205.319798	-4266.426901
1001	 0.00003	 0.00010	 0.00003	 0.00007	 0.02818	 0.00000	 0.00001	 0.00000		206.903190	-4281.722637
2002	 0.00002	 0.00011	 0.00002	 0.00003	 0.02811	 0.00000	 0.00000	 0.00000		207.431506	-4264.145959
3003	 0.00002	 0.00006	 0.00001	 0.00002	 0.02649	 0.00000	 0.00000	 0.00000		208.959201	-4259.846977
4004	 0.00001	 0.00006	 0.00001	 0.00003	 0.02675	 0.00000	 0.00000	 0.00000		211.485674	-4376.966224
5005	 0.00002	 0.00002	 0.00001	 0.00003	 0.02862	 0.00000	 0.00000	 0.00000		203.041964	-4335.505088
6006	 0.00001	 0.00002	 0.00001	 0.00002	 0.02707	 0.00000	 0.00000	 0.00000		219.095498	-4323.080127
7007	 0.00002	 0.00010	 0.00001	 0.00001	 0.02721	 0.00000	 0.00000	 0.00000		216.043170	-4332.526372
8008	 0.00002	 0.00008	 0.00002	 0.00003	 0.03037	 0.00000	 0.00000	 0.00000		205.005308	-4225.265542
9009	 0.00002	 0.00008	 0.00002	 0.00003	 0.02936	 0.00000	 0.00000	 0.00000		213.467089	-4237.529512
10010	 0.00002	 0.00008	 0.00002	 0.00013	 0.02690	 0.00000	 0.00000	 0.00000		191.057230	-4357.708034
11011	 0.00004	 0.00011	 0.00003	 0.00004	 0.02918	 0.00000	 0.00001	 0.00000		194.747974	-4273.852462
12012	 0.00002	 0.00008	 0.00002	 0.00002	 0.02814	 0.00000	 0.00000	 0.00000		213.287249	-4325.202276
13013	 0.00004	 0.00007	 0.00003	 0.00003	 0.02569	 0.00000	 0.00001	 0.00000		214.721462	-4256.796802
14014	 0.00002	 0.00006	 0.00001	 0.00001	 0.02824	 0.00000	 0.00000	 0.00000		214.441698	-4257.751058
15015	 0.00002	 0.00007	 0.00001	 0.00001	 0.02906	 0.00000	 0.00000	 0.00000		219.961376	-4321.581648
16016	 0.00002	 0.00005	 0.00001	 0.00001	 0.03029	 0.00000	 0.00000	 0.00000		219.306476	-4228.837156
17017	 0.00003	 0.00020	 0.00002	 0.00001	 0.02810	 0.00000	 0.00000	 0.00000		209.216669	-4288.013834
18018	 0.00010	 0.00015	 0.00005	 0.00002	 0.02652	 0.00001	 0.00001	 0.00000		193.025998	-4214.116404
19019	 0.00006	 0.00026	 0.00004	 0.00003	 0.02862	 0.00001	 0.00001	 0.00000		192.920479	-4286.596365
20020	 0.00006	 0.00018	 0.00003	 0.00005	 0.02851	 0.00001	 0.00001	 0.00000		195.419761	-4275.584454
21021	 0.00005	 0.00021	 0.00004	 0.00007	 0.02743	 0.00001	 0.00001	 0.00000		197.729808	-4315.461554
22022	 0.00002	 0.00021	 0.00003	 0.00005	 0.02714	 0.00000	 0.00001	 0.00000		207.868591	-4349.556806
23023	 0.00001	 0.00009	 0.00004	 0.00013	 0.02884	 0.00000	 0.00001	 0.00000		200.834867	-4280.973159
24024	 0.00005	 0.00016	 0.00005	 0.00016	 0.02837	 0.00001	 0.00001	 0.00000		182.702412	-4272.342779
25025	 0.00008	 0.00018	 0.00005	 0.00017	 0.02769	 0.00001	 0.00001	 0.00000		176.049881	-4369.575198
26026	 0.00004	 0.00017	 0.00005	 0.00006	 0.02775	 0.00001	 0.00001	 0.00000		198.079698	-4371.330774
27027	 0.00009	 0.00022	 0.00008	 0.00008	 0.02866	 0.00001	 0.00002	 0.00000		191.929937	-4222.781691
28028	 0.00009	 0.00049	 0.00007	 0.00013	 0.02711	 0.00001	 0.00001	 0.00000		181.080993	-4262.700178
29029	 0.00006	 0.00021	 0.00006	 0.00006	 0.02711	 0.00001	 0.00001	 0.00000		193.216316	-4303.618659
30030	 0.00004	 0.00015	 0.00004	 0.00005	 0.02669	 0.00001	 0.00001	 0.00000		201.880690	-4289.487529
31031	 0.00004	 0.00016	 0.00003	 0.00005	 0.02651	 0.00000	 0.00001	 0.00000		198.069020	-4376.861461
32032	 0.00003	 0.00010	 0.00002	 0.00003	 0.02804	 0.00000	 0.00000	 0.00000		201.515915	-4362.647854
33033	 0.00002	 0.00013	 0.00002	 0.00005	 0.02978	 0.00000	 0.00000	 0.00000		198.839806	-4244.972412
34034	 0.00002	 0.00007	 0.00002	 0.00002	 0.02822	 0.00000	 0.00000	 0.00000		214.132387	-4261.365695
35035	 0.00004	 0.00014	 0.00004	 0.00007	 0.02842	 0.00001	 0.00001	 0.00000		197.466365	-4274.568243
36036	 0.00005	 0.00012	 0.00003	 0.00006	 0.02884	 0.00001	 0.00001	 0.00000		187.936061	-4277.025920
37037	 0.00005	 0.00015	 0.00004	 0.00005	 0.02939	 0.00001	 0.00001	 0.00000		190.112453	-4170.536307
38038	 0.00003	 0.00015	 0.00003	 0.00004	 0.02927	 0.00000	 0.00001	 0.00000		209.673920	-4250.934372
