Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00008	 0.00000	 0.00018	 0.02249	 0.00000	 0.00000	 0.00000		206.667073	-3513.525698
1001	 0.00000	 0.00001	 0.00000	 0.00007	 0.02015	 0.00000	 0.00000	 0.00000		218.348438	-3593.374185
2002	 0.00000	 0.00000	 0.00000	 0.00003	 0.02258	 0.00000	 0.00000	 0.00000		243.408574	-3466.131152
3003	 0.00000	 0.00000	 0.00000	 0.00012	 0.02033	 0.00000	 0.00000	 0.00000		271.333739	-3540.713836
4004	 0.00000	 0.00000	 0.00000	 0.00005	 0.02122	 0.00000	 0.00000	 0.00000		241.944517	-3485.518003
5005	 0.00000	 0.00000	 0.00000	 0.00006	 0.02123	 0.00000	 0.00000	 0.00000		229.077251	-3573.784535
6006	 0.00000	 0.00000	 0.00000	 0.00003	 0.02122	 0.00000	 0.00000	 0.00000		237.447373	-3483.358602
7007	 0.00000	 0.00000	 0.00000	 0.00003	 0.02296	 0.00000	 0.00000	 0.00000		248.524722	-3503.163577
8008	 0.00000	 0.00000	 0.00000	 0.00004	 0.02241	 0.00000	 0.00000	 0.00000		267.033803	-3404.584155
9009	 0.00000	 0.00000	 0.00000	 0.00008	 0.02296	 0.00000	 0.00000	 0.00000		231.602554	-3602.017729
10010	 0.00000	 0.00000	 0.00000	 0.00002	 0.02457	 0.00000	 0.00000	 0.00000		236.906154	-3450.732377
11011	 0.00000	 0.00000	 0.00000	 0.00010	 0.02320	 0.00000	 0.00000	 0.00000		268.731498	-3518.687907
12012	 0.00000	 0.00000	 0.00000	 0.00006	 0.02243	 0.00000	 0.00000	 0.00000		272.928805	-3411.830917
13013	 0.00000	 0.00000	 0.00000	 0.00005	 0.02389	 0.00000	 0.00000	 0.00000		244.821118	-3450.738597
14014	 0.00000	 0.00000	 0.00000	 0.00000	 0.02220	 0.00000	 0.00000	 0.00000		262.216234	-3371.684023
15015	 0.00000	 0.00000	 0.00000	 0.00000	 0.02186	 0.00000	 0.00000	 0.00000		284.987033	-3363.763258
16016	 0.00000	 0.00000	 0.00000	 0.00000	 0.02322	 0.00000	 0.00000	 0.00000		297.967728	-3339.996748
17017	 0.00000	 0.00000	 0.00000	 0.00000	 0.02240	 0.00000	 0.00000	 0.00000		290.207452	-3396.088409
18018	 0.00000	 0.00000	 0.00000	 0.00000	 0.02373	 0.00000	 0.00000	 0.00000		280.805832	-3427.673064
19019	 0.00000	 0.00000	 0.00000	 0.00000	 0.02105	 0.00000	 0.00000	 0.00000		274.814281	-3423.759134
20020	 0.00000	 0.00000	 0.00000	 0.00000	 0.02175	 0.00000	 0.00000	 0.00000		266.574453	-3352.963918
