Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00012	 0.00010	 0.00005	 0.00009	 0.00492	 0.00001	 0.00001	 0.00000		208.234699	-901.905115
1001	 0.00011	 0.00004	 0.00002	 0.00015	 0.00477	 0.00001	 0.00001	 0.00000		215.335523	-894.689969
2002	 0.00003	 0.00001	 0.00000	 0.00013	 0.00447	 0.00000	 0.00000	 0.00000		229.991381	-934.487068
3003	 0.00002	 0.00006	 0.00001	 0.00014	 0.00557	 0.00000	 0.00000	 0.00000		215.188913	-873.555065
4004	 0.00007	 0.00005	 0.00003	 0.00004	 0.00462	 0.00001	 0.00001	 0.00000		211.912066	-909.197611
5005	 0.00007	 0.00004	 0.00004	 0.00007	 0.00474	 0.00001	 0.00001	 0.00000		228.611102	-899.141309
6006	 0.00002	 0.00002	 0.00001	 0.00004	 0.00520	 0.00000	 0.00000	 0.00000		238.391490	-909.796294
7007	 0.00005	 0.00003	 0.00001	 0.00002	 0.00497	 0.00000	 0.00000	 0.00000		232.567014	-958.345478
8008	 0.00009	 0.00010	 0.00003	 0.00012	 0.00575	 0.00001	 0.00001	 0.00000		211.222366	-881.810459
9009	 0.00021	 0.00020	 0.00009	 0.00007	 0.00534	 0.00002	 0.00002	 0.00000		206.839650	-893.959626
10010	 0.00010	 0.00008	 0.00004	 0.00009	 0.00504	 0.00001	 0.00001	 0.00000		215.860393	-874.936443
11011	 0.00016	 0.00010	 0.00004	 0.00007	 0.00512	 0.00001	 0.00001	 0.00000		205.149304	-931.024085
12012	 0.00011	 0.00019	 0.00005	 0.00007	 0.00569	 0.00001	 0.00002	 0.00000		207.042609	-931.201440
13013	 0.00015	 0.00015	 0.00004	 0.00006	 0.00554	 0.00001	 0.00001	 0.00000		198.578912	-885.304546
14014	 0.00019	 0.00010	 0.00007	 0.00012	 0.00591	 0.00001	 0.00002	 0.00000		201.453419	-931.597014
15015	 0.00004	 0.00003	 0.00001	 0.00013	 0.00523	 0.00000	 0.00000	 0.00000		224.113025	-946.579027
16016	 0.00004	 0.00002	 0.00001	 0.00018	 0.00520	 0.00000	 0.00000	 0.00000		230.659919	-864.433868
17017	 0.00018	 0.00010	 0.00006	 0.00014	 0.00568	 0.00001	 0.00002	 0.00000		206.381129	-898.890875
18018	 0.00003	 0.00005	 0.00002	 0.00016	 0.00559	 0.00000	 0.00000	 0.00000		215.593191	-931.082239
19019	 0.00005	 0.00004	 0.00002	 0.00018	 0.00593	 0.00000	 0.00001	 0.00000		218.942627	-910.470925
20020	 0.00004	 0.00005	 0.00003	 0.00008	 0.00518	 0.00001	 0.00001	 0.00000		217.699657	-909.946536
21021	 0.00011	 0.00007	 0.00004	 0.00024	 0.00538	 0.00001	 0.00001	 0.00000		205.393972	-897.504252
22022	 0.00007	 0.00005	 0.00004	 0.00028	 0.00554	 0.00000	 0.00001	 0.00000		215.136087	-893.889203
23023	 0.00009	 0.00013	 0.00006	 0.00007	 0.00565	 0.00001	 0.00001	 0.00000		213.451132	-907.334689
24024	 0.00012	 0.00010	 0.00003	 0.00011	 0.00531	 0.00001	 0.00001	 0.00000		210.066236	-915.719404
25025	 0.00010	 0.00014	 0.00004	 0.00010	 0.00479	 0.00001	 0.00001	 0.00000		207.208858	-931.475691
26026	 0.00012	 0.00008	 0.00006	 0.00024	 0.00603	 0.00001	 0.00002	 0.00000		206.491000	-887.902642
27027	 0.00002	 0.00001	 0.00003	 0.00032	 0.00445	 0.00000	 0.00001	 0.00000		244.587590	-915.781365
28028	 0.00002	 0.00003	 0.00002	 0.00021	 0.00588	 0.00000	 0.00001	 0.00000		226.674704	-899.702666
29029	 0.00006	 0.00005	 0.00001	 0.00004	 0.00466	 0.00000	 0.00000	 0.00000		224.865614	-944.779337
30030	 0.00011	 0.00008	 0.00004	 0.00006	 0.00569	 0.00001	 0.00001	 0.00000		219.287928	-880.322386
31031	 0.00003	 0.00006	 0.00002	 0.00007	 0.00514	 0.00000	 0.00000	 0.00000		221.350265	-899.811126
32032	 0.00007	 0.00006	 0.00003	 0.00008	 0.00562	 0.00001	 0.00001	 0.00000		211.356433	-898.228513
33033	 0.00003	 0.00003	 0.00001	 0.00003	 0.00520	 0.00000	 0.00000	 0.00000		235.339325	-879.683810
34034	 0.00005	 0.00004	 0.00002	 0.00013	 0.00509	 0.00000	 0.00001	 0.00000		221.674231	-912.118915
35035	 0.00009	 0.00006	 0.00003	 0.00013	 0.00547	 0.00001	 0.00001	 0.00000		220.248630	-886.564609
36036	 0.00016	 0.00011	 0.00004	 0.00023	 0.00549	 0.00001	 0.00001	 0.00000		202.303039	-907.795700
