Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_AM->ATL	Data-ld-ln	Full-ld-ln
0	 0.00005	 0.00004	 0.00005	 0.00023	 0.02277	 0.00000	 0.00002	 0.00000		207.673760	-3295.862670
1001	 0.00003	 0.00006	 0.00008	 0.00031	 0.02039	 0.00000	 0.00002	 0.00000		204.295562	-3365.932822
2002	 0.00004	 0.00009	 0.00006	 0.00033	 0.02163	 0.00000	 0.00002	 0.00000		195.298296	-3361.499965
3003	 0.00004	 0.00009	 0.00007	 0.00043	 0.02083	 0.00000	 0.00003	 0.00000		201.647808	-3398.319708
4004	 0.00013	 0.00018	 0.00009	 0.00014	 0.02266	 0.00001	 0.00002	 0.00000		200.529251	-3241.968339
5005	 0.00011	 0.00025	 0.00008	 0.00026	 0.02069	 0.00001	 0.00003	 0.00000		194.387618	-3271.367614
6006	 0.00002	 0.00003	 0.00005	 0.00021	 0.02205	 0.00000	 0.00001	 0.00000		210.710147	-3295.044930
7007	 0.00002	 0.00005	 0.00002	 0.00015	 0.02485	 0.00000	 0.00001	 0.00000		210.623840	-3327.915686
8008	 0.00003	 0.00005	 0.00005	 0.00022	 0.02249	 0.00000	 0.00001	 0.00000		211.311653	-3198.341219
9009	 0.00003	 0.00004	 0.00003	 0.00021	 0.02289	 0.00000	 0.00001	 0.00000		199.134917	-3328.138467
10010	 0.00001	 0.00005	 0.00001	 0.00005	 0.01999	 0.00000	 0.00000	 0.00000		217.421420	-3496.006266
11011	 0.00004	 0.00004	 0.00002	 0.00009	 0.02262	 0.00000	 0.00001	 0.00000		213.409697	-3392.970186
12012	 0.00000	 0.00001	 0.00000	 0.00005	 0.02249	 0.00000	 0.00000	 0.00000		233.527893	-3380.774837
13013	 0.00001	 0.00001	 0.00001	 0.00011	 0.02229	 0.00000	 0.00000	 0.00000		216.992229	-3381.379078
14014	 0.00001	 0.00001	 0.00001	 0.00004	 0.02037	 0.00000	 0.00000	 0.00000		233.031477	-3416.187543
15015	 0.00000	 0.00001	 0.00000	 0.00002	 0.02187	 0.00000	 0.00000	 0.00000		247.826920	-3433.401772
16016	 0.00001	 0.00001	 0.00000	 0.00002	 0.02301	 0.00000	 0.00000	 0.00000		237.708141	-3417.730122
17017	 0.00000	 0.00001	 0.00000	 0.00002	 0.02215	 0.00000	 0.00000	 0.00000		227.910921	-3382.544805
18018	 0.00000	 0.00001	 0.00000	 0.00001	 0.02201	 0.00000	 0.00000	 0.00000		255.865490	-3324.362525
19019	 0.00001	 0.00002	 0.00001	 0.00001	 0.02238	 0.00000	 0.00000	 0.00000		241.808166	-3341.505565
20020	 0.00001	 0.00007	 0.00001	 0.00002	 0.02274	 0.00000	 0.00000	 0.00000		239.309060	-3233.747502
21021	 0.00001	 0.00003	 0.00001	 0.00010	 0.02000	 0.00000	 0.00000	 0.00000		226.347808	-3539.079248
22022	 0.00003	 0.00003	 0.00002	 0.00007	 0.01999	 0.00000	 0.00001	 0.00000		224.783700	-3299.151189
23023	 0.00002	 0.00002	 0.00002	 0.00011	 0.02280	 0.00000	 0.00001	 0.00000		218.388240	-3414.018243
24024	 0.00007	 0.00015	 0.00003	 0.00006	 0.02190	 0.00001	 0.00001	 0.00000		219.917293	-3304.501401
25025	 0.00003	 0.00006	 0.00002	 0.00006	 0.02138	 0.00000	 0.00001	 0.00000		213.599151	-3380.073091
26026	 0.00008	 0.00014	 0.00004	 0.00011	 0.02131	 0.00001	 0.00001	 0.00000		205.660256	-3419.981150
