Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00000	 0.00000	 0.00000	 0.00000	 0.02505	 0.00000	 0.00000	 0.00000		260.283534	-4080.527043
1001	 0.00000	 0.00001	 0.00000	 0.00000	 0.02354	 0.00000	 0.00000	 0.00000		241.080874	-3889.931668
2002	 0.00000	 0.00001	 0.00000	 0.00000	 0.02687	 0.00000	 0.00000	 0.00000		264.829798	-3805.014335
3003	 0.00001	 0.00003	 0.00000	 0.00001	 0.02678	 0.00000	 0.00000	 0.00000		224.344617	-3771.852375
4004	 0.00004	 0.00006	 0.00001	 0.00001	 0.02552	 0.00000	 0.00000	 0.00000		215.586256	-3858.891204
5005	 0.00006	 0.00006	 0.00001	 0.00001	 0.02403	 0.00000	 0.00000	 0.00000		209.112371	-3961.093379
6006	 0.00011	 0.00020	 0.00002	 0.00002	 0.02468	 0.00001	 0.00001	 0.00000		203.629097	-3784.460414
7007	 0.00008	 0.00011	 0.00002	 0.00003	 0.02499	 0.00001	 0.00001	 0.00000		202.957449	-3811.814304
8008	 0.00007	 0.00011	 0.00002	 0.00007	 0.02759	 0.00001	 0.00001	 0.00000		209.966457	-3813.586574
9009	 0.00005	 0.00021	 0.00003	 0.00017	 0.02433	 0.00001	 0.00001	 0.00000		192.447886	-4054.091017
10010	 0.00005	 0.00014	 0.00004	 0.00028	 0.02343	 0.00000	 0.00001	 0.00000		195.293793	-3905.739032
11011	 0.00003	 0.00005	 0.00001	 0.00009	 0.02487	 0.00000	 0.00000	 0.00000		210.933423	-3864.538235
12012	 0.00004	 0.00015	 0.00002	 0.00011	 0.02674	 0.00000	 0.00001	 0.00000		197.499806	-3857.604350
13013	 0.00007	 0.00012	 0.00002	 0.00008	 0.02570	 0.00000	 0.00001	 0.00000		192.802783	-3945.384478
14014	 0.00002	 0.00005	 0.00001	 0.00009	 0.02488	 0.00000	 0.00000	 0.00000		212.985233	-3886.545225
15015	 0.00003	 0.00007	 0.00001	 0.00020	 0.02436	 0.00000	 0.00000	 0.00000		196.984747	-3972.159910
16016	 0.00003	 0.00006	 0.00002	 0.00010	 0.02408	 0.00000	 0.00000	 0.00000		203.929556	-3942.610900
17017	 0.00003	 0.00011	 0.00001	 0.00020	 0.02437	 0.00000	 0.00001	 0.00000		198.626541	-3938.833123
18018	 0.00003	 0.00007	 0.00001	 0.00037	 0.02486	 0.00000	 0.00000	 0.00000		184.987737	-3947.862653
19019	 0.00001	 0.00003	 0.00001	 0.00008	 0.02373	 0.00000	 0.00000	 0.00000		215.464570	-3851.258264
20020	 0.00001	 0.00005	 0.00001	 0.00028	 0.02469	 0.00000	 0.00000	 0.00000		194.318239	-3967.916820
21021	 0.00003	 0.00003	 0.00001	 0.00008	 0.02537	 0.00000	 0.00000	 0.00000		209.831554	-3881.820291
22022	 0.00002	 0.00005	 0.00001	 0.00024	 0.02548	 0.00000	 0.00000	 0.00000		201.930686	-3886.352127
23023	 0.00002	 0.00003	 0.00001	 0.00015	 0.02574	 0.00000	 0.00000	 0.00000		205.966457	-3881.097767
24024	 0.00001	 0.00006	 0.00001	 0.00006	 0.02374	 0.00000	 0.00000	 0.00000		214.537377	-3980.328135
25025	 0.00003	 0.00005	 0.00001	 0.00004	 0.02400	 0.00000	 0.00000	 0.00000		216.042015	-3912.654218
26026	 0.00003	 0.00009	 0.00001	 0.00007	 0.02425	 0.00000	 0.00000	 0.00000		199.228790	-3894.231437
27027	 0.00002	 0.00004	 0.00001	 0.00014	 0.02507	 0.00000	 0.00000	 0.00000		201.977523	-3984.752744
28028	 0.00002	 0.00005	 0.00001	 0.00005	 0.02395	 0.00000	 0.00000	 0.00000		219.033734	-3967.882414
29029	 0.00002	 0.00003	 0.00000	 0.00004	 0.02400	 0.00000	 0.00000	 0.00000		211.180159	-3902.671247
30030	 0.00001	 0.00002	 0.00000	 0.00002	 0.02613	 0.00000	 0.00000	 0.00000		233.942875	-3896.403537
31031	 0.00001	 0.00002	 0.00000	 0.00002	 0.02407	 0.00000	 0.00000	 0.00000		223.516697	-3897.278198
32032	 0.00001	 0.00003	 0.00000	 0.00022	 0.02603	 0.00000	 0.00000	 0.00000		205.514101	-3957.636999
33033	 0.00002	 0.00009	 0.00001	 0.00009	 0.02630	 0.00000	 0.00000	 0.00000		196.568808	-3833.572800
34034	 0.00002	 0.00005	 0.00001	 0.00004	 0.02532	 0.00000	 0.00000	 0.00000		210.001983	-3835.072609
35035	 0.00002	 0.00007	 0.00001	 0.00002	 0.02398	 0.00000	 0.00000	 0.00000		213.495120	-3848.970925
36036	 0.00004	 0.00006	 0.00002	 0.00005	 0.02496	 0.00000	 0.00000	 0.00000		213.963565	-3759.417718
37037	 0.00005	 0.00010	 0.00002	 0.00017	 0.02342	 0.00001	 0.00001	 0.00000		198.876258	-3875.061183
38038	 0.00007	 0.00013	 0.00003	 0.00008	 0.02365	 0.00001	 0.00001	 0.00000		201.236947	-3859.123624
39039	 0.00006	 0.00032	 0.00002	 0.00010	 0.02506	 0.00001	 0.00001	 0.00000		193.205419	-4045.661736
40040	 0.00009	 0.00015	 0.00003	 0.00007	 0.02478	 0.00001	 0.00001	 0.00000		201.780685	-3836.935344
41041	 0.00009	 0.00017	 0.00003	 0.00007	 0.02428	 0.00001	 0.00001	 0.00000		201.479175	-3857.854609
42042	 0.00010	 0.00017	 0.00004	 0.00022	 0.02381	 0.00001	 0.00001	 0.00000		193.426606	-3851.241118
43043	 0.00014	 0.00028	 0.00006	 0.00026	 0.02351	 0.00001	 0.00002	 0.00000		182.163565	-3956.856446
44044	 0.00006	 0.00037	 0.00002	 0.00005	 0.02328	 0.00001	 0.00001	 0.00000		189.816853	-3902.961108
45045	 0.00008	 0.00017	 0.00002	 0.00010	 0.02402	 0.00001	 0.00001	 0.00000		193.421683	-3935.825142
46046	 0.00005	 0.00011	 0.00002	 0.00017	 0.02426	 0.00001	 0.00001	 0.00000		192.629680	-3951.166555
47047	 0.00004	 0.00007	 0.00002	 0.00011	 0.02493	 0.00000	 0.00001	 0.00000		207.151491	-3833.126904
48048	 0.00004	 0.00006	 0.00002	 0.00005	 0.02438	 0.00000	 0.00001	 0.00000		214.906662	-3800.328785
49049	 0.00007	 0.00014	 0.00003	 0.00011	 0.02535	 0.00000	 0.00001	 0.00000		203.622704	-3861.022072
50050	 0.00003	 0.00008	 0.00002	 0.00034	 0.02593	 0.00000	 0.00001	 0.00000		194.099976	-3921.326333
51051	 0.00012	 0.00022	 0.00004	 0.00022	 0.02277	 0.00001	 0.00001	 0.00000		184.899284	-3918.033338
52052	 0.00010	 0.00019	 0.00004	 0.00014	 0.02546	 0.00001	 0.00001	 0.00000		190.936459	-3843.622141
53053	 0.00020	 0.00027	 0.00004	 0.00016	 0.02413	 0.00002	 0.00002	 0.00000		183.004476	-3939.149340
54054	 0.00011	 0.00021	 0.00003	 0.00011	 0.02669	 0.00001	 0.00001	 0.00000		190.561237	-3910.121196
55055	 0.00021	 0.00034	 0.00006	 0.00007	 0.02442	 0.00002	 0.00002	 0.00000		185.546174	-3899.066287
56056	 0.00009	 0.00026	 0.00003	 0.00003	 0.02317	 0.00001	 0.00001	 0.00000		200.961304	-3977.543246
57057	 0.00008	 0.00033	 0.00002	 0.00002	 0.02532	 0.00001	 0.00001	 0.00000		207.611839	-3827.395301
58058	 0.00020	 0.00028	 0.00003	 0.00009	 0.02376	 0.00001	 0.00001	 0.00000		178.113847	-3904.911167
59059	 0.00017	 0.00027	 0.00005	 0.00005	 0.02578	 0.00001	 0.00002	 0.00000		189.583195	-3961.653311
60060	 0.00013	 0.00032	 0.00004	 0.00001	 0.02414	 0.00001	 0.00001	 0.00000		203.342822	-3771.837626
61061	 0.00028	 0.00041	 0.00006	 0.00010	 0.02232	 0.00002	 0.00002	 0.00000		188.430315	-3926.444175
62062	 0.00022	 0.00048	 0.00007	 0.00017	 0.02347	 0.00002	 0.00003	 0.00000		174.233739	-3912.291786
63063	 0.00014	 0.00036	 0.00004	 0.00004	 0.02323	 0.00001	 0.00001	 0.00000		197.393502	-3945.826017
64064	 0.00015	 0.00032	 0.00005	 0.00004	 0.02596	 0.00001	 0.00001	 0.00000		195.380214	-3909.236543
65065	 0.00014	 0.00022	 0.00005	 0.00006	 0.02582	 0.00002	 0.00002	 0.00000		185.245866	-3845.542328
66066	 0.00010	 0.00024	 0.00004	 0.00003	 0.02607	 0.00001	 0.00001	 0.00000		195.141204	-3880.967076
67067	 0.00032	 0.00028	 0.00007	 0.00009	 0.02462	 0.00002	 0.00002	 0.00000		180.814006	-4009.219431
68068	 0.00024	 0.00057	 0.00008	 0.00011	 0.02281	 0.00002	 0.00003	 0.00000		186.725563	-3903.723999
69069	 0.00025	 0.00043	 0.00009	 0.00015	 0.02656	 0.00002	 0.00003	 0.00000		182.320852	-3882.669597
70070	 0.00022	 0.00038	 0.00007	 0.00019	 0.02472	 0.00002	 0.00003	 0.00000		179.911287	-3972.453626
71071	 0.00014	 0.00022	 0.00005	 0.00013	 0.02514	 0.00001	 0.00002	 0.00000		186.525832	-4004.315955
72072	 0.00021	 0.00033	 0.00009	 0.00019	 0.02380	 0.00002	 0.00003	 0.00000		183.097726	-3913.425475
73073	 0.00019	 0.00024	 0.00004	 0.00013	 0.02605	 0.00001	 0.00002	 0.00000		185.645711	-3893.359027
74074	 0.00006	 0.00023	 0.00004	 0.00022	 0.02679	 0.00001	 0.00001	 0.00000		188.094133	-3957.216244
75075	 0.00011	 0.00017	 0.00003	 0.00018	 0.02504	 0.00001	 0.00001	 0.00000		187.270493	-3907.636517
76076	 0.00004	 0.00007	 0.00003	 0.00008	 0.02387	 0.00000	 0.00001	 0.00000		214.546761	-3872.197481
77077	 0.00015	 0.00026	 0.00006	 0.00033	 0.02526	 0.00001	 0.00002	 0.00000		186.419618	-3984.985514
78078	 0.00018	 0.00041	 0.00008	 0.00024	 0.02375	 0.00002	 0.00003	 0.00000		182.269647	-3949.467261
79079	 0.00022	 0.00027	 0.00010	 0.00036	 0.02445	 0.00002	 0.00003	 0.00000		182.766214	-3869.498960
80080	 0.00015	 0.00018	 0.00007	 0.00026	 0.02543	 0.00001	 0.00002	 0.00000		186.315993	-3917.266914
81081	 0.00007	 0.00017	 0.00004	 0.00026	 0.02708	 0.00001	 0.00002	 0.00000		194.571834	-3751.550011
82082	 0.00005	 0.00009	 0.00004	 0.00030	 0.02509	 0.00000	 0.00002	 0.00000		199.049479	-3942.345600
83083	 0.00005	 0.00015	 0.00005	 0.00041	 0.02654	 0.00000	 0.00002	 0.00000		181.115145	-3940.474162
84084	 0.00005	 0.00009	 0.00006	 0.00054	 0.02411	 0.00000	 0.00002	 0.00000		190.658421	-3954.778467
85085	 0.00008	 0.00022	 0.00018	 0.00127	 0.02372	 0.00001	 0.00006	 0.00000		175.068542	-3902.427706
86086	 0.00008	 0.00016	 0.00010	 0.00065	 0.02390	 0.00001	 0.00004	 0.00000		190.686486	-3909.418626
87087	 0.00007	 0.00015	 0.00007	 0.00047	 0.02537	 0.00001	 0.00002	 0.00000		188.022262	-3885.965184
88088	 0.00013	 0.00019	 0.00006	 0.00049	 0.02298	 0.00001	 0.00002	 0.00000		182.542627	-4002.266915
89089	 0.00008	 0.00013	 0.00005	 0.00054	 0.02266	 0.00001	 0.00002	 0.00000		186.634110	-3939.401908
90090	 0.00012	 0.00025	 0.00006	 0.00023	 0.02492	 0.00001	 0.00002	 0.00000		193.209961	-3895.018580
91091	 0.00020	 0.00030	 0.00007	 0.00021	 0.02499	 0.00002	 0.00002	 0.00000		181.706377	-3951.338338
92092	 0.00020	 0.00034	 0.00009	 0.00035	 0.02460	 0.00002	 0.00004	 0.00000		186.649285	-3776.984284
93093	 0.00014	 0.00030	 0.00006	 0.00063	 0.02416	 0.00001	 0.00002	 0.00000		177.487419	-3930.169726
94094	 0.00010	 0.00024	 0.00005	 0.00050	 0.02505	 0.00001	 0.00002	 0.00000		186.141656	-3890.913267
95095	 0.00008	 0.00014	 0.00007	 0.00035	 0.02534	 0.00001	 0.00002	 0.00000		190.556939	-3835.152030
96096	 0.00009	 0.00016	 0.00011	 0.00050	 0.02472	 0.00001	 0.00003	 0.00000		190.406011	-3730.558326
97097	 0.00011	 0.00016	 0.00007	 0.00046	 0.02521	 0.00001	 0.00002	 0.00000		184.628001	-3837.344705
98098	 0.00019	 0.00034	 0.00011	 0.00058	 0.02388	 0.00002	 0.00004	 0.00000		178.945665	-3872.861780
99099	 0.00019	 0.00022	 0.00011	 0.00040	 0.02552	 0.00002	 0.00004	 0.00000		184.477130	-3911.612817
100100	 0.00012	 0.00019	 0.00009	 0.00067	 0.02456	 0.00001	 0.00003	 0.00000		183.241153	-3961.439547
101101	 0.00017	 0.00034	 0.00013	 0.00096	 0.02614	 0.00001	 0.00004	 0.00000		170.872388	-3891.851331
102102	 0.00005	 0.00021	 0.00006	 0.00064	 0.02411	 0.00000	 0.00002	 0.00000		185.945621	-3891.076694
103103	 0.00002	 0.00013	 0.00004	 0.00033	 0.02327	 0.00000	 0.00001	 0.00000		197.746972	-4057.413331
104104	 0.00002	 0.00005	 0.00003	 0.00025	 0.02524	 0.00000	 0.00001	 0.00000		204.611894	-3953.347651
105105	 0.00001	 0.00002	 0.00003	 0.00024	 0.02588	 0.00000	 0.00001	 0.00000		211.789352	-3774.265244
106106	 0.00002	 0.00003	 0.00006	 0.00067	 0.02421	 0.00000	 0.00002	 0.00000		203.946109	-3944.298331
107107	 0.00010	 0.00014	 0.00007	 0.00038	 0.02340	 0.00001	 0.00002	 0.00000		186.406679	-3857.324328
