Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00003	 0.00005	 0.00006	 0.00035	 0.03039	 0.00000	 0.00002	 0.00000		197.040267	-4680.176330
1001	 0.00004	 0.00003	 0.00004	 0.00026	 0.02681	 0.00000	 0.00001	 0.00000		203.237987	-4583.796120
2002	 0.00004	 0.00003	 0.00003	 0.00039	 0.02874	 0.00000	 0.00001	 0.00000		186.727041	-4820.116361
3003	 0.00008	 0.00008	 0.00005	 0.00035	 0.02856	 0.00001	 0.00002	 0.00000		193.389457	-4692.076709
4004	 0.00007	 0.00009	 0.00005	 0.00019	 0.02955	 0.00000	 0.00001	 0.00000		198.991518	-4520.770734
5005	 0.00011	 0.00011	 0.00004	 0.00032	 0.02958	 0.00001	 0.00002	 0.00000		185.996251	-4728.698714
6006	 0.00006	 0.00007	 0.00003	 0.00016	 0.02841	 0.00000	 0.00001	 0.00000		193.828664	-4604.149969
7007	 0.00006	 0.00004	 0.00007	 0.00051	 0.02947	 0.00000	 0.00002	 0.00000		190.817465	-4490.519457
8008	 0.00009	 0.00011	 0.00009	 0.00076	 0.02954	 0.00001	 0.00003	 0.00000		178.417516	-4699.096614
9009	 0.00006	 0.00008	 0.00006	 0.00029	 0.02923	 0.00000	 0.00002	 0.00000		189.586160	-4645.601064
10010	 0.00005	 0.00006	 0.00004	 0.00026	 0.03045	 0.00000	 0.00001	 0.00000		190.577109	-4669.690879
11011	 0.00002	 0.00002	 0.00001	 0.00025	 0.02913	 0.00000	 0.00000	 0.00000		193.674978	-4704.734227
12012	 0.00001	 0.00002	 0.00001	 0.00014	 0.03263	 0.00000	 0.00000	 0.00000		204.853939	-4653.276686
13013	 0.00001	 0.00002	 0.00001	 0.00013	 0.02821	 0.00000	 0.00000	 0.00000		217.007194	-4684.005176
14014	 0.00001	 0.00001	 0.00001	 0.00003	 0.03022	 0.00000	 0.00000	 0.00000		227.071894	-4760.854763
15015	 0.00002	 0.00004	 0.00001	 0.00007	 0.03012	 0.00000	 0.00000	 0.00000		210.629454	-4708.923182
16016	 0.00002	 0.00003	 0.00001	 0.00009	 0.03047	 0.00000	 0.00000	 0.00000		204.237031	-4724.707099
17017	 0.00001	 0.00002	 0.00001	 0.00007	 0.03057	 0.00000	 0.00000	 0.00000		215.509117	-4728.717183
18018	 0.00001	 0.00001	 0.00001	 0.00007	 0.03065	 0.00000	 0.00000	 0.00000		211.361819	-4592.069205
19019	 0.00000	 0.00001	 0.00000	 0.00007	 0.02807	 0.00000	 0.00000	 0.00000		225.952207	-4665.830764
20020	 0.00001	 0.00001	 0.00000	 0.00008	 0.03142	 0.00000	 0.00000	 0.00000		212.341143	-4590.416700
21021	 0.00000	 0.00000	 0.00000	 0.00003	 0.02906	 0.00000	 0.00000	 0.00000		236.003738	-4702.296630
22022	 0.00000	 0.00000	 0.00000	 0.00001	 0.02993	 0.00000	 0.00000	 0.00000		261.610430	-4778.655231
23023	 0.00000	 0.00000	 0.00000	 0.00001	 0.03039	 0.00000	 0.00000	 0.00000		262.112237	-4719.936156
24024	 0.00000	 0.00000	 0.00000	 0.00000	 0.02882	 0.00000	 0.00000	 0.00000		254.501985	-4785.395223
25025	 0.00000	 0.00000	 0.00000	 0.00002	 0.02915	 0.00000	 0.00000	 0.00000		236.240189	-4716.066877
26026	 0.00000	 0.00000	 0.00000	 0.00005	 0.02962	 0.00000	 0.00000	 0.00000		239.288927	-4712.955081
27027	 0.00000	 0.00000	 0.00000	 0.00004	 0.03041	 0.00000	 0.00000	 0.00000		253.556425	-4591.060990
28028	 0.00000	 0.00000	 0.00000	 0.00002	 0.03086	 0.00000	 0.00000	 0.00000		254.601063	-4864.788199
29029	 0.00000	 0.00000	 0.00000	 0.00002	 0.03105	 0.00000	 0.00000	 0.00000		239.085028	-4779.102629
30030	 0.00000	 0.00000	 0.00000	 0.00002	 0.02781	 0.00000	 0.00000	 0.00000		259.300809	-4660.344472
31031	 0.00000	 0.00000	 0.00000	 0.00003	 0.02879	 0.00000	 0.00000	 0.00000		233.453200	-4724.227093
32032	 0.00000	 0.00000	 0.00000	 0.00001	 0.02872	 0.00000	 0.00000	 0.00000		255.727345	-4587.596416
33033	 0.00000	 0.00000	 0.00000	 0.00032	 0.03023	 0.00000	 0.00000	 0.00000		235.201812	-4674.057432
34034	 0.00000	 0.00000	 0.00000	 0.00005	 0.02898	 0.00000	 0.00000	 0.00000		222.094250	-4805.804509
35035	 0.00000	 0.00001	 0.00000	 0.00013	 0.02843	 0.00000	 0.00000	 0.00000		217.253022	-4895.752067
