Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00004	 0.00004	 0.00003	 0.00009	 0.00788	 0.00000	 0.00001	 0.00000		217.318591	-1464.568266
1001	 0.00001	 0.00003	 0.00002	 0.00007	 0.00801	 0.00000	 0.00000	 0.00000		223.988324	-1478.627042
2002	 0.00010	 0.00019	 0.00011	 0.00012	 0.00833	 0.00001	 0.00002	 0.00000		202.077925	-1430.178593
3003	 0.00018	 0.00015	 0.00009	 0.00013	 0.00762	 0.00001	 0.00002	 0.00000		195.924538	-1480.229291
4004	 0.00006	 0.00012	 0.00004	 0.00008	 0.00831	 0.00000	 0.00001	 0.00000		208.993807	-1402.146891
5005	 0.00002	 0.00003	 0.00004	 0.00010	 0.00642	 0.00000	 0.00001	 0.00000		218.218317	-1508.213930
6006	 0.00006	 0.00005	 0.00008	 0.00021	 0.00899	 0.00000	 0.00002	 0.00000		200.548263	-1401.361051
7007	 0.00002	 0.00003	 0.00002	 0.00007	 0.00794	 0.00000	 0.00000	 0.00000		223.562717	-1434.975894
8008	 0.00004	 0.00005	 0.00004	 0.00009	 0.00721	 0.00000	 0.00001	 0.00000		208.621958	-1478.327834
9009	 0.00005	 0.00006	 0.00004	 0.00006	 0.00865	 0.00000	 0.00001	 0.00000		220.438792	-1433.289210
10010	 0.00001	 0.00002	 0.00005	 0.00009	 0.00879	 0.00000	 0.00001	 0.00000		222.739194	-1401.167773
11011	 0.00001	 0.00001	 0.00005	 0.00014	 0.00737	 0.00000	 0.00001	 0.00000		225.604717	-1453.682717
12012	 0.00002	 0.00004	 0.00014	 0.00042	 0.00915	 0.00000	 0.00003	 0.00000		196.078320	-1423.458493
13013	 0.00001	 0.00002	 0.00014	 0.00040	 0.00710	 0.00000	 0.00002	 0.00000		202.920445	-1446.313326
14014	 0.00007	 0.00004	 0.00016	 0.00036	 0.00911	 0.00000	 0.00003	 0.00000		199.277043	-1405.652884
15015	 0.00002	 0.00010	 0.00005	 0.00019	 0.00790	 0.00000	 0.00001	 0.00000		202.894938	-1432.256731
16016	 0.00001	 0.00002	 0.00005	 0.00013	 0.00823	 0.00000	 0.00001	 0.00000		218.261344	-1428.760496
17017	 0.00002	 0.00002	 0.00003	 0.00009	 0.00818	 0.00000	 0.00001	 0.00000		227.630773	-1420.785544
18018	 0.00006	 0.00004	 0.00006	 0.00012	 0.00811	 0.00000	 0.00001	 0.00000		215.629751	-1389.571578
19019	 0.00007	 0.00012	 0.00014	 0.00023	 0.00783	 0.00000	 0.00003	 0.00000		201.809249	-1345.777309
20020	 0.00007	 0.00013	 0.00008	 0.00021	 0.00796	 0.00001	 0.00001	 0.00000		198.355585	-1471.766168
21021	 0.00010	 0.00021	 0.00008	 0.00015	 0.00798	 0.00001	 0.00002	 0.00000		199.627146	-1499.738280
22022	 0.00008	 0.00015	 0.00010	 0.00029	 0.00850	 0.00001	 0.00002	 0.00000		196.730359	-1430.025410
23023	 0.00007	 0.00003	 0.00004	 0.00007	 0.00839	 0.00000	 0.00001	 0.00000		222.870781	-1437.998472
24024	 0.00005	 0.00010	 0.00005	 0.00005	 0.00920	 0.00001	 0.00001	 0.00000		214.448909	-1397.096999
25025	 0.00005	 0.00004	 0.00002	 0.00007	 0.01007	 0.00000	 0.00000	 0.00000		201.233267	-1403.876478
26026	 0.00003	 0.00008	 0.00004	 0.00048	 0.00753	 0.00000	 0.00001	 0.00000		197.793840	-1433.978140
27027	 0.00006	 0.00009	 0.00003	 0.00003	 0.00793	 0.00001	 0.00001	 0.00000		227.974457	-1415.941235
28028	 0.00009	 0.00012	 0.00009	 0.00015	 0.00832	 0.00001	 0.00002	 0.00000		205.294850	-1458.781315
29029	 0.00009	 0.00014	 0.00032	 0.00035	 0.00853	 0.00000	 0.00004	 0.00000		187.426288	-1442.776827
30030	 0.00009	 0.00002	 0.00003	 0.00010	 0.00783	 0.00000	 0.00001	 0.00000		221.237085	-1431.055918
