Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00018	 0.00014	 0.00011	 0.00015	 0.01017	 0.00002	 0.00003	 0.00000		207.274576	-1712.628388
1001	 0.00008	 0.00014	 0.00005	 0.00006	 0.01022	 0.00000	 0.00001	 0.00000		217.109377	-1750.564973
2002	 0.00009	 0.00017	 0.00006	 0.00004	 0.01035	 0.00001	 0.00001	 0.00000		223.868284	-1676.818149
3003	 0.00007	 0.00009	 0.00008	 0.00019	 0.00963	 0.00000	 0.00003	 0.00000		215.143562	-1748.922041
4004	 0.00004	 0.00006	 0.00014	 0.00023	 0.01076	 0.00000	 0.00003	 0.00000		213.938572	-1743.189211
5005	 0.00008	 0.00005	 0.00015	 0.00031	 0.01151	 0.00001	 0.00003	 0.00000		207.919231	-1720.207613
6006	 0.00011	 0.00010	 0.00011	 0.00009	 0.01168	 0.00001	 0.00002	 0.00000		213.650953	-1740.061702
7007	 0.00006	 0.00008	 0.00005	 0.00006	 0.01091	 0.00001	 0.00001	 0.00000		213.859562	-1784.259526
8008	 0.00006	 0.00005	 0.00003	 0.00004	 0.00908	 0.00000	 0.00001	 0.00000		226.862207	-1760.787470
9009	 0.00011	 0.00016	 0.00009	 0.00008	 0.01058	 0.00001	 0.00002	 0.00000		212.611478	-1713.412635
10010	 0.00004	 0.00005	 0.00007	 0.00006	 0.00987	 0.00000	 0.00001	 0.00000		226.744596	-1705.425402
11011	 0.00005	 0.00004	 0.00003	 0.00003	 0.01114	 0.00000	 0.00001	 0.00000		234.617370	-1653.548212
12012	 0.00003	 0.00003	 0.00004	 0.00005	 0.00956	 0.00000	 0.00001	 0.00000		231.201197	-1720.165045
13013	 0.00005	 0.00007	 0.00004	 0.00004	 0.01008	 0.00000	 0.00001	 0.00000		231.682214	-1698.781559
14014	 0.00008	 0.00007	 0.00007	 0.00006	 0.01021	 0.00000	 0.00002	 0.00000		226.717972	-1722.893305
15015	 0.00010	 0.00018	 0.00018	 0.00030	 0.01101	 0.00001	 0.00005	 0.00000		202.165328	-1686.385378
16016	 0.00005	 0.00012	 0.00010	 0.00028	 0.01081	 0.00000	 0.00002	 0.00000		201.585610	-1804.426251
17017	 0.00005	 0.00003	 0.00011	 0.00016	 0.01126	 0.00000	 0.00002	 0.00000		216.391751	-1756.482216
18018	 0.00010	 0.00015	 0.00024	 0.00051	 0.01029	 0.00001	 0.00006	 0.00000		190.480816	-1733.145440
19019	 0.00007	 0.00006	 0.00024	 0.00045	 0.01073	 0.00001	 0.00007	 0.00000		205.939778	-1742.381613
20020	 0.00002	 0.00005	 0.00019	 0.00039	 0.01053	 0.00000	 0.00005	 0.00000		213.062559	-1719.308454
21021	 0.00001	 0.00001	 0.00004	 0.00008	 0.01008	 0.00000	 0.00001	 0.00000		246.337200	-1687.037943
22022	 0.00001	 0.00001	 0.00002	 0.00003	 0.01013	 0.00000	 0.00000	 0.00000		250.763162	-1716.139478
23023	 0.00001	 0.00001	 0.00004	 0.00005	 0.01018	 0.00000	 0.00001	 0.00000		241.246821	-1686.693366
24024	 0.00001	 0.00003	 0.00007	 0.00019	 0.01115	 0.00000	 0.00002	 0.00000		226.323928	-1688.260701
25025	 0.00002	 0.00002	 0.00025	 0.00049	 0.01049	 0.00000	 0.00006	 0.00000		211.098565	-1763.830191
26026	 0.00002	 0.00004	 0.00018	 0.00044	 0.01068	 0.00000	 0.00005	 0.00000		208.205410	-1721.273359
27027	 0.00001	 0.00001	 0.00011	 0.00016	 0.00969	 0.00000	 0.00002	 0.00000		230.492409	-1746.284220
28028	 0.00001	 0.00002	 0.00017	 0.00038	 0.00942	 0.00000	 0.00004	 0.00000		215.989259	-1757.821877
29029	 0.00003	 0.00003	 0.00012	 0.00026	 0.01034	 0.00000	 0.00003	 0.00000		212.569409	-1706.208748
30030	 0.00002	 0.00002	 0.00021	 0.00052	 0.01003	 0.00000	 0.00006	 0.00000		212.773288	-1751.096209
31031	 0.00002	 0.00002	 0.00028	 0.00041	 0.00936	 0.00000	 0.00007	 0.00000		213.313792	-1721.216222
32032	 0.00001	 0.00003	 0.00018	 0.00027	 0.01017	 0.00000	 0.00003	 0.00000		211.024762	-1795.460921
33033	 0.00003	 0.00003	 0.00010	 0.00018	 0.01146	 0.00000	 0.00002	 0.00000		217.337560	-1736.939253
34034	 0.00002	 0.00007	 0.00013	 0.00018	 0.00972	 0.00000	 0.00003	 0.00000		218.466195	-1682.020108
35035	 0.00002	 0.00002	 0.00009	 0.00008	 0.01020	 0.00000	 0.00002	 0.00000		234.036905	-1723.772226
36036	 0.00011	 0.00014	 0.00008	 0.00011	 0.01080	 0.00001	 0.00002	 0.00000		211.100403	-1705.961405
37037	 0.00008	 0.00006	 0.00014	 0.00024	 0.00985	 0.00000	 0.00004	 0.00000		212.788454	-1726.176329
