Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00001	 0.00000	 0.00001	 0.01688	 0.00000	 0.00000	 0.00000		239.349781	-2764.644592
1001	 0.00002	 0.00014	 0.00000	 0.00001	 0.01785	 0.00000	 0.00000	 0.00000		210.331211	-2862.936061
2002	 0.00001	 0.00020	 0.00000	 0.00005	 0.01752	 0.00000	 0.00000	 0.00000		213.162930	-2862.128527
3003	 0.00002	 0.00002	 0.00000	 0.00005	 0.01693	 0.00000	 0.00000	 0.00000		220.273186	-2820.770163
4004	 0.00001	 0.00004	 0.00000	 0.00011	 0.01740	 0.00000	 0.00000	 0.00000		219.220140	-2792.518396
5005	 0.00000	 0.00003	 0.00000	 0.00009	 0.01658	 0.00000	 0.00000	 0.00000		223.554983	-2833.275650
6006	 0.00000	 0.00001	 0.00001	 0.00010	 0.01777	 0.00000	 0.00000	 0.00000		236.615865	-2764.851432
7007	 0.00000	 0.00000	 0.00000	 0.00026	 0.01775	 0.00000	 0.00000	 0.00000		234.772899	-2708.656248
8008	 0.00001	 0.00002	 0.00001	 0.00016	 0.01772	 0.00000	 0.00000	 0.00000		221.803168	-2832.113807
9009	 0.00002	 0.00007	 0.00002	 0.00020	 0.01695	 0.00000	 0.00001	 0.00000		217.044687	-2708.166016
10010	 0.00001	 0.00003	 0.00001	 0.00034	 0.01778	 0.00000	 0.00001	 0.00000		210.934699	-2822.626767
11011	 0.00003	 0.00004	 0.00001	 0.00038	 0.01689	 0.00000	 0.00000	 0.00000		205.378695	-2872.597421
12012	 0.00004	 0.00007	 0.00001	 0.00021	 0.01713	 0.00000	 0.00000	 0.00000		203.272981	-2817.759794
13013	 0.00001	 0.00004	 0.00000	 0.00020	 0.01680	 0.00000	 0.00000	 0.00000		214.207299	-2856.088223
14014	 0.00005	 0.00005	 0.00001	 0.00019	 0.01905	 0.00000	 0.00001	 0.00000		211.483404	-2770.713628
15015	 0.00003	 0.00009	 0.00001	 0.00019	 0.01690	 0.00000	 0.00001	 0.00000		204.143367	-2843.648543
16016	 0.00003	 0.00003	 0.00001	 0.00012	 0.01642	 0.00000	 0.00000	 0.00000		219.258398	-2855.442638
17017	 0.00002	 0.00009	 0.00000	 0.00014	 0.01846	 0.00000	 0.00000	 0.00000		203.241036	-2835.780037
18018	 0.00001	 0.00004	 0.00000	 0.00002	 0.01654	 0.00000	 0.00000	 0.00000		219.596135	-2807.260686
19019	 0.00001	 0.00002	 0.00000	 0.00004	 0.01617	 0.00000	 0.00000	 0.00000		222.544296	-2784.760541
20020	 0.00002	 0.00004	 0.00000	 0.00012	 0.01728	 0.00000	 0.00000	 0.00000		208.635374	-2797.615474
21021	 0.00000	 0.00002	 0.00000	 0.00001	 0.01701	 0.00000	 0.00000	 0.00000		244.241836	-2787.627910
22022	 0.00001	 0.00012	 0.00000	 0.00006	 0.01824	 0.00000	 0.00000	 0.00000		212.548677	-2846.566477
23023	 0.00001	 0.00004	 0.00000	 0.00002	 0.01761	 0.00000	 0.00000	 0.00000		221.486471	-2817.205287
24024	 0.00000	 0.00000	 0.00000	 0.00003	 0.01802	 0.00000	 0.00000	 0.00000		246.851292	-2845.749294
