Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00002	 0.00002	 0.00000	 0.00011	 0.00544	 0.00000	 0.00000	 0.00000		233.771215	-907.189970
1001	 0.00005	 0.00002	 0.00000	 0.00001	 0.00392	 0.00000	 0.00000	 0.00000		239.429229	-956.586660
2002	 0.00022	 0.00006	 0.00001	 0.00013	 0.00487	 0.00001	 0.00001	 0.00000		217.772393	-881.286957
3003	 0.00017	 0.00004	 0.00002	 0.00009	 0.00487	 0.00001	 0.00001	 0.00000		220.629865	-950.403731
4004	 0.00014	 0.00012	 0.00002	 0.00010	 0.00523	 0.00001	 0.00001	 0.00000		209.857776	-904.000212
5005	 0.00004	 0.00003	 0.00000	 0.00003	 0.00409	 0.00000	 0.00000	 0.00000		237.061216	-929.327966
6006	 0.00002	 0.00001	 0.00000	 0.00015	 0.00494	 0.00000	 0.00000	 0.00000		248.970582	-927.584925
7007	 0.00010	 0.00004	 0.00001	 0.00001	 0.00505	 0.00000	 0.00000	 0.00000		230.215658	-926.484802
8008	 0.00011	 0.00007	 0.00001	 0.00003	 0.00532	 0.00001	 0.00001	 0.00000		218.516131	-914.637108
9009	 0.00016	 0.00011	 0.00002	 0.00008	 0.00566	 0.00001	 0.00001	 0.00000		215.924601	-932.028784
10010	 0.00002	 0.00002	 0.00002	 0.00026	 0.00537	 0.00000	 0.00001	 0.00000		238.797357	-892.518375
11011	 0.00005	 0.00003	 0.00002	 0.00013	 0.00473	 0.00000	 0.00001	 0.00000		236.258529	-885.405988
12012	 0.00017	 0.00015	 0.00004	 0.00026	 0.00497	 0.00001	 0.00002	 0.00000		207.860927	-918.723316
13013	 0.00016	 0.00010	 0.00003	 0.00013	 0.00449	 0.00001	 0.00001	 0.00000		211.337944	-993.398868
14014	 0.00008	 0.00003	 0.00001	 0.00005	 0.00477	 0.00000	 0.00000	 0.00000		230.509954	-927.095257
15015	 0.00005	 0.00002	 0.00001	 0.00000	 0.00439	 0.00000	 0.00000	 0.00000		257.134830	-929.147429
16016	 0.00013	 0.00009	 0.00002	 0.00007	 0.00510	 0.00001	 0.00001	 0.00000		213.799804	-907.732357
17017	 0.00009	 0.00005	 0.00002	 0.00003	 0.00486	 0.00001	 0.00001	 0.00000		228.565411	-896.757557
18018	 0.00009	 0.00004	 0.00001	 0.00018	 0.00476	 0.00000	 0.00001	 0.00000		223.617517	-936.244166
19019	 0.00006	 0.00002	 0.00001	 0.00009	 0.00534	 0.00000	 0.00000	 0.00000		231.659577	-929.677756
20020	 0.00007	 0.00003	 0.00001	 0.00017	 0.00563	 0.00000	 0.00000	 0.00000		225.103643	-876.399558
21021	 0.00004	 0.00002	 0.00001	 0.00002	 0.00563	 0.00000	 0.00000	 0.00000		247.924250	-889.032423
22022	 0.00004	 0.00004	 0.00001	 0.00007	 0.00499	 0.00000	 0.00000	 0.00000		230.970850	-910.048019
23023	 0.00013	 0.00005	 0.00002	 0.00007	 0.00510	 0.00001	 0.00001	 0.00000		226.143123	-907.792519
24024	 0.00028	 0.00012	 0.00003	 0.00009	 0.00569	 0.00001	 0.00001	 0.00000		209.685131	-894.434747
25025	 0.00005	 0.00003	 0.00002	 0.00017	 0.00449	 0.00000	 0.00001	 0.00000		228.973981	-898.854907
26026	 0.00008	 0.00003	 0.00001	 0.00001	 0.00559	 0.00000	 0.00000	 0.00000		232.944521	-895.379615
27027	 0.00006	 0.00005	 0.00001	 0.00004	 0.00542	 0.00000	 0.00000	 0.00000		221.709455	-892.714193
28028	 0.00016	 0.00017	 0.00002	 0.00041	 0.00576	 0.00001	 0.00001	 0.00000		200.878632	-910.557278
