Sample	theta_WAM	theta_CAM	theta_ATL	theta_AM	theta_root	tau_AM	tau_root	m_ATL->AM	Data-ld-ln	Full-ld-ln
0	 0.00001	 0.00001	 0.00000	 0.00005	 0.01123	 0.00000	 0.00000	 0.00000		240.890173	-1769.416322
1001	 0.00001	 0.00001	 0.00000	 0.00011	 0.01198	 0.00000	 0.00000	 0.00000		244.967054	-1752.612663
2002	 0.00001	 0.00002	 0.00000	 0.00001	 0.01015	 0.00000	 0.00000	 0.00000		237.771688	-1813.148319
3003	 0.00001	 0.00002	 0.00000	 0.00008	 0.01080	 0.00000	 0.00000	 0.00000		231.107646	-1731.751894
4004	 0.00004	 0.00003	 0.00001	 0.00018	 0.01127	 0.00000	 0.00000	 0.00000		215.654340	-1735.381322
5005	 0.00007	 0.00007	 0.00001	 0.00004	 0.01085	 0.00001	 0.00001	 0.00000		209.354948	-1746.298213
6006	 0.00006	 0.00008	 0.00001	 0.00003	 0.01152	 0.00001	 0.00001	 0.00000		211.694400	-1738.197027
7007	 0.00007	 0.00008	 0.00002	 0.00006	 0.00944	 0.00001	 0.00001	 0.00000		213.750654	-1768.906428
8008	 0.00008	 0.00011	 0.00002	 0.00025	 0.01096	 0.00001	 0.00001	 0.00000		204.704557	-1722.525095
9009	 0.00007	 0.00007	 0.00002	 0.00023	 0.01001	 0.00001	 0.00001	 0.00000		212.928996	-1724.649350
10010	 0.00007	 0.00007	 0.00001	 0.00023	 0.01101	 0.00001	 0.00001	 0.00000		206.374025	-1743.736958
11011	 0.00002	 0.00002	 0.00001	 0.00008	 0.00938	 0.00000	 0.00000	 0.00000		234.619617	-1746.567618
12012	 0.00002	 0.00002	 0.00001	 0.00005	 0.01070	 0.00000	 0.00000	 0.00000		227.220301	-1773.334661
13013	 0.00001	 0.00001	 0.00000	 0.00016	 0.01051	 0.00000	 0.00000	 0.00000		239.345798	-1751.061914
14014	 0.00002	 0.00002	 0.00000	 0.00006	 0.01142	 0.00000	 0.00000	 0.00000		237.453916	-1735.135198
15015	 0.00001	 0.00003	 0.00000	 0.00006	 0.01172	 0.00000	 0.00000	 0.00000		233.374592	-1744.489516
16016	 0.00002	 0.00003	 0.00001	 0.00008	 0.01108	 0.00000	 0.00000	 0.00000		233.586798	-1797.208542
17017	 0.00004	 0.00004	 0.00001	 0.00015	 0.01093	 0.00000	 0.00000	 0.00000		225.347449	-1737.120679
18018	 0.00019	 0.00014	 0.00002	 0.00013	 0.00988	 0.00001	 0.00001	 0.00000		201.206255	-1821.300246
19019	 0.00022	 0.00026	 0.00004	 0.00004	 0.00967	 0.00002	 0.00002	 0.00000		204.323001	-1723.628214
20020	 0.00012	 0.00013	 0.00002	 0.00007	 0.00979	 0.00001	 0.00001	 0.00000		199.783340	-1754.822767
21021	 0.00007	 0.00010	 0.00001	 0.00004	 0.01230	 0.00001	 0.00001	 0.00000		213.854061	-1737.581482
22022	 0.00015	 0.00013	 0.00004	 0.00014	 0.01156	 0.00001	 0.00002	 0.00000		197.790783	-1743.255972
23023	 0.00020	 0.00011	 0.00003	 0.00016	 0.01136	 0.00001	 0.00001	 0.00000		199.141286	-1710.144768
24024	 0.00006	 0.00007	 0.00001	 0.00009	 0.01063	 0.00000	 0.00001	 0.00000		213.003357	-1726.803179
25025	 0.00011	 0.00015	 0.00001	 0.00007	 0.01009	 0.00001	 0.00001	 0.00000		203.469731	-1772.135343
